Text,ImageReference,Folio Reference
urn:cts:greekLit:tlg5026.msAil.hmt:10.4566,"urn:cite:hmt:vaimg.VA135RN-0307@0.209,0.3216,0.103,0.024",urn:cite:hmt:msA.135r
urn:cts:greekLit:tlg5026.msAil.hmt:10.4567,"urn:cite:hmt:vaimg.VA135RN-0307@0.53,0.3246,0.11,0.024",urn:cite:hmt:msA.135r
urn:cts:greekLit:tlg5026.msAil.hmt:10.4568,"urn:cite:hmt:vaimg.VA135RN-0307@0.356,0.3418,0.067,0.024",urn:cite:hmt:msA.135r
urn:cts:greekLit:tlg5026.msAil.hmt:10.4569,"urn:cite:hmt:vaimg.VA135RN-0307@0.385,0.402,0.13,0.024",urn:cite:hmt:msA.135r
urn:cts:greekLit:tlg5026.msAil.hmt:10.4570,"urn:cite:hmt:vaimg.VA135RN-0307@0.209,0.4162,0.08,0.0225",urn:cite:hmt:msA.135r
urn:cts:greekLit:tlg5026.msAil.hmt:10.4571,"urn:cite:hmt:vaimg.VA135RN-0307@0.263,0.456,0.097,0.0225",urn:cite:hmt:msA.135r
urn:cts:greekLit:tlg5026.msAil.hmt:10.4572,"urn:cite:hmt:vaimg.VA135RN-0307@0.382,0.4538,0.115,0.0225",urn:cite:hmt:msA.135r
urn:cts:greekLit:tlg5026.msAil.hmt:10.4573,"urn:cite:hmt:vaimg.VA135RN-0307@0.185,0.4763,0.094,0.0195",urn:cite:hmt:msA.135r
urn:cts:greekLit:tlg5026.msAil.hmt:10.4574,"urn:cite:hmt:vaimg.VA135RN-0307@0.48,0.4786,0.094,0.0195",urn:cite:hmt:msA.135r
urn:cts:greekLit:tlg5026.msAil.hmt:10.4575,"urn:cite:hmt:vaimg.VA135RN-0307@0.19,0.6273,0.181,0.0195",urn:cite:hmt:msA:135r
urn:cts:greekLit:tlg5026.msA.hmt:10.4576,"urn:cite:hmt:vaimg.VA135VN-0637@0.2,0.3546,0.234,0.0496",urn:cite:hmt:msA.135v
urn:cts:greekLit:tlg5026.msA.hmt:10.4577,"urn:cite:hmt:vaimg.VA135VN-0637@0.202,0.3974,0.234,0.0368",urn:cite:hmt:msA.135v
urn:cts:greekLit:tlg5026.msA.hmt:10.4578,"urn:cite:hmt:vaimg.VA135VN-0637@0.197,0.429,0.238,0.0518",urn:cite:hmt:msA.135v
urn:cts:greekLit:tlg5026.msA.hmt:10.4579,"urn:cite:hmt:vaimg.VA135VN-0637@0.193,0.4748,0.238,0.0639",urn:cite:hmt:msA.135v
urn:cts:greekLit:tlg5026.msA.hmt:10.4580,"urn:cite:hmt:vaimg.VA135VN-0637@0.195,0.5312,0.238,0.0744",urn:cite:hmt:msA.135v
urn:cts:greekLit:tlg5026.msA.hmt:10.4581,"urn:cite:hmt:vaimg.VA135VN-0637@0.202,0.5995,0.248,0.0781",urn:cite:hmt:msA.135v
urn:cts:greekLit:tlg5026.msA.hmt:10.4582,"urn:cite:hmt:vaimg.VA135VN-0637@0.199,0.6777,0.288,0.0503",urn:cite:hmt:msA.135v
urn:cts:greekLit:tlg5026.msAim.hmt:10.4583,"urn:cite:hmt:vaimg.VA135VN-0637@0.403,0.2209,0.078,0.0255",urn:cite:hmt:msA.135v
urn:cts:greekLit:tlg5026.msAim.hmt:10.4584,"urn:cite:hmt:vaimg.VA135VN-0637@0.407,0.2585,0.078,0.0451",urn:cite:hmt:msA.135v
urn:cts:greekLit:tlg5026.msAim.hmt:10.4585,"urn:cite:hmt:vaimg.VA135VN-0637@0.423,0.4313,0.057,0.0391",urn:cite:hmt:msA.135v
urn:cts:greekLit:tlg5026.msAim.hmt:10.4586,"urn:cite:hmt:vaimg.VA135VN-0637@0.422,0.5447,0.057,0.0255",urn:cite:hmt:msA.135v
urn:cts:greekLit:tlg5026.msAim.hmt:10.4587,"urn:cite:hmt:vaimg.VA135VN-0637@0.427,0.5657,0.057,0.0398",urn:cite:hmt:msA.135v
urn:cts:greekLit:tlg5026.msAim.hmt:10.4588,"urn:cite:hmt:vaimg.VA135VN-0637@0.438,0.5988,0.049,0.0646",urn:cite:hmt:msA.135v
urn:cts:greekLit:tlg5026.msAint.hmt:10.4589,"urn:cite:hmt:vaimg.VA135VN-0637@0.828,0.2059,0.064,0.0255",urn:cite:hmt:msA.135v
urn:cts:greekLit:tlg5026.msAint.hmt:10.4590,"urn:cite:hmt:vaimg.VA135VN-0637@0.831,0.3734,0.056,0.0255",urn:cite:hmt:msA.135v
urn:cts:greekLit:tlg5026.msAext.hmt:10.4591,"urn:cite:hmt:vaimg.VA135VN-0637@0.132,0.2171,0.06,0.0255",urn:cite:hmt:msA.135v
urn:cts:greekLit:tlg5026.msAext.hmt:10.4592,"urn:cite:hmt:vaimg.VA135VN-0637@0.116,0.5372,0.071,0.0293",urn:cite:hmt:msA.135v
urn:cts:greekLit:tlg5026.msAext.hmt:10.4593,"urn:cite:hmt:vaimg.VA135VN-0637@0.119,0.6251,0.079,0.0293",urn:cite:hmt:msA.135v
urn:cts:greekLit:tlg5026.msAil.hmt:10.4594,"urn:cite:hmt:vaimg.VA135VN-0637@0.594,0.2171,0.069,0.0165",urn:cite:hmt:msA.135v
urn:cts:greekLit:tlg5026.msAil.hmt:10.4595,"urn:cite:hmt:vaimg.VA135VN-0637@0.604,0.2547,0.051,0.0165",urn:cite:hmt:msA.135v
urn:cts:greekLit:tlg5026.msAil.hmt:10.4596,"urn:cite:hmt:vaimg.VA135VN-0637@0.631,0.2742,0.051,0.0165",urn:cite:hmt:msA.135v
urn:cts:greekLit:tlg5026.msAil.hmt:10.4597,"urn:cite:hmt:vaimg.VA135VN-0637@0.599,0.3118,0.082,0.0165",urn:cite:hmt:msA.135v
urn:cts:greekLit:tlg5026.msAil.hmt:10.4598,"urn:cite:hmt:vaimg.VA135VN-0637@0.514,0.3298,0.102,0.0165",urn:cite:hmt:msA.135v
urn:cts:greekLit:tlg5026.msAil.hmt:10.4599,"urn:cite:hmt:vaimg.VA135VN-0637@0.678,0.3509,0.081,0.0165",urn:cite:hmt:msA.135v
urn:cts:greekLit:tlg5026.msAil.hmt:10.4600,"urn:cite:hmt:vaimg.VA135VN-0637@0.764,0.3719,0.065,0.0165",urn:cite:hmt:msA.135v
urn:cts:greekLit:tlg5026.msAil.hmt:10.4601,"urn:cite:hmt:vaimg.VA135VN-0637@0.708,0.4996,0.074,0.0165",urn:cite:hmt:msA.135v
urn:cts:greekLit:tlg5026.msAil.hmt:10.4602,"urn:cite:hmt:vaimg.VA135VN-0637@0.708,0.5379,0.074,0.0165",urn:cite:hmt:msA.135v
urn:cts:greekLit:tlg5026.msAil.hmt:10.4603,"urn:cite:hmt:vaimg.VA135VN-0637@0.549,0.6138,0.051,0.0165",urn:cite:hmt:msA.135v
urn:cts:greekLit:tlg5026.msAil.hmt:10.4604,"urn:cite:hmt:vaimg.VA135VN-0637@0.73,0.6326,0.111,0.0165",urn:cite:hmt:msA.135v
urn:cts:greekLit:tlg5026.msA.hmt:10.4605,"urn:cite:hmt:vaimg.VA136RN-0308@0.17,0.0879,0.663,0.0331",urn:cite:hmt:msA.136r
urn:cts:greekLit:tlg5026.msA.hmt:10.4606,"urn:cite:hmt:vaimg.VA136RN-0308@0.173,0.1067,0.663,0.0428",urn:cite:hmt:msA.136r
urn:cts:greekLit:tlg5026.msA.hmt:10.4607,"urn:cite:hmt:vaimg.VA136RN-0308@0.17,0.1375,0.633,0.0316",urn:cite:hmt:msA.136r
urn:cts:greekLit:tlg5026.msA.hmt:10.4608,"urn:cite:hmt:vaimg.VA136RN-0308@0.187,0.154,0.62,0.0255",urn:cite:hmt:msA.136r
urn:cts:greekLit:tlg5026.msA.hmt:10.4609,"urn:cite:hmt:vaimg.VA136RN-0308@0.575,0.4425,0.231,0.0887",urn:cite:hmt:msA.136r
urn:cts:greekLit:tlg5026.msA.hmt:10.4610,"urn:cite:hmt:vaimg.VA136RN-0308@0.58,0.5282,0.231,0.0887",urn:cite:hmt:msA.136r
urn:cts:greekLit:tlg5026.msA.hmt:10.4611,"urn:cite:hmt:vaimg.VA136RN-0308@0.591,0.6086,0.231,0.0488",urn:cite:hmt:msA.136r
urn:cts:greekLit:tlg5026.msA.hmt:10.4612,"urn:cite:hmt:vaimg.VA136RN-0308@0.151,0.6536,0.658,0.0721",urn:cite:hmt:msA.136r
urn:cts:greekLit:tlg5026.msAim.hmt:10.4613,"urn:cite:hmt:vaimg.VA136RN-0308@0.533,0.2434,0.066,0.0225",urn:cite:hmt:msA.136r
urn:cts:greekLit:tlg5026.msAim.hmt:10.4614,"urn:cite:hmt:vaimg.VA136RN-0308@0.599,0.3982,0.073,0.0308",urn:cite:hmt:msA.136r
urn:cts:greekLit:tlg5026.msAext.hmt:10.4615,"urn:cite:hmt:vaimg.VA136RN-0308@0.839,0.2081,0.04,0.0248",urn:cite:hmt:msA.136r
urn:cts:greekLit:tlg5026.msAext.hmt:10.4616,"urn:cite:hmt:vaimg.VA136RN-0308@0.818,0.441,0.076,0.0248",urn:cite:hmt:msA.136r
urn:cts:greekLit:tlg5026.msAil.hmt:10.4617,"urn:cite:hmt:vaimg.VA136RN-0308@0.413,0.1916,0.159,0.0195",urn:cite:hmt:msA.136r
urn:cts:greekLit:tlg5026.msAil.hmt:10.4618,"urn:cite:hmt:vaimg.VA136RN-0308@0.207,0.3058,0.062,0.0195",urn:cite:hmt:msA.136r
urn:cts:greekLit:tlg5026.msAil.hmt:10.4619,"urn:cite:hmt:vaimg.VA136RN-0308@0.291,0.3666,0.062,0.0195",urn:cite:hmt:msA.136r
urn:cts:greekLit:tlg5026.msAil.hmt:10.4620,"urn:cite:hmt:vaimg.VA136RN-0308@0.485,0.3884,0.053,0.0188",urn:cite:hmt:msA.136r
urn:cts:greekLit:tlg5026.msAil.hmt:10.4621,"urn:cite:hmt:vaimg.VA136RN-0308@0.254,0.42,0.085,0.0188",urn:cite:hmt:msA.136r
urn:cts:greekLit:tlg5026.msAil.hmt:10.4622,"urn:cite:hmt:vaimg.VA136RN-0308@0.508,0.4478,0.06,0.0165",urn:cite:hmt:msA.136r
urn:cts:greekLit:tlg5026.msAil.hmt:10.4623,"urn:cite:hmt:vaimg.VA136RN-0308@0.353,0.5222,0.04,0.015",urn:cite:hmt:msA.136r
urn:cts:greekLit:tlg5026.msAil.hmt:10.4624,"urn:cite:hmt:vaimg.VA136RN-0308@0.262,0.5402,0.077,0.015",urn:cite:hmt:msA.136r
urn:cts:greekLit:tlg5026.msAil.hmt:10.4625,"urn:cite:hmt:vaimg.VA136RN-0308@0.451,0.5409,0.145,0.015",urn:cite:hmt:msA.136r
urn:cts:greekLit:tlg5026.msAil.hmt:10.4626,"urn:cite:hmt:vaimg.VA136RN-0308@0.423,0.5612,0.104,0.015",urn:cite:hmt:msA.136r
urn:cts:greekLit:tlg5026.msAil.hmt:10.4627,"urn:cite:hmt:vaimg.VA136RN-0308@0.525,0.583,0.056,0.015",urn:cite:hmt:msA.136r
urn:cts:greekLit:tlg5026.msAil.hmt:10.4628,"urn:cite:hmt:vaimg.VA136RN-0308@0.267,0.598,0.159,0.015",urn:cite:hmt:msA.136r
urn:cts:greekLit:tlg5026.msAil.hmt:10.4629,"urn:cite:hmt:vaimg.VA136RN-0308@0.443,0.6018,0.139,0.015",urn:cite:hmt:msA.136r
urn:cts:greekLit:tlg5026.msAil.hmt:10.4630,"urn:cite:hmt:vaimg.VA136RN-0308@0.377,0.6349,0.073,0.015",urn:cite:hmt:msA.136r
urn:cts:greekLit:tlg5026.msAil.hmt:10.4631,"urn:cite:hmt:vaimg.VA136RN-0308@0.341,0.6544,0.083,0.015",urn:cite:hmt:msA.136r
urn:cts:greekLit:tlg5026.msA.hmt:10.46.4632,"urn:cite:hmt:vaimg.VA136VN-0638@0.216,0.1104,0.671,0.0391",urn:cite:hmt:msA.136v
urn:cts:greekLit:tlg5026.msA.hmt:10.4633,"urn:cite:hmt:vaimg.VA136VN-0638@0.217,0.1435,0.654,0.0391",urn:cite:hmt:msA.136v
urn:cts:greekLit:tlg5026.msA.hmt:10.4634,"urn:cite:hmt:vaimg.VA136VN-0638@0.203,0.4959,0.231,0.0962",urn:cite:hmt:msA.136v
urn:cts:greekLit:tlg5026.msA.hmt:10.4635,"urn:cite:hmt:vaimg.VA136VN-0638@0.196,0.592,0.247,0.0458",urn:cite:hmt:msA.136v
urn:cts:greekLit:tlg5026.msA.hmt:10.4636,"urn:cite:hmt:vaimg.VA136VN-0638@0.213,0.6341,0.652,0.1488",urn:cite:hmt:msA.136v
urn:cts:greekLit:tlg5026.msAim.hmt:10.4637,"urn:cite:hmt:vaimg.VA136VN-0638@0.669,0.2141,0.165,0.0225",urn:cite:hmt:msA.136v
urn:cts:greekLit:tlg5026.msAim.hmt:10.4638,"urn:cite:hmt:vaimg.VA136VN-0638@0.422,0.2509,0.067,0.0225",urn:cite:hmt:msA.136v
urn:cts:greekLit:tlg5026.msAim.hmt:10.4639,"urn:cite:hmt:vaimg.VA136VN-0638@0.422,0.272,0.067,0.0225",urn:cite:hmt:msA.136v
urn:cts:greekLit:tlg5026.msAim.hmt:10.4640,"urn:cite:hmt:vaimg.VA136VN-0638@0.414,0.3261,0.076,0.0353",urn:cite:hmt:msA.136v
urn:cts:greekLit:tlg5026.msAim.hmt:10.4641,"urn:cite:hmt:vaimg.VA136VN-0638@0.416,0.4005,0.076,0.0353",urn:cite:hmt:msA.136v
urn:cts:greekLit:tlg5026.msAim.hmt:10.4642,"urn:cite:hmt:vaimg.VA136VN-0638@0.414,0.4313,0.076,0.0353",urn:cite:hmt:msA.136v
urn:cts:greekLit:tlg5026.msAim.hmt:10.4643,"urn:cite:hmt:vaimg.VA136VN-0638@0.422,0.5289,0.076,0.0533",urn:cite:hmt:msA.136v
urn:cts:greekLit:tlg5026.msAim.hmt:10.4644,"urn:cite:hmt:vaimg.VA136VN-0638@0.426,0.5778,0.076,0.0533",urn:cite:hmt:msA.136v
urn:cts:greekLit:tlg5026.msAint.hmt:10.4645,"urn:cite:hmt:vaimg.VA136VN-0638@0.822,0.5552,0.082,0.0391",urn:cite:hmt:msA.136v
urn:cts:greekLit:tlg5026.msAext.hmt:10.4646,"urn:cite:hmt:vaimg.VA136VN-0638@0.131,0.314,0.082,0.0391",urn:cite:hmt:msA.136v
urn:cts:greekLit:tlg5026.msAext.hmt:10.4647,"urn:cite:hmt:vaimg.VA136VN-0638@0.141,0.6574,0.051,0.0338",urn:cite:hmt:msA.136v
urn:cts:greekLit:tlg5026.msAil.hmt:10.4648,"urn:cite:hmt:vaimg.VA136VN-0638@0.581,0.281,0.221,0.0128",urn:cite:hmt:msA.136v
urn:cts:greekLit:tlg5026.msAil.hmt:10.4649,"urn:cite:hmt:vaimg.VA136VN-0638@0.673,0.3358,0.127,0.0128",urn:cite:hmt:msA.136v
urn:cts:greekLit:tlg5026.msAil.hmt:10.4650,"urn:cite:hmt:vaimg.VA136VN-0638@0.678,0.3734,0.09,0.0128",urn:cite:hmt:msA.136v
urn:cts:greekLit:tlg5026.msAil.hmt:10.4651,"urn:cite:hmt:vaimg.VA136VN-0638@0.534,0.3974,0.09,0.0128",urn:cite:hmt:msA.136v
urn:cts:greekLit:tlg5026.msAil.hmt:10.4652,"urn:cite:hmt:vaimg.VA136VN-0638@0.745,0.414,0.09,0.0128",urn:cite:hmt:msA.136v
urn:cts:greekLit:tlg5026.msAil.hmt:10.4653,"urn:cite:hmt:vaimg.VA136VN-0638@0.545,0.5094,0.035,0.0128",urn:cite:hmt:msA.136v
urn:cts:greekLit:tlg5026.msAil.hmt:10.4654,"urn:cite:hmt:vaimg.VA136VN-0638@0.815,0.5432,0.062,0.0128",urn:cite:hmt:msA.136v
urn:cts:greekLit:tlg5026.msAil.hmt:10.4655,"urn:cite:hmt:vaimg.VA136VN-0638@0.612,0.5875,0.036,0.0128",urn:cite:hmt:msA.136v
urn:cts:greekLit:tlg5026.msA.hmt:10.4656,"urn:cite:hmt:vaimg.VA137RN-0309@0.649,0.3223,0.173,0.0376",urn:cite:hmt:msA.137r
urn:cts:greekLit:tlg5026.msA.hmt:10.4657,"urn:cite:hmt:vaimg.VA137RN-0309@0.636,0.3576,0.195,0.0917",urn:cite:hmt:msA.137r
urn:cts:greekLit:tlg5026.msA.hmt:10.4658,"urn:cite:hmt:vaimg.VA137RN-0309@0.625,0.4433,0.195,0.0458",urn:cite:hmt:msA.137r
urn:cts:greekLit:tlg5026.msA.hmt:10.4659,"urn:cite:hmt:vaimg.VA137RN-0309@0.622,0.4846,0.206,0.0759",urn:cite:hmt:msA.137r
urn:cts:greekLit:tlg5026.msA.hmt:10.4660,"urn:cite:hmt:vaimg.VA137RN-0309@0.614,0.55,0.206,0.1037",urn:cite:hmt:msA.137r
urn:cts:greekLit:tlg5026.msA.hmt:10.4661,"urn:cite:hmt:vaimg.VA137RN-0309@0.618,0.6484,0.206,0.0669",urn:cite:hmt:msA.137r
urn:cts:greekLit:tlg5026.msA.hmt:10.4662,"urn:cite:hmt:vaimg.VA137RN-0309@0.548,0.7107,0.278,0.0503",urn:cite:hmt:msA.137r
urn:cts:greekLit:tlg5026.msA.hmt:10.4663,"urn:cite:hmt:vaimg.VA137RN-0309@0.546,0.7528,0.284,0.0376",urn:cite:hmt:msA.137r
urn:cts:greekLit:tlg5026.msAim.hmt:10.4664,"urn:cite:hmt:vaimg.VA137RN-0309@0.48,0.3922,0.163,0.0278",urn:cite:hmt:msA.137r
urn:cts:greekLit:tlg5026.msAim.hmt:10.4665,"urn:cite:hmt:vaimg.VA137RN-0309@0.41,0.7325,0.13,0.0353",urn:cite:hmt:msA.137r
urn:cts:greekLit:tlg5026.msAint.hmt:10.4666,"urn:cite:hmt:vaimg.VA137RN-0309@0.113,0.3171,0.077,0.0361",urn:cite:hmt:msA.137r
urn:cts:greekLit:tlg5026.msAint.hmt:10.4667,"urn:cite:hmt:vaimg.VA137RN-0309@0.0961,0.5237,0.0921,0.2036",urn:cite:hmt:msA.137r
urn:cts:greekLit:tlg5026.msAext.hmt:10.4669,"urn:cite:hmt:vaimg.VA137RN-0309@0.826,0.5748,0.067,0.0293",urn:cite:hmt:msA.137r
urn:cts:greekLit:tlg5026.msAil.hmt:10.4670,"urn:cite:hmt:vaimg.VA137RN-0309@0.333,0.2727,0.026,0.0195",urn:cite:hmt:msA.137r
urn:cts:greekLit:tlg5026.msAil.hmt:10.4671,"urn:cite:hmt:vaimg.VA137RN-0309@0.389,0.2923,0.085,0.0195",urn:cite:hmt:msA.137r
urn:cts:greekLit:tlg5026.msAil.hmt:10.4672,"urn:cite:hmt:vaimg.VA137RN-0309@0.521,0.2938,0.071,0.021",urn:cite:hmt:msA.137r
urn:cts:greekLit:tlg5026.msAil.hmt:10.4673,"urn:cite:hmt:vaimg.VA137RN-0309@0.304,0.3118,0.071,0.021",urn:cite:hmt:msA.137r
urn:cts:greekLit:tlg5026.msAil.hmt:10.4674,"urn:cite:hmt:vaimg.VA137RN-0309@0.272,0.3681,0.071,0.021",urn:cite:hmt:msA.137r
urn:cts:greekLit:tlg5026.msAil.hmt:10.4675,"urn:cite:hmt:vaimg.VA137RN-0309@0.379,0.5011,0.043,0.0188",urn:cite:hmt:msA.137r
urn:cts:greekLit:tlg5026.msAil.hmt:10.4676,"urn:cite:hmt:vaimg.VA137RN-0309@0.469,0.5034,0.086,0.0188",urn:cite:hmt:msA.137r
urn:cts:greekLit:tlg5026.msAil.hmt:10.4677,"urn:cite:hmt:vaimg.VA137RN-0309@0.215,0.5199,0.077,0.0158",urn:cite:hmt:msA.137r
urn:cts:greekLit:tlg5026.msAil.hmt:10.4678,"urn:cite:hmt:vaimg.VA137RN-0309@0.396,0.5815,0.095,0.0158",urn:cite:hmt:msA.137r
urn:cts:greekLit:tlg5026.msAil.hmt:10.4679,"urn:cite:hmt:vaimg.VA137RN-0309@0.225,0.6371,0.29,0.0158",urn:cite:hmt:msA.137r
urn:cts:greekLit:tlg5026.msAil.hmt:10.4680,"urn:cite:hmt:vaimg.VA137RN-0309@0.516,0.6551,0.052,0.0158",urn:cite:hmt:msA.137r
urn:cts:greekLit:tlg5026.msAil.hmt:10.4681,"urn:cite:hmt:vaimg.VA137RN-0309@0.3,0.6732,0.073,0.0158",urn:cite:hmt:msA.137r
urn:cts:greekLit:tlg5026.msAil.hmt:10.4682,"urn:cite:hmt:vaimg.VA137RN-0309@0.192,0.6882,0.057,0.021",urn:cite:hmt:msA.137r
