text,imageURN,folioReference
urn:cts:greekLit:tlg5026.msA.hmt:8.275,"urn:cite:hmt:vaimg.VA109RN-0281@0.1645,0.742,0.6522,0.0507",urn:cite:hmt:msA.109r
urn:cts:greekLit:tlg5026.msA.hmt:8.276,"urn:cite:hmt:vaimg.VA109RN-0281@0.166,0.7743,0.6478,0.0251",urn:cite:hmt:msA.109r
urn:cts:greekLit:tlg5026.msA.hmt:8.277,"urn:cite:hmt:vaimg.VA109RN-0281@0.1653,0.7832,0.6478,0.0351",urn:cite:hmt:msA.109r
urn:cts:greekLit:tlg5026.msA.hmt:8.278,"urn:cite:hmt:vaimg.VA109RN-0281@0.1631,0.8033,0.6478,0.039",urn:cite:hmt:msA.109r
urn:cts:greekLit:tlg5026.msA.hmt:8.279,"urn:cite:hmt:vaimg.VA109RN-0281@0.1645,0.8261,0.6478,0.039",urn:cite:hmt:msA.109r
urn:cts:greekLit:tlg5026.msA.hmt:8.290,"urn:cite:hmt:vaimg.VA109VN-0612@0.2112,0.3163,0.2148,0.1072",urn:cite:hmt:msA.109v
urn:cts:greekLit:tlg5026.msA.hmt:8.291,"urn:cite:hmt:vaimg.VA109VN-0612@0.2068,0.4073,0.2172,0.0664",urn:cite:hmt:msA.109v
urn:cts:greekLit:tlg5026.msA.hmt:8.292,"urn:cite:hmt:vaimg.VA109VN-0612@0.204,0.7384,0.6864,0.0315",urn:cite:hmt:msA.109v
urn:cts:greekLit:tlg5026.msA.hmt:8.293,"urn:cite:hmt:vaimg.VA109VN-0612@0.2212,0.7537,0.6612,0.0829",urn:cite:hmt:msA.109v
urn:cts:greekLit:tlg5026.msA.hmt:8.305,"urn:cite:hmt:vaimg.VA110RN-0282@0.1837,0.1131,0.6323,0.0405",urn:cite:hmt:msA.110r
urn:cts:greekLit:tlg5026.msA.hmt:8.306,"urn:cite:hmt:vaimg.VA110RN-0282@0.196,0.1361,0.6323,0.0624",urn:cite:hmt:msA.110r
urn:cts:greekLit:tlg5026.msA.hmt:8.307,"urn:cite:hmt:vaimg.VA110RN-0282@0.1887,0.1838,0.6381,0.0416",urn:cite:hmt:msA.110r
urn:cts:greekLit:tlg5026.msA.hmt:8.308,"urn:cite:hmt:vaimg.VA110RN-0282@0.6275,0.3514,0.2061,0.0594",urn:cite:hmt:msA.110r
urn:cts:greekLit:tlg5026.msA.hmt:8.309,"urn:cite:hmt:vaimg.VA110RN-0282@0.639,0.4112,0.1855,0.043",urn:cite:hmt:msA.110r
urn:cts:greekLit:tlg5026.msA.hmt:8.310,"urn:cite:hmt:vaimg.VA110RN-0282@0.6548,0.4484,0.1789,0.0314",urn:cite:hmt:msA.110r
urn:cts:greekLit:tlg5026.msA.hmt:8.311,"urn:cite:hmt:vaimg.VA110RN-0282@0.6321,0.4809,0.2073,0.0925",urn:cite:hmt:msA.110r
urn:cts:greekLit:tlg5026.msA.hmt:8.312,"urn:cite:hmt:vaimg.VA110RN-0282@0.6278,0.5719,0.1958,0.0606",urn:cite:hmt:msA.110r
urn:cts:greekLit:tlg5026.msA.hmt:8.313,"urn:cite:hmt:vaimg.VA110RN-0282@0.1692,0.7228,0.6296,0.0503",urn:cite:hmt:msA.110r
urn:cts:greekLit:tlg5026.msA.hmt:8.320,"urn:cite:hmt:vaimg.VA110VN-0613@0.1984,0.1253,0.6708,0.0496",urn:cite:hmt:msA.110v
urn:cts:greekLit:tlg5026.msA.hmt:8.321,"urn:cite:hmt:vaimg.VA110VN-0613@0.1824,0.407,0.2408,0.0883",urn:cite:hmt:msA.110v
urn:cts:greekLit:tlg5026.msA.hmt:8.322,"urn:cite:hmt:vaimg.VA110VN-0613@0.174,0.4806,0.252,0.0565",urn:cite:hmt:msA.110v
urn:cts:greekLit:tlg5026.msA.hmt:8.323,"urn:cite:hmt:vaimg.VA110VN-0613@0.1748,0.5197,0.2496,0.0862",urn:cite:hmt:msA.110v
urn:cts:greekLit:tlg5026.msA.hmt:8.324,"urn:cite:hmt:vaimg.VA110VN-0613@0.1908,0.5746,0.23,0.1012",urn:cite:hmt:msA.110v
urn:cts:greekLit:tlg5026.msA.hmt:8.325,"urn:cite:hmt:vaimg.VA110VN-0613@0.196,0.6615,0.2308,0.0925",urn:cite:hmt:msA.110v
urn:cts:greekLit:tlg5026.msA.hmt:8.326,"urn:cite:hmt:vaimg.VA110VN-0613@0.2012,0.723,0.6928,0.0982",urn:cite:hmt:msA.110v
urn:cts:greekLit:tlg5026.msA.hmt:8.327,"urn:cite:hmt:vaimg.VA110VN-0613@0.2092,0.7882,0.6852,0.0583",urn:cite:hmt:msA.110v
urn:cts:greekLit:tlg5026.msA.hmt:8.339,"urn:cite:hmt:vaimg.VA111RN-0283@0.1948,0.1213,0.6356,0.0368",urn:cite:hmt:msA.111r
urn:cts:greekLit:tlg5026.msA.hmt:8.340,"urn:cite:hmt:vaimg.VA111RN-0283@0.1948,0.1436,0.6401,0.0774",urn:cite:hmt:msA.111r
urn:cts:greekLit:tlg5026.msA.hmt:8.341,"urn:cite:hmt:vaimg.VA111RN-0283@0.6182,0.4189,0.217,0.0368",urn:cite:hmt:msA.111r
urn:cts:greekLit:tlg5026.msA.hmt:8.342,"urn:cite:hmt:vaimg.VA111RN-0283@0.6026,0.4458,0.2217,0.0656",urn:cite:hmt:msA.111r
urn:cts:greekLit:tlg5026.msA.hmt:8.343,"urn:cite:hmt:vaimg.VA111RN-0283@0.6141,0.5046,0.2015,0.0445",urn:cite:hmt:msA.111r
urn:cts:greekLit:tlg5026.msA.hmt:8.344,"urn:cite:hmt:vaimg.VA111RN-0283@0.6182,0.5428,0.2074,0.1866",urn:cite:hmt:msA.111r
urn:cts:greekLit:tlg5026.msA.hmt:8.345,"urn:cite:hmt:vaimg.VA111RN-0283@0.1709,0.7237,0.6293,0.0497",urn:cite:hmt:msA.111r
urn:cts:greekLit:tlg5026.msA.hmt:8.346,"urn:cite:hmt:vaimg.VA111RN-0283@0.1836,0.7542,0.6248,0.0718",urn:cite:hmt:msA.111r
urn:cts:greekLit:tlg5026.msA.hmt:8.347,"urn:cite:hmt:vaimg.VA111RN-0283@0.1784,0.8119,0.651,0.0311",urn:cite:hmt:msA.111r
urn:cts:greekLit:tlg5026.msA.hmt:8.355,"urn:cite:hmt:vaimg.VA111VN-0614@0.1884,0.1235,0.6944,0.0739",urn:cite:hmt:msA.111v
urn:cts:greekLit:tlg5026.msA.hmt:8.356,"urn:cite:hmt:vaimg.VA111VN-0614@0.1856,0.1769,0.7068,0.0538",urn:cite:hmt:msA.111v
urn:cts:greekLit:tlg5026.msA.hmt:8.357,"urn:cite:hmt:vaimg.VA111VN-0614@0.1964,0.2046,0.688,0.0712",urn:cite:hmt:msA.111v
urn:cts:greekLit:tlg5026.msAim.hmt:8.7,"urn:cite:hmt:vaimg.VA100VN-0603@0.402,0.4936,0.0643,0.0451",urn:cite:hmt:msA.100v
urn:cts:greekLit:tlg5026.msAim.hmt:8.8,"urn:cite:hmt:vaimg.VA100VN-0603@0.4097,0.5512,0.0567,0.0173",urn:cite:hmt:msA.100v
urn:cts:greekLit:tlg5026.msAim.hmt:8.9,"urn:cite:hmt:vaimg.VA100VN-0603@0.4083,0.5665,0.0633,0.0421",urn:cite:hmt:msA.100v
urn:cts:greekLit:tlg5026.msAim.hmt:8.10,"urn:cite:hmt:vaimg.VA100VN-0603@0.41,0.6033,0.064,0.0388",urn:cite:hmt:msA.100v
urn:cts:greekLit:tlg5026.msAim.hmt:8.11,"urn:cite:hmt:vaimg.VA100VN-0603@0.405,0.6428,0.0727,0.0453",urn:cite:hmt:msA.100v
urn:cts:greekLit:tlg5026.msAim.hmt:8.26,"urn:cite:hmt:vaimg.VA101RN-0273@0.5876,0.3411,0.045,0.0173",urn:cite:hmt:msA.101r
urn:cts:greekLit:tlg5026.msAim.hmt:8.27,"urn:cite:hmt:vaimg.VA101RN-0102@0.5927,0.3825,0.0323,0.0353",urn:cite:hmt:msA.101r
urn:cts:greekLit:tlg5026.msAim.hmt:8.28,"urn:cite:hmt:vaimg.VA101RN-0273@0.5315,0.4215,0.1061,0.0165",urn:cite:hmt:msA.101r
urn:cts:greekLit:tlg5026.msAim.hmt:8.29,"urn:cite:hmt:vaimg.VA101RN-0273@0.5906,0.5853,0.036,0.0496",urn:cite:hmt:msA.101r
urn:cts:greekLit:tlg5026.msAim.hmt:8.30,"urn:cite:hmt:vaimg.VA101RN-0273@0.6086,0.6732,0.018,0.0301",urn:cite:hmt:msA.101r
urn:cts:greekLit:tlg5026.msAim.hmt:8.31,"urn:cite:hmt:vaimg.VA101RN-0273@0.5886,0.695,0.036,0.0338",urn:cite:hmt:msA.101r
urn:cts:greekLit:tlg5026.msAim.hmt:8.51,"urn:cite:hmt:vaimg.VA101VN-0604@0.4054,0.3253,0.0591,0.0337",urn:cite:hmt:msA.101v
urn:cts:greekLit:tlg5026.msAim.hmt:8.52,"urn:cite:hmt:vaimg.VA101VN-0604@0.3903,0.3652,0.0769,0.0581",urn:cite:hmt:msA.101v
urn:cts:greekLit:tlg5026.msAim.hmt:8.53,"urn:cite:hmt:vaimg.VA101VN-0604@0.418,0.5456,0.0471,0.0517",urn:cite:hmt:msA.101v
urn:cts:greekLit:tlg5026.msAim.hmt:8.71,"urn:cite:hmt:vaimg.VA102RN-0274@0.5896,0.2637,0.0621,0.0323",urn:cite:hmt:msA.102r
urn:cts:greekLit:tlg5026.msAim.hmt:8.72,"urn:cite:hmt:vaimg.VA102RN-0274@0.6136,0.4373,0.0871,0.0255",urn:cite:hmt:msA.102r
urn:cts:greekLit:tlg5026.msAim.hmt:8.73,"urn:cite:hmt:vaimg.VA102RN-0274@0.5836,0.6364,0.048,0.0203",urn:cite:hmt:msA.102r
urn:cts:greekLit:tlg5026.msAim.hmt:8.89,"urn:cite:hmt:vaimg.VA102VN-0605@0.4154,0.3954,0.0354,0.0255",urn:cite:hmt:msA.102v
urn:cts:greekLit:tlg5026.msAim.hmt:8.90,"urn:cite:hmt:vaimg.VA102VN-0605@0.4206,0.4746,0.0434,0.0521",urn:cite:hmt:msA.102v
urn:cts:greekLit:tlg5026.msAim.hmt:8.91,"urn:cite:hmt:vaimg.VA102VN-0605@0.4146,0.5947,0.0409,0.0382",urn:cite:hmt:msA.102v
urn:cts:greekLit:tlg5026.msAim.hmt:8.92,"urn:cite:hmt:vaimg.VA102VN-0605@0.4097,0.6896,0.054,0.0416",urn:cite:hmt:msA.102v
urn:cts:greekLit:tlg5026.msAim.hmt:8.108,"urn:cite:hmt:vaimg.VA103RN-0275@0.6176,0.2434,0.0711,0.018",urn:cite:hmt:msA.103r
urn:cts:greekLit:tlg5026.msAim.hmt:8.109,"urn:cite:hmt:vaimg.VA103RN-0275@0.5946,0.4065,0.046,0.0338",urn:cite:hmt:msA.103r
urn:cts:greekLit:tlg5026.msAim.hmt:8.110,"urn:cite:hmt:vaimg.VA103RN-0275@0.5495,0.6026,0.0841,0.0195",urn:cite:hmt:msA.103r
urn:cts:greekLit:tlg5026.msAim.hmt:8.111,"urn:cite:hmt:vaimg.VA103RN-0275@0.5716,0.6319,0.0591,0.0992",urn:cite:hmt:msA.103r
urn:cts:greekLit:tlg5026.msAim.hmt:8.123,"urn:cite:hmt:vaimg.VA103VN-0606@0.4,0.4448,0.0683,0.0367",urn:cite:hmt:msA.103v
urn:cts:greekLit:tlg5026.msAim.hmt:8.124,"urn:cite:hmt:vaimg.VA103VN-0606@0.4069,0.5351,0.0617,0.0311",urn:cite:hmt:msA.103v
urn:cts:greekLit:tlg5026.msAim.hmt:8.125,"urn:cite:hmt:vaimg.VA103VN-0606@0.4033,0.6523,0.059,0.023",urn:cite:hmt:msA.103v
urn:cts:greekLit:tlg5026.msAim.hmt:8.9002,"urn:cite:hmt:vaimg.VA103VN-0606@0.3963,0.6706,0.0617,0.0305",urn:cite:hmt:msA.103v
urn:cts:greekLit:tlg5026.msAim.hmt:8.156,"urn:cite:hmt:vaimg.VA104VN-0607@0.4046,0.2512,0.0437,0.0197",urn:cite:hmt:msA.104v
urn:cts:greekLit:tlg5026.msAim.hmt:8.157,"urn:cite:hmt:vaimg.VA104VN-0607@0.3951,0.3671,0.0529,0.0268",urn:cite:hmt:msA.104v
urn:cts:greekLit:tlg5026.msAim.hmt:8.158,"urn:cite:hmt:vaimg.VA104VN-0607@0.3934,0.4975,0.0611,0.0352",urn:cite:hmt:msA.104v
urn:cts:greekLit:tlg5026.msAim.hmt:8.159,"urn:cite:hmt:vaimg.VA104VN-0607@0.408,0.6288,0.0583,0.0519",urn:cite:hmt:msA.104v
urn:cts:greekLit:tlg5026.msAim.hmt:8.172,"urn:cite:hmt:vaimg.VA105RN-0277@0.5876,0.4095,0.045,0.0248",urn:cite:hmt:msA.105r
urn:cts:greekLit:tlg5026.msAim.hmt:8.173,"urn:cite:hmt:vaimg.VA105RN-0277@0.5846,0.7243,0.042,0.0278",urn:cite:hmt:msA.105r
urn:cts:greekLit:tlg5026.msAim.hmt:8.184,"urn:cite:hmt:vaimg.VA105VN-0608@0.3749,0.445,0.07,0.0174",urn:cite:hmt:msA.105v
urn:cts:greekLit:tlg5026.msAim.hmt:8.185,"urn:cite:hmt:vaimg.VA105VN-0608@0.3971,0.4982,0.0583,0.0219",urn:cite:hmt:msA.105v
urn:cts:greekLit:tlg5026.msAim.hmt:8.186,"urn:cite:hmt:vaimg.VA105VN-0608@0.4091,0.6584,0.0597,0.0292",urn:cite:hmt:msA.105v
urn:cts:greekLit:tlg5026.msAim.hmt:8.187,"urn:cite:hmt:vaimg.VA105VN-0608@0.4003,0.6926,0.0717,0.0215",urn:cite:hmt:msA.105v
urn:cts:greekLit:tlg5026.msAim.hmt:8.200,"urn:cite:hmt:vaimg.VA106RN-0278@0.5786,0.562,0.048,0.0301",urn:cite:hmt:msA.106r
urn:cts:greekLit:tlg5026.msAim.hmt:8.211,"urn:cite:hmt:vaimg.VA106VN-0609@0.3826,0.2738,0.0629,0.0311",urn:cite:hmt:msA.106v
urn:cts:greekLit:tlg5026.msAim.hmt:8.212,"urn:cite:hmt:vaimg.VA106VN-0609@0.3843,0.3104,0.0677,0.0236",urn:cite:hmt:msA.106v
urn:cts:greekLit:tlg5026.msAim.hmt:8.213,"urn:cite:hmt:vaimg.VA106VN-0609@0.3903,0.3697,0.0637,0.0498",urn:cite:hmt:msA.106v
urn:cts:greekLit:tlg5026.msAim.hmt:8.214,"urn:cite:hmt:vaimg.VA106VN-0609@0.3957,0.4456,0.0543,0.0268",urn:cite:hmt:msA.106v
urn:cts:greekLit:tlg5026.msAim.hmt:8.215,"urn:cite:hmt:vaimg.VA106VN-0609@0.398,0.5001,0.0637,0.0457",urn:cite:hmt:msA.106v
urn:cts:greekLit:tlg5026.msAim.hmt:8.216,"urn:cite:hmt:vaimg.VA106VN-0609@0.3969,0.5413,0.0649,0.0354",urn:cite:hmt:msA.106v
urn:cts:greekLit:tlg5026.msAim.hmt:8.217,"urn:cite:hmt:vaimg.VA106VN-0609@0.4063,0.6003,0.0517,0.0287",urn:cite:hmt:msA.106v
urn:cts:greekLit:tlg5026.msAim.hmt:8.218,"urn:cite:hmt:vaimg.VA106VN-0609@0.4151,0.6896,0.042,0.0294",urn:cite:hmt:msA.106v
urn:cts:greekLit:tlg5026.msAim.hmt:8.230,"urn:cite:hmt:vaimg.VA107RN-0279@0.5746,0.5214,0.0501,0.0218",urn:cite:hmt:msA.107r
urn:cts:greekLit:tlg5026.msAim.hmt:8.231,"urn:cite:hmt:vaimg.VA107RN-0279@0.5676,0.544,0.0551,0.0391",urn:cite:hmt:msA.107r
urn:cts:greekLit:tlg5026.msAim.hmt:8.244,"urn:cite:hmt:vaimg.VA107VN-0610@0.3916,0.249,0.0652,0.0288",urn:cite:hmt:msA.107v
urn:cts:greekLit:tlg5026.msAim.hmt:8.245,"urn:cite:hmt:vaimg.VA107VN-0610@0.3988,0.3241,0.0632,0.027",urn:cite:hmt:msA.107v
urn:cts:greekLit:tlg5026.msAim.hmt:8.246,"urn:cite:hmt:vaimg.VA107VN-0610@0.424,0.6666,0.0416,0.0388",urn:cite:hmt:msA.107v
urn:cts:greekLit:tlg5026.msAim.hmt:8.255,"urn:cite:hmt:vaimg.VA108RN-0280@0.6006,0.275,0.047,0.0195",urn:cite:hmt:msA.108r
urn:cts:greekLit:tlg5026.msAim.hmt:8.256,"urn:cite:hmt:vaimg.VA108RN-0280@0.5876,0.3103,0.0601,0.0233",urn:cite:hmt:msA.108r
urn:cts:greekLit:tlg5026.msAim.hmt:8.2002,"urn:cite:hmt:vaimg.VA108VN-0611@0.4036,0.2682,0.0736,0.0321",urn:cite:hmt:msA.108v
urn:cts:greekLit:tlg5026.msAim.hmt:8.266,"urn:cite:hmt:vaimg.VA108VN-0611@0.4084,0.4049,0.0516,0.0315",urn:cite:hmt:msA.108v
urn:cts:greekLit:tlg5026.msAim.hmt:8.267,"urn:cite:hmt:vaimg.VA108VN-0611@0.4192,0.5164,0.0524,0.043",urn:cite:hmt:msA.108v
urn:cts:greekLit:tlg5026.msAim.hmt:8.268,"urn:cite:hmt:vaimg.VA108VN-0611@0.4184,0.6642,0.0524,0.0505",urn:cite:hmt:msA.108v
urn:cts:greekLit:tlg5026.msAim.hmt:8.280,"urn:cite:hmt:vaimg.VA109RN-0281@0.5946,0.2735,0.0761,0.027",urn:cite:hmt:msA.109r
urn:cts:greekLit:tlg5026.msAim.hmt:8.281,"urn:cite:hmt:vaimg.VA109RN-0281@0.5906,0.5207,0.046,0.0368",urn:cite:hmt:msA.109r
urn:cts:greekLit:tlg5026.msAim.hmt:8.282,"urn:cite:hmt:vaimg.VA109RN-0281@0.5736,0.6867,0.0561,0.0676",urn:cite:hmt:msA.109r
urn:cts:greekLit:tlg5026.msAim.hmt:8.283,"urn:cite:hmt:vaimg.VA109RN-0281@0.2593,0.7145,0.2152,0.0263",urn:cite:hmt:msA.109r
urn:cts:greekLit:tlg5026.msAim.hmt:8.294,"urn:cite:hmt:vaimg.VA109VN-0612@0.4284,0.3031,0.0616,0.0436",urn:cite:hmt:msA.109v
urn:cts:greekLit:tlg5026.msAim.hmt:8.295,"urn:cite:hmt:vaimg.VA109VN-0612@0.4268,0.4187,0.0712,0.0378",urn:cite:hmt:msA.109v
urn:cts:greekLit:tlg5026.msAim.hmt:8.296,"urn:cite:hmt:vaimg.VA109VN-0612@0.4208,0.4746,0.052,0.0484",urn:cite:hmt:msA.109v
urn:cts:greekLit:tlg5026.msAim.hmt:8.297,"urn:cite:hmt:vaimg.VA109VN-0612@0.4272,0.5737,0.0572,0.03",urn:cite:hmt:msA.109v
urn:cts:greekLit:tlg5026.msAim.hmt:8.298,"urn:cite:hmt:vaimg.VA109VN-0612@0.4244,0.6299,0.0512,0.0276",urn:cite:hmt:msA.109v
urn:cts:greekLit:tlg5026.msAim.hmt:8.314,"urn:cite:hmt:vaimg.VA110RN-0282@0.5736,0.2352,0.0681,0.0218",urn:cite:hmt:msA.110r
urn:cts:greekLit:tlg5026.msAim.hmt:8.2004,"urn:cite:hmt:vaimg.VA110RN-0282@0.5495,0.2547,0.0791,0.0218",urn:cite:hmt:msA.110r
urn:cts:greekLit:tlg5026.msAim.hmt:8.315,"urn:cite:hmt:vaimg.VA110RN-0282@0.6096,0.4613,0.046,0.0263",urn:cite:hmt:msA.110r
urn:cts:greekLit:tlg5026.msAim.hmt:8.316,"urn:cite:hmt:vaimg.VA110RN-0282@0.5816,0.5552,0.0661,0.0248",urn:cite:hmt:msA.110r
urn:cts:greekLit:tlg5026.msAim.hmt:8.317,"urn:cite:hmt:vaimg.VA110RN-0282@0.5796,0.6236,0.0911,0.0188",urn:cite:hmt:msA.110r
urn:cts:greekLit:tlg5026.msAim.hmt:8.328,"urn:cite:hmt:vaimg.VA110VN-0613@0.4012,0.2589,0.0636,0.0541",urn:cite:hmt:msA.110v
urn:cts:greekLit:tlg5026.msAim.hmt:8.329,"urn:cite:hmt:vaimg.VA110VN-0613@0.4096,0.3542,0.058,0.0234",urn:cite:hmt:msA.110v
urn:cts:greekLit:tlg5026.msAim.hmt:8.330,"urn:cite:hmt:vaimg.VA110VN-0613@0.4092,0.3968,0.0608,0.0454",urn:cite:hmt:msA.110v
urn:cts:greekLit:tlg5026.msAim.hmt:8.331,"urn:cite:hmt:vaimg.VA110VN-0613@0.4172,0.4497,0.0552,0.0345",urn:cite:hmt:msA.110v
urn:cts:greekLit:tlg5026.msAim.hmt:8.332,"urn:cite:hmt:vaimg.VA110VN-0613@0.4128,0.5269,0.0488,0.0279",urn:cite:hmt:msA.110v
urn:cts:greekLit:tlg5026.msAim.hmt:8.333,"urn:cite:hmt:vaimg.VA110VN-0613@0.4136,0.5644,0.0592,0.0369",urn:cite:hmt:msA.110v
urn:cts:greekLit:tlg5026.msAim.hmt:8.334,"urn:cite:hmt:vaimg.VA110VN-0613@0.418,0.6621,0.0608,0.0592",urn:cite:hmt:msA.110v
urn:cts:greekLit:tlg5026.msAim.hmt:8.348,"urn:cite:hmt:vaimg.VA111RN-0283@0.6296,0.3148,0.0701,0.0323",urn:cite:hmt:msA.111r
urn:cts:greekLit:tlg5026.msAim.hmt:8.349,"urn:cite:hmt:vaimg.VA111RN-0283@0.5966,0.6243,0.037,0.0331",urn:cite:hmt:msA.111r
urn:cts:greekLit:tlg5026.msAim.hmt:8.358,"urn:cite:hmt:vaimg.VA111VN-0614@0.4152,0.2797,0.0528,0.0529",urn:cite:hmt:msA.111v
urn:cts:greekLit:tlg5026.msAim.hmt:8.359,"urn:cite:hmt:vaimg.VA111VN-0614@0.4168,0.3476,0.0436,0.0273",urn:cite:hmt:msA.111v
urn:cts:greekLit:tlg5026.msAint.hmt:8.32,"urn:cite:hmt:vaimg.VA101RN-0273@0.1231,0.3554,0.0671,0.0308",urn:cite:hmt:msA.101r
urn:cts:greekLit:tlg5026.msAint.hmt:8.33,"urn:cite:hmt:vaimg.VA101RN-0273@0.1241,0.4282,0.0611,0.0301",urn:cite:hmt:msA.101r
urn:cts:greekLit:tlg5026.msAint.hmt:8.54,"urn:cite:hmt:vaimg.VA101VN-0604@0.8306,0.4581,0.0409,0.021",urn:cite:hmt:msA.101v
urn:cts:greekLit:tlg5026.msAint.hmt:8.55,"urn:cite:hmt:vaimg.VA101VN-0604@0.8663,0.5087,0.0294,0.0446",urn:cite:hmt:msA.101v
urn:cts:greekLit:tlg5026.msAint.hmt:8.56,"urn:cite:hmt:vaimg.VA101VN-0604@0.8357,0.6014,0.0426,0.0193",urn:cite:hmt:msA.101v
urn:cts:greekLit:tlg5026.msAint.hmt:8.74,"urn:cite:hmt:vaimg.VA102RN-0274@0.1261,0.3764,0.0561,0.0376",urn:cite:hmt:msA.102r
urn:cts:greekLit:tlg5026.msAint.hmt:8.75,"urn:cite:hmt:vaimg.VA102RN-0274@0.1321,0.5207,0.0631,0.0376",urn:cite:hmt:msA.102r
urn:cts:greekLit:tlg5026.msAint.hmt:8.76,"urn:cite:hmt:vaimg.VA102RN-0274@0.1231,0.5928,0.0601,0.0316",urn:cite:hmt:msA.102r
urn:cts:greekLit:tlg5026.msAint.hmt:8.77,"urn:cite:hmt:vaimg.VA102RN-0274@0.1211,0.6777,0.0661,0.0376",urn:cite:hmt:msA.102r
urn:cts:greekLit:tlg5026.msAint.hmt:8.93,"urn:cite:hmt:vaimg.VA102VN-0605@0.863,0.4616,0.0307,0.0358",urn:cite:hmt:msA.102v
urn:cts:greekLit:tlg5026.msAint.hmt:8.94,"urn:cite:hmt:vaimg.VA102VN-0605@0.8329,0.5228,0.0449,0.0193",urn:cite:hmt:msA.102v
urn:cts:greekLit:tlg5026.msAint.hmt:8.112,"urn:cite:hmt:vaimg.VA103RN-0275@0.1311,0.2712,0.0671,0.0413",urn:cite:hmt:msA.103r
urn:cts:greekLit:tlg5026.msAint.hmt:8.113,"urn:cite:hmt:vaimg.VA103RN-0275@0.1261,0.3847,0.0621,0.0436",urn:cite:hmt:msA.103r
urn:cts:greekLit:tlg5026.msAint.hmt:8.114,"urn:cite:hmt:vaimg.VA103RN-0275@0.1251,0.4996,0.0681,0.0466",urn:cite:hmt:msA.103r
urn:cts:greekLit:tlg5026.msAint.hmt:8.126,"urn:cite:hmt:vaimg.VA103VN-0606@0.8254,0.3806,0.0383,0.021",urn:cite:hmt:msA.103v
urn:cts:greekLit:tlg5026.msAint.hmt:8.127,"urn:cite:hmt:vaimg.VA103VN-0606@0.834,0.4029,0.0397,0.0363",urn:cite:hmt:msA.103v
urn:cts:greekLit:tlg5026.msAint.hmt:8.128,"urn:cite:hmt:vaimg.VA103VN-0606@0.8006,0.6962,0.0537,0.0429",urn:cite:hmt:msA.103v
urn:cts:greekLit:tlg5026.msAint.hmt:8.141,"urn:cite:hmt:vaimg.VA104RN-0276@0.1311,0.2705,0.0611,0.0263",urn:cite:hmt:msA.104r
urn:cts:greekLit:tlg5026.msAint.hmt:8.142,"urn:cite:hmt:vaimg.VA104RN-0276@0.1191,0.5808,0.0751,0.0376",urn:cite:hmt:msA.104r
urn:cts:greekLit:tlg5026.msAint.hmt:8.143,"urn:cite:hmt:vaimg.VA104RN-0276@0.1231,0.6326,0.0551,0.0413",urn:cite:hmt:msA.104r
urn:cts:greekLit:tlg5026.msAint.hmt:8.144,"urn:cite:hmt:vaimg.VA104RN-0276@0.1171,0.6694,0.0621,0.0406",urn:cite:hmt:msA.104r
urn:cts:greekLit:tlg5026.msAint.hmt:8.174,"urn:cite:hmt:vaimg.VA105RN-0277@0.1231,0.4057,0.0641,0.0316",urn:cite:hmt:msA.105r
urn:cts:greekLit:tlg5026.msAint.hmt:8.175,"urn:cite:hmt:vaimg.VA105RN-0277@0.1301,0.4666,0.0621,0.0428",urn:cite:hmt:msA.105r
urn:cts:greekLit:tlg5026.msAint.hmt:8.188,"urn:cite:hmt:vaimg.VA105VN-0608@0.8574,0.2761,0.0363,0.0311",urn:cite:hmt:msA.105v
urn:cts:greekLit:tlg5026.msAint.hmt:8.189,"urn:cite:hmt:vaimg.VA105VN-0608@0.8651,0.4962,0.0363,0.0341",urn:cite:hmt:msA.105v
urn:cts:greekLit:tlg5026.msAint.hmt:8.190,"urn:cite:hmt:vaimg.VA105VN-0608@0.8749,0.5941,0.0371,0.0487",urn:cite:hmt:msA.105v
urn:cts:greekLit:tlg5026.msAint.hmt:8.191,"urn:cite:hmt:vaimg.VA105VN-0608@0.8614,0.6762,0.0457,0.0429",urn:cite:hmt:msA.105v
urn:cts:greekLit:tlg5026.msAint.hmt:8.201,"urn:cite:hmt:vaimg.VA106RN-0278@0.1331,0.3088,0.0631,0.0503",urn:cite:hmt:msA.106r
urn:cts:greekLit:tlg5026.msAint.hmt:8.202,"urn:cite:hmt:vaimg.VA106RN-0278@0.1211,0.5597,0.0581,0.0323",urn:cite:hmt:msA.106r
urn:cts:greekLit:tlg5026.msAint.hmt:8.203,"urn:cite:hmt:vaimg.VA106RN-0278@0.1181,0.6191,0.0701,0.0376",urn:cite:hmt:msA.106r
urn:cts:greekLit:tlg5026.msAint.hmt:8.219,"urn:cite:hmt:vaimg.VA106VN-0609@0.8811,0.5276,0.0251,0.0442",urn:cite:hmt:msA.106v
urn:cts:greekLit:tlg5026.msAint.hmt:8.220,"urn:cite:hmt:vaimg.VA106VN-0609@0.878,0.5623,0.0394,0.0393",urn:cite:hmt:msA.106v
urn:cts:greekLit:tlg5026.msAint.hmt:8.232,"urn:cite:hmt:vaimg.VA107RN-0279@0.1231,0.5379,0.0721,0.0421",urn:cite:hmt:msA.107r
urn:cts:greekLit:tlg5026.msAint.hmt:8.257,"urn:cite:hmt:vaimg.VA108RN-0280@0.1311,0.2915,0.042,0.0165",urn:cite:hmt:msA.108r
