Lemma	Gloss	LexURN
ἀρηγών	helper	urn:cite:perseusGreek:lexentity.lex95043.1
ποώδης	herbaceous	urn:cite:perseusGreek:lexentity.lex59026.1
βούτης	herdsman	urn:cite:perseusGreek:lexentity.lex14767.1
νομεύς	herdsman	urn:cite:perseusGreek:lexentity.lex48158.1
ποιμήν	herdsman	urn:cite:perseusGreek:lexentity.lex57388.1
ἀναξέω	hew smooth, polish	urn:cite:perseusGreek:lexentity.lex88437.1
ξεστός	hewn, shaved, planed	urn:cite:perseusGreek:lexentity.lex48817.1
κρύπτω	hide, cover	urn:cite:perseusGreek:lexentity.lex37427.1
κρύψις	hiding, concealment	urn:cite:perseusGreek:lexentity.lex37436.1
ὑψηλός	high, lofty	urn:cite:perseusGreek:lexentity.lex125779.1
ὕπατος	highest, uppermost	urn:cite:perseusGreek:lexentity.lex125926.1
κολώνη	hill, mound	urn:cite:perseusGreek:lexentity.lex36067.1
κώλυμα	hindrance	urn:cite:perseusGreek:lexentity.lex38705.1
ἴσχιον	hip-joint	urn:cite:perseusGreek:lexentity.lex117733.1
μισθός	hire	urn:cite:perseusGreek:lexentity.lex45269.1
ἀντέχω	hold against	urn:cite:perseusGreek:lexentity.lex90161.1
προέχω	hold before	urn:cite:perseusGreek:lexentity.lex59327.1
κατέχω	hold fast	urn:cite:perseusGreek:lexentity.lex31832.1
τιμιόω	hold in honour	urn:cite:perseusGreek:lexentity.lex74660.1
γύαλον	hollow	urn:cite:perseusGreek:lexentity.lex17263.1
κοῖλος	hollow	urn:cite:perseusGreek:lexentity.lex36697.1
κενεών	hollow between ribs and hip, flank	urn:cite:perseusGreek:lexentity.lex34130.1
κηρίον	honeycomb	urn:cite:perseusGreek:lexentity.lex34633.1
κεραός	horned	urn:cite:perseusGreek:lexentity.lex34352.1
θερμός	hot	urn:cite:perseusGreek:lexentity.lex27984.1
οἰκίον	house, palace	urn:cite:perseusGreek:lexentity.lex49157.1
πόλιον	hulwort, Teucrium Polium	urn:cite:perseusGreek:lexentity.lex64025.1
θύελλα	hurricane, squall	urn:cite:perseusGreek:lexentity.lex29070.1
γάλοως	husband's sister or brother's wife, sister-in-law	urn:cite:perseusGreek:lexentity.lex15522.1
καλιάς	hut	urn:cite:perseusGreek:lexentity.lex30613.1
μέλεος	idle, useless	urn:cite:perseusGreek:lexentity.lex41876.1
ἀτυχία	ill-luck:—a misfortune, miscarriage, mishap	urn:cite:perseusGreek:lexentity.lex96862.1
φθόνος	ill-will or malice	urn:cite:perseusGreek:lexentity.lex77537.1
ἀγαυός	illustrious, noble	urn:cite:perseusGreek:lexentity.lex83271.1
ξόανον	image carved	urn:cite:perseusGreek:lexentity.lex49084.1
ἄπλοια	impossibility of sailing, detention in port	urn:cite:perseusGreek:lexentity.lex99030.1
πάντως	in all ways	urn:cite:perseusGreek:lexentity.lex50133.1
ἀθρόος	in crowds, heaps	urn:cite:perseusGreek:lexentity.lex84610.1
δίπλαξ	in double folds or layers	urn:cite:perseusGreek:lexentity.lex17642.1
αἰζηός	in full bodily strength, vigorous	urn:cite:perseusGreek:lexentity.lex11742.1
ἑτέρως	in one or the other way	urn:cite:perseusGreek:lexentity.lex112656.1
ἐφεξῆς	in order, in a row, one after another	urn:cite:perseusGreek:lexentity.lex111567.1
μεσηγύ	in the middle, between	urn:cite:perseusGreek:lexentity.lex43855.1
μεταξύ	in the midst	urn:cite:perseusGreek:lexentity.lex44310.1
ἰλαδόν	in troops	urn:cite:perseusGreek:lexentity.lex116297.1
καθότι	in what manner	urn:cite:perseusGreek:lexentity.lex30016.1
αὐξάνω	increase	urn:cite:perseusGreek:lexentity.lex12429.1
νήπιος	infant, child	urn:cite:perseusGreek:lexentity.lex47007.1
οἰκεύς	inmate of one's house	urn:cite:perseusGreek:lexentity.lex49178.1
πεῦσις	inquiry, question	urn:cite:perseusGreek:lexentity.lex56051.1
ἄμοτον	insatiably, incessantly	urn:cite:perseusGreek:lexentity.lex98712.1
τεχνόω	instruct in an art	urn:cite:perseusGreek:lexentity.lex74433.1
νόησις	intelligence, understanding	urn:cite:perseusGreek:lexentity.lex48564.1
τριχθά	into or in three parts	urn:cite:perseusGreek:lexentity.lex75985.1
εὕρημα	invention, discovery, thing discovered not by chance but by thought	urn:cite:perseusGreek:lexentity.lex26630.1
ἀρειάω	irasyā´	urn:cite:perseusGreek:lexentity.lex95015.1
ἐπάρδω	irrigate	urn:cite:perseusGreek:lexentity.lex107100.1
ἔξεστι	it is allowed, is possible	urn:cite:perseusGreek:lexentity.lex113650.1
κισσός	ivy, Hedera Helix	urn:cite:perseusGreek:lexentity.lex34959.1
ἰάομαι	j	urn:cite:perseusGreek:lexentity.lex115974.1
τραχύς	jagged	urn:cite:perseusGreek:lexentity.lex75412.1
γνάθος	jaw	urn:cite:perseusGreek:lexentity.lex16601.1
ἁρμογή	joining, junction	urn:cite:perseusGreek:lexentity.lex98067.1
ἄρθρον	joint	urn:cite:perseusGreek:lexentity.lex99133.1
δικάζω	judge, sit in judgement	urn:cite:perseusGreek:lexentity.lex20903.1
κριτής	judge, umpire	urn:cite:perseusGreek:lexentity.lex37180.1
ὀπόεις	juicy	urn:cite:perseusGreek:lexentity.lex119756.1
κάμπτω	ka[mtilde]p-as	urn:cite:perseusGreek:lexentity.lex29302.1
σιωπάω	keep silence	urn:cite:perseusGreek:lexentity.lex65680.1
ὄρομαι	keep watch	urn:cite:perseusGreek:lexentity.lex121874.1
ἔριφος	kid	urn:cite:perseusGreek:lexentity.lex113782.1
κτείνω	kill, slay	urn:cite:perseusGreek:lexentity.lex37482.1
ὕπτιος	laid on one's back	urn:cite:perseusGreek:lexentity.lex125955.1
ἐποίζω	lament over	urn:cite:perseusGreek:lexentity.lex110545.1
ἐγχύνω	late form of ἐγχέω, Luc.	urn:cite:perseusGreek:lexentity.lex102507.1
μασθός	late form of μαστός.	urn:cite:perseusGreek:lexentity.lex42684.1
ὄψιμος	late, slow	urn:cite:perseusGreek:lexentity.lex121970.1
νεωστί	lately, just now	urn:cite:perseusGreek:lexentity.lex47784.1
εὐνάζω	lay or place in ambush	urn:cite:perseusGreek:lexentity.lex25399.1
παράγω	lead by or past	urn:cite:perseusGreek:lexentity.lex51656.1
κατάγω	lead down	urn:cite:perseusGreek:lexentity.lex31515.1
εἰσάγω	lead in or into	urn:cite:perseusGreek:lexentity.lex24003.1
φύλλον	leaf	urn:cite:perseusGreek:lexentity.lex79618.1
θρῴσκω	leap, spring	urn:cite:perseusGreek:lexentity.lex28725.1
σκαιός	left, on the left hand	urn:cite:perseusGreek:lexentity.lex65786.1
σκέλος	leg	urn:cite:perseusGreek:lexentity.lex65724.1
ὀλιγόω	lessen, diminish	urn:cite:perseusGreek:lexentity.lex119038.1
ὑφίημι	let down, lower	urn:cite:perseusGreek:lexentity.lex125635.1
μισθόω	let out for hire, farm out	urn:cite:perseusGreek:lexentity.lex45271.1
παρεάω	let pass, neglect	urn:cite:perseusGreek:lexentity.lex52972.1
ἄφεσις	letting go, release	urn:cite:perseusGreek:lexentity.lex99455.1
μάχλος	lewd, lustful	urn:cite:perseusGreek:lexentity.lex41839.1
θνητός	liable to death, mortal	urn:cite:perseusGreek:lexentity.lex28414.1
βίοτος	life	urn:cite:perseusGreek:lexentity.lex13213.1
ἄψυχος	lifeless, inanimate	urn:cite:perseusGreek:lexentity.lex99575.1
ἐπαίρω	lift up and set on	urn:cite:perseusGreek:lexentity.lex107630.1
ἐξαίρω	lift up, lift off the earth	urn:cite:perseusGreek:lexentity.lex106162.1
λευκός	light, bright, clear	urn:cite:perseusGreek:lexentity.lex40160.1
φέγγος	light, splendour, lustre	urn:cite:perseusGreek:lexentity.lex76846.1
κυρίως	like a lord or master, with full authority	urn:cite:perseusGreek:lexentity.lex38064.1
ὅμοιος	like, resembling	urn:cite:perseusGreek:lexentity.lex122003.1
φιλύρα	lime tree, Tilia platyphyllos	urn:cite:perseusGreek:lexentity.lex78414.1
φάλαγξ	line of battle, battle-array	urn:cite:perseusGreek:lexentity.lex76778.1
χεῖλος	lip	urn:cite:perseusGreek:lexentity.lex80704.1
ὀλίγος	little, small	urn:cite:perseusGreek:lexentity.lex118816.1
παῦρος	little, small	urn:cite:perseusGreek:lexentity.lex53747.1
τυτθός	little, small, young	urn:cite:perseusGreek:lexentity.lex76556.1
τρυφάω	live softly, luxuriously, fare sumptuously	urn:cite:perseusGreek:lexentity.lex76263.1
διαζάω	live through, pass	urn:cite:perseusGreek:lexentity.lex19351.1
ἄγριος	living in the fields, wild, savage.	urn:cite:perseusGreek:lexentity.lex98266.1
μακρός	long	urn:cite:perseusGreek:lexentity.lex42384.1
ἀφοράω	look away from	urn:cite:perseusGreek:lexentity.lex97169.1
λεύσσω	look or gaze upon, see	urn:cite:perseusGreek:lexentity.lex40230.1
φρουρά	look-out, watch, guard	urn:cite:perseusGreek:lexentity.lex79100.1
σκοπιά	lookout-place	urn:cite:perseusGreek:lexentity.lex66307.1
ἀπολύω	loose from	urn:cite:perseusGreek:lexentity.lex93230.1
διαλύω	loose one from another, part asunder	urn:cite:perseusGreek:lexentity.lex19697.1
ἐπιλύω	loose, untie	urn:cite:perseusGreek:lexentity.lex109325.1
ὑπολύω	loosen beneath or below	urn:cite:perseusGreek:lexentity.lex124568.1
ἔραμαι	love	urn:cite:perseusGreek:lexentity.lex113752.1
ἐρατός	lovely	urn:cite:perseusGreek:lexentity.lex110850.1
κοιμάω	lull, put to sleep	urn:cite:perseusGreek:lexentity.lex35724.1
ψευδής	lying, false, untrue	urn:cite:perseusGreek:lexentity.lex82312.1
σπένδω	make a drink-offering	urn:cite:perseusGreek:lexentity.lex66905.1
ὀργίζω	make angry, provoke to anger, irritate	urn:cite:perseusGreek:lexentity.lex119800.1
νεκρόω	make dead, mortify	urn:cite:perseusGreek:lexentity.lex47457.1
ἀνάπτω	make fast on or to	urn:cite:perseusGreek:lexentity.lex87515.1
πληρόω	make full	urn:cite:perseusGreek:lexentity.lex56913.1
χρυσόω	make golden, gild	urn:cite:perseusGreek:lexentity.lex81818.1
ἀρέσκω	make good, make amends	urn:cite:perseusGreek:lexentity.lex94755.1
θηριόω	make into a wild beast	urn:cite:perseusGreek:lexentity.lex28291.1
χερσόω	make into dry land	urn:cite:perseusGreek:lexentity.lex80694.1
θυρσόω	make into thyrsi	urn:cite:perseusGreek:lexentity.lex28970.1
ὁμοιόω	make like	urn:cite:perseusGreek:lexentity.lex121228.1
ὁπλίζω	make or get ready	urn:cite:perseusGreek:lexentity.lex121500.1
ταχύνω	make quickly	urn:cite:perseusGreek:lexentity.lex73522.1
στέλλω	make ready	urn:cite:perseusGreek:lexentity.lex67374.1
δασύνω	make rough or hairy	urn:cite:perseusGreek:lexentity.lex18005.1
πραύνω	make soft, mild, or gentle, soothe, calm	urn:cite:perseusGreek:lexentity.lex59200.1
ὑγιάζω	make sound or healthy, heal, cure	urn:cite:perseusGreek:lexentity.lex122513.1
ἱκανόω	make sufficient, qualify	urn:cite:perseusGreek:lexentity.lex117228.1
χρονόω	make temporal	urn:cite:perseusGreek:lexentity.lex81530.1
δεινόω	make terrible: exaggerate	urn:cite:perseusGreek:lexentity.lex18181.1
πορεύω	make to go, carry, convey	urn:cite:perseusGreek:lexentity.lex58762.1
συμφύω	make to grow together, unite	urn:cite:perseusGreek:lexentity.lex69860.1
ἵστημι	make to stand	urn:cite:perseusGreek:lexentity.lex117810.1
πιστόω	make trustworthy	urn:cite:perseusGreek:lexentity.lex56410.1
σοφίζω	make wise, instruct	urn:cite:perseusGreek:lexentity.lex66830.1
ἀγριόω	makewild or savage, provoke	urn:cite:perseusGreek:lexentity.lex83662.1
ὑψηχής	making a loud or ringing sound	urn:cite:perseusGreek:lexentity.lex125785.1
αἰκίζω	maltreat	urn:cite:perseusGreek:lexentity.lex11806.1
ἐχέτης	man of substance	urn:cite:perseusGreek:lexentity.lex111727.1
ἠνορέα	manhood	urn:cite:perseusGreek:lexentity.lex114817.1
ἠνορέη	manhood, prowess	urn:cite:perseusGreek:lexentity.lex114818.1
ἀγήνωρ	manly, heroic	urn:cite:perseusGreek:lexentity.lex83160.1
γαμετή	married woman, wife	urn:cite:perseusGreek:lexentity.lex15796.1
μήτρως	maternal uncle	urn:cite:perseusGreek:lexentity.lex42027.1
μετρέω	measure	urn:cite:perseusGreek:lexentity.lex44602.1
βρῶσις	meat	urn:cite:perseusGreek:lexentity.lex15236.1
σαρκίς	meat	urn:cite:perseusGreek:lexentity.lex64765.1
ἐδητύς	meat, food	urn:cite:perseusGreek:lexentity.lex102534.1
κρεῖον	meat-tray, dresser	urn:cite:perseusGreek:lexentity.lex37047.1
μητιάω	meditate, deliberate	urn:cite:perseusGreek:lexentity.lex44855.1
ἀγανός	mild, gentle	urn:cite:perseusGreek:lexentity.lex83251.1
σημεία	military standard	urn:cite:perseusGreek:lexentity.lex65137.1
γλάγος	milk	urn:cite:perseusGreek:lexentity.lex16348.1
ἀμέλγω	milk	urn:cite:perseusGreek:lexentity.lex86245.1
πότνια	mistress, queen	urn:cite:perseusGreek:lexentity.lex64108.1
κιρνάω	mix	urn:cite:perseusGreek:lexentity.lex34901.1
μικτός	mixed, blended	urn:cite:perseusGreek:lexentity.lex45084.1
κρατήρ	mixing vessel	urn:cite:perseusGreek:lexentity.lex36873.1
κρᾶσις	mixing, blending	urn:cite:perseusGreek:lexentity.lex37444.1
πορεία	mode of walking or running, gait	urn:cite:perseusGreek:lexentity.lex58754.1
αἰονάω	moisten, foment	urn:cite:perseusGreek:lexentity.lex11914.1
ἠθικός	moral	urn:cite:perseusGreek:lexentity.lex114733.1
πλείων	more	urn:cite:perseusGreek:lexentity.lex56734.1
ῥίγιον	more horrible or miserable	urn:cite:perseusGreek:lexentity.lex126776.1
μᾶλλον	more, rather	urn:cite:perseusGreek:lexentity.lex46851.1
βροτός	mortal man	urn:cite:perseusGreek:lexentity.lex15101.1
γέννας	mother's brother, uncle	urn:cite:perseusGreek:lexentity.lex15584.1
πλάσις	moulding, conformation	urn:cite:perseusGreek:lexentity.lex56470.1
λευκάς	mountain deadnettle, Lamium maculatum	urn:cite:perseusGreek:lexentity.lex40039.1
κίνημα	movement	urn:cite:perseusGreek:lexentity.lex29668.1
φονεύω	murder, kill	urn:cite:perseusGreek:lexentity.lex78794.1
μέμονα	mṇ	urn:cite:perseusGreek:lexentity.lex41903.1
γυμνός	naked, unclad	urn:cite:perseusGreek:lexentity.lex17111.1
στενός	narrow	urn:cite:perseusGreek:lexentity.lex67797.1
εὐφυία	natural goodness of growth or shape, shapeliness	urn:cite:perseusGreek:lexentity.lex26058.1
πλήμνη	nave of a wheel	urn:cite:perseusGreek:lexentity.lex56512.1
σχεδόν	near, hard by	urn:cite:perseusGreek:lexentity.lex72164.1
ἐγγίων	nearer, nearest	urn:cite:perseusGreek:lexentity.lex101941.1
νέκταρ	nectar	urn:cite:perseusGreek:lexentity.lex46946.1
χρεῖος	needing, being in want of	urn:cite:perseusGreek:lexentity.lex81414.1
ἀμέλει	never mind, do not trouble yourself	urn:cite:perseusGreek:lexentity.lex86247.1
μήποτε	never, on no account	urn:cite:perseusGreek:lexentity.lex42005.1
ἔνατος	ninth	urn:cite:perseusGreek:lexentity.lex113418.1
μηκέτι	no more, no longer, no further	urn:cite:perseusGreek:lexentity.lex44705.1
οὐκέτι	no more, no longer, no further	urn:cite:perseusGreek:lexentity.lex49708.1
ὅμαδος	noise, din	urn:cite:perseusGreek:lexentity.lex121991.1
μηδέπω	nor as yet, not as yet	urn:cite:perseusGreek:lexentity.lex44672.1
οὐδείς	not one, no one, none	urn:cite:perseusGreek:lexentity.lex49686.1
μηδείς	not one, not even one, nobody	urn:cite:perseusGreek:lexentity.lex44686.1
ἀπαθής	not suffering or having suffered	urn:cite:perseusGreek:lexentity.lex91862.1
ἄδιψος	not thirsty, not suffering from thirst	urn:cite:perseusGreek:lexentity.lex98323.1
ἄδυτος	not to be entered	urn:cite:perseusGreek:lexentity.lex98341.1
ἄαπτος	not to be touched, resistless, invincible	urn:cite:perseusGreek:lexentity.lex98151.1
ἀγνοέω	not to perceive or recognize	urn:cite:perseusGreek:lexentity.lex83507.1
ἄφατος	not uttered or named, nameless	urn:cite:perseusGreek:lexentity.lex99445.1
γλυφίς	notched end	urn:cite:perseusGreek:lexentity.lex16540.1
μυρίος	numberless, countless, infinite	urn:cite:perseusGreek:lexentity.lex46330.1
τιθήνη	nurse	urn:cite:perseusGreek:lexentity.lex74593.1
ὅρκιον	oath	urn:cite:perseusGreek:lexentity.lex122033.1
βόειος	of an ox or oxen	urn:cite:perseusGreek:lexentity.lex15384.1
φύξιος	of banishment	urn:cite:perseusGreek:lexentity.lex79625.1
μόριος	of burial	urn:cite:perseusGreek:lexentity.lex46711.1
λίνεος	of flax, linen	urn:cite:perseusGreek:lexentity.lex39013.1
ἑαυτοῦ	of himself, herself, itself	urn:cite:perseusGreek:lexentity.lex111852.1
πατρίς	of one's fathers	urn:cite:perseusGreek:lexentity.lex53587.1
λόγιος	of or belonging to	urn:cite:perseusGreek:lexentity.lex41532.1
εὔξοος	of polished metal or haft	urn:cite:perseusGreek:lexentity.lex26407.1
σώφρων	of sound mind	urn:cite:perseusGreek:lexentity.lex72780.1
λάινος	of stone or marble	urn:cite:perseusGreek:lexentity.lex38807.1
οἰέτης	of the same age	urn:cite:perseusGreek:lexentity.lex49117.1
φυτεύω	of the thing planted, plant	urn:cite:perseusGreek:lexentity.lex79434.1
ὁποῖος	of what sort or quality	urn:cite:perseusGreek:lexentity.lex121572.1
χθιζός	of yesterday	urn:cite:perseusGreek:lexentity.lex80772.1
ταγεία	office or rank of	urn:cite:perseusGreek:lexentity.lex73070.1
ἔλαιον	olive-oil	urn:cite:perseusGreek:lexentity.lex113213.1
κληδών	omen, presage contained in a chance utterance	urn:cite:perseusGreek:lexentity.lex35203.1
οὕνεκα	on account of which, wherefore	urn:cite:perseusGreek:lexentity.lex49930.1
δεξιός	on the right hand or side	urn:cite:perseusGreek:lexentity.lex18495.1
ἔφαλος	on the sea	urn:cite:perseusGreek:lexentity.lex113855.1
αὐτόθι	on the spot	urn:cite:perseusGreek:lexentity.lex12856.1
ῥητέος	one must mention	urn:cite:perseusGreek:lexentity.lex127037.1
ἰστέον	one must see	urn:cite:perseusGreek:lexentity.lex116652.1
ἕτερος	one or the other of two	urn:cite:perseusGreek:lexentity.lex114009.1
ἀρητήρ	one that prays	urn:cite:perseusGreek:lexentity.lex95046.1
σκοπός	one that watches, one that looks about or after	urn:cite:perseusGreek:lexentity.lex66313.1
τοκεύς	one who begets, father	urn:cite:perseusGreek:lexentity.lex74818.1
ταμίας	one who carves and distributes, a dispenser	urn:cite:perseusGreek:lexentity.lex73154.1
τάμιας	one who carves and distributes, dispenser, steward	urn:cite:perseusGreek:lexentity.lex72833.1
ἱππεύς	one who fights from a chariot	urn:cite:perseusGreek:lexentity.lex117399.1
τομίας	one who has been castrated	urn:cite:perseusGreek:lexentity.lex74845.1
ἡγεμών	one who leads	urn:cite:perseusGreek:lexentity.lex114969.1
πυρεύς	one who lights fire or burns	urn:cite:perseusGreek:lexentity.lex63722.1
μητρίς	one's mother country	urn:cite:perseusGreek:lexentity.lex44862.1
ἀντίον	opposite; against; against	urn:cite:perseusGreek:lexentity.lex90230.1
λόγιον	oracle	urn:cite:perseusGreek:lexentity.lex41531.1
