URN, CtsUrn, Comments, VisualEvidence, FolioUrn
urn:cite:hmt:scholia.4867,urn:cts:greekLit:tlg5026.msAim.hmt:7.1043,"urn:cite:hmt:vaimg.VA094VN-0597@0.3967,0.6387,0.0492,0.0432",urn:cite:hmt:msA.94v
urn:cite:hmt:scholia.4868,urn:cts:greekLit:tlg5026.msAint.hmt:7.1044,"urn:cite:hmt:vaimg.VA094VN-0597@0.8233,0.3087,0.0492,0.0225",urn:cite:hmt:msA.94v
urn:cite:hmt:scholia.4869,urn:cts:greekLit:tlg5026.msAint.hmt:7.1045,"urn:cite:hmt:vaimg.VA094VN-0597@0.8517,0.5535,0.0383,0.025",urn:cite:hmt:msA.94v
urn:cite:hmt:scholia.4870,urn:cts:greekLit:tlg5026.msAext.hmt:7.1046,"urn:cite:hmt:vaimg.VA094VN-0597@0.095,0.4108,0.0492,0.0219",urn:cite:hmt:msA.94v
urn:cite:hmt:scholia.4871,urn:cts:greekLit:tlg5026.msAext.hmt:7.1047,"urn:cite:hmt:vaimg.VA094VN-0597@0.095,0.4371,0.0475,0.0225",urn:cite:hmt:msA.94v
urn:cite:hmt:scholia.4872,urn:cts:greekLit:tlg5026.msAext.hmt:7.1048,"urn:cite:hmt:vaimg.VA094VN-0597@0.1092,0.6631,0.0925,0.0213",urn:cite:hmt:msA.94v
urn:cite:hmt:scholia.4873,urn:cts:greekLit:tlg5026.msA.hmt:7.1049,"urn:cite:hmt:vaimg.VA095RN-0267@0.16,0.1083,0.4642,0.0232",urn:cite:hmt:msA.95r
urn:cite:hmt:scholia.4874,urn:cts:greekLit:tlg5026.msA.hmt:7.1050,"urn:cite:hmt:vaimg.VA095RN-0267@0.1642,0.7026,0.6217,0.0451",urn:cite:hmt:msA.95r
urn:cite:hmt:scholia.4875,urn:cts:greekLit:tlg5026.msAim.hmt:7.1051,"urn:cite:hmt:vaimg.VA095RN-0267@0.6292,0.4233,0.08,0.0169",urn:cite:hmt:msA.95r
urn:cite:hmt:scholia.4876,urn:cts:greekLit:tlg5026.msAim.hmt:7.1052,"urn:cite:hmt:vaimg.VA095RN-0267@0.6117,0.4577,0.0825,0.0451",urn:cite:hmt:msA.95r
urn:cite:hmt:scholia.4877,urn:cts:greekLit:tlg5026.msAint.hmt:7.1053,"urn:cite:hmt:vaimg.VA095RN-0267@0.1225,0.377,0.0575,0.0313",urn:cite:hmt:msA.95r
urn:cite:hmt:scholia.4878,urn:cts:greekLit:tlg5026.msAint.hmt:7.1054,"urn:cite:hmt:vaimg.VA095RN-0267@0.1275,0.4383,0.0592,0.0401",urn:cite:hmt:msA.95r
urn:cite:hmt:scholia.4879,urn:cts:greekLit:tlg5026.msAint.hmt:7.1055,"urn:cite:hmt:vaimg.VA095RN-0267@0.1,0.6143,0.03,0.0138",urn:cite:hmt:msA.95r
urn:cite:hmt:scholia.4880,urn:cts:greekLit:tlg5026.msAext.hmt:7.1056,"urn:cite:hmt:vaimg.VA095RN-0267@0.8658,0.5861,0.0317,0.0157",urn:cite:hmt:msA.95r
urn:cite:hmt:scholia.4881,urn:cts:greekLit:tlg5026.msA.hmt:7.1057,"urn:cite:hmt:vaimg.VA095VN-0598@0.2017,0.1252,0.6683,0.0357",urn:cite:hmt:msA.95v
urn:cite:hmt:scholia.4882,urn:cts:greekLit:tlg5026.msA.hmt:7.1058,"urn:cite:hmt:vaimg.VA095VN-0598@0.195,0.4314,0.2217,0.067",urn:cite:hmt:msA.95v
urn:cite:hmt:scholia.4883,urn:cts:greekLit:tlg5026.msA.hmt:7.1059,"urn:cite:hmt:vaimg.VA095VN-0598@0.19,0.4859,0.21,0.0488",urn:cite:hmt:msA.95v
urn:cite:hmt:scholia.4884,urn:cts:greekLit:tlg5026.msA.hmt:7.1060,"urn:cite:hmt:vaimg.VA095VN-0598@0.1867,0.5348,0.2458,0.1234",urn:cite:hmt:msA.95v
urn:cite:hmt:scholia.4885,urn:cts:greekLit:tlg5026.msA.hmt:7.1061,"urn:cite:hmt:vaimg.VA095VN-0598@0.21,0.6575,0.225,0.0683",urn:cite:hmt:msA.95v
urn:cite:hmt:scholia.4886,urn:cts:greekLit:tlg5026.msAim.hmt:7.1062,"urn:cite:hmt:vaimg.VA095VN-0598@0.4117,0.4389,0.0492,0.0338",urn:cite:hmt:msA.95v
urn:cite:hmt:scholia.4887,urn:cts:greekLit:tlg5026.msAim.hmt:7.1063,"urn:cite:hmt:vaimg.VA095VN-0598@0.3892,0.4765,0.0725,0.02",urn:cite:hmt:msA.95v
urn:cite:hmt:scholia.4888,urn:cts:greekLit:tlg5026.msAim.hmt:7.1064,"urn:cite:hmt:vaimg.VA095VN-0598@0.4025,0.4972,0.0533,0.0839",urn:cite:hmt:msA.95v
urn:cite:hmt:scholia.4889,urn:cts:greekLit:tlg5026.msAext.hmt:7.1065,"urn:cite:hmt:vaimg.VA095VN-0598@0.11,0.6731,0.04,0.0238",urn:cite:hmt:msA.95v
urn:cite:hmt:scholia.4890,urn:cts:greekLit:tlg5026.msA.hmt:7.4000,"urn:cite:hmt:vaimg.VA095VN-0598@0.1592,0.3689,0.2533,0.0285",urn:cite:hmt:msA.95v
urn:cite:hmt:scholia.4891,urn:cts:greekLit:tlg5026.msAim.hmt:7.2004,"urn:cite:hmt:vaimg.VA096RN-0268@0.6142,0.2505,0.0367,0.0626",urn:cite:hmt:msA.96r
urn:cite:hmt:scholia.4892,urn:cts:greekLit:tlg5026.msAim.hmt:7.2005,"urn:cite:hmt:vaimg.VA096RN-0268@0.625,0.3406,0.0433,0.0369",urn:cite:hmt:msA.96r
urn:cite:hmt:scholia.4893,urn:cts:greekLit:tlg5026.msAim.hmt:7.2006,"urn:cite:hmt:vaimg.VA096RN-0268@0.6108,0.5936,0.0483,0.0445",urn:cite:hmt:msA.96r
urn:cite:hmt:scholia.4894,urn:cts:greekLit:tlg5026.msAim.hmt:7.2007,"urn:cite:hmt:vaimg.VA096RN-0268@0.6017,0.6731,0.0708,0.0463",urn:cite:hmt:msA.96r
urn:cite:hmt:scholia.4895,urn:cts:greekLit:tlg5026.msAext.hmt:7.2008,"urn:cite:hmt:vaimg.VA096RN-0268@0.8358,0.5247,0.0508,0.0413",urn:cite:hmt:msA.96r
urn:cite:hmt:scholia.4896,urn:cts:greekLit:tlg5026.msA.hmt:7.2000,"urn:cite:hmt:vaimg.VA096RN-0268@0.1783,0.1151,0.6217,0.0325",urn:cite:hmt:msA.96r
urn:cite:hmt:scholia.4897,urn:cts:greekLit:tlg5026.msA.hmt:7.2001,"urn:cite:hmt:vaimg.VA096RN-0268@0.1883,0.1502,0.595,0.0426",urn:cite:hmt:msA.96r
urn:cite:hmt:scholia.4898,urn:cts:greekLit:tlg5026.msA.hmt:7.2002,"urn:cite:hmt:vaimg.VA096RN-0268@0.1608,0.7132,0.6417,0.0463",urn:cite:hmt:msA.96r
urn:cite:hmt:scholia.4899,urn:cts:greekLit:tlg5026.msA.hmt:7.2003,"urn:cite:hmt:vaimg.VA096RN-0268@0.1775,0.7408,0.6067,0.0802",urn:cite:hmt:msA.96r
urn:cite:hmt:scholia.4900,urn:cts:greekLit:tlg5026.msA.hmt:7.2009,"urn:cite:hmt:vaimg.VA096VN-0599@0.19,0.3206,0.2167,0.087",urn:cite:hmt:msA.96v
urn:cite:hmt:scholia.4901,urn:cts:greekLit:tlg5026.msA.hmt:7.2010,"urn:cite:hmt:vaimg.VA096VN-0599@0.1933,0.402,0.2175,0.0313",urn:cite:hmt:msA.96v
urn:cite:hmt:scholia.4902,urn:cts:greekLit:tlg5026.msA.hmt:7.2011,"urn:cite:hmt:vaimg.VA096VN-0599@0.1892,0.4308,0.225,0.1209",urn:cite:hmt:msA.96v
urn:cite:hmt:scholia.4903,urn:cts:greekLit:tlg5026.msA.hmt:7.2012,"urn:cite:hmt:vaimg.VA096VN-0599@0.1958,0.5548,0.225,0.0651",urn:cite:hmt:msA.96v
urn:cite:hmt:scholia.4904,urn:cts:greekLit:tlg5026.msA.hmt:7.2013,"urn:cite:hmt:vaimg.VA096VN-0599@0.2158,0.7364,0.65,0.0363",urn:cite:hmt:msA.96v
urn:cite:hmt:scholia.4905,urn:cts:greekLit:tlg5026.msAim.hmt:7.2014,"urn:cite:hmt:vaimg.VA096VN-0599@0.4058,0.377,0.055,0.0288",urn:cite:hmt:msA.96v
urn:cite:hmt:scholia.4906,urn:cts:greekLit:tlg5026.msAim.hmt:7.2015,"urn:cite:hmt:vaimg.VA096VN-0599@0.4133,0.4678,0.0467,0.0576",urn:cite:hmt:msA.96v
urn:cite:hmt:scholia.4907,urn:cts:greekLit:tlg5026.msAim.hmt:7.2016,"urn:cite:hmt:vaimg.VA096VN-0599@0.4133,0.5304,0.0475,0.0388",urn:cite:hmt:msA.96v
urn:cite:hmt:scholia.4908,urn:cts:greekLit:tlg5026.msAext.hmt:7.2017,"urn:cite:hmt:vaimg.VA096VN-0599@0.1025,0.6807,0.06,0.0388",urn:cite:hmt:msA.96v
urn:cite:hmt:scholia.4909,urn:cts:greekLit:tlg5026.msAext.hmt:7.2018,"urn:cite:hmt:vaimg.VA096VN-0599@0.1075,0.2786,0.0442,0.0238",urn:cite:hmt:msA.96v
urn:cite:hmt:scholia.4910,urn:cts:greekLit:tlg5026.msA.hmt:7.2019,"urn:cite:hmt:vaimg.VA097RN-0269@0.1642,0.0933,0.5767,0.0363",urn:cite:hmt:msA.97r
urn:cite:hmt:scholia.4911,urn:cts:greekLit:tlg5026.msA.hmt:7.2020,"urn:cite:hmt:vaimg.VA097RN-0269@0.1767,0.1234,0.525,0.0213",urn:cite:hmt:msA.97r
urn:cite:hmt:scholia.4912,urn:cts:greekLit:tlg5026.msA.hmt:7.2021,"urn:cite:hmt:vaimg.VA097RN-0269@0.175,0.144,0.6133,0.0369",urn:cite:hmt:msA.97r
urn:cite:hmt:scholia.4913,urn:cts:greekLit:tlg5026.msA.hmt:7.2022,"urn:cite:hmt:vaimg.VA097RN-0269@0.18,0.1603,0.6067,0.0394",urn:cite:hmt:msA.97r
urn:cite:hmt:scholia.4914,urn:cts:greekLit:tlg5026.msAim.hmt:7.2024,"urn:cite:hmt:vaimg.VA097RN-0269@0.6017,0.2624,0.0783,0.0257",urn:cite:hmt:msA.97r
urn:cite:hmt:scholia.4915,urn:cts:greekLit:tlg5026.msAim.hmt:7.2023,"urn:cite:hmt:vaimg.VA097RN-0269@0.6056,0.3787,0.0731,0.0473",urn:cite:hmt:msA.97r
urn:cite:hmt:scholia.4916,urn:cts:greekLit:tlg5026.msAim.hmt:7.2051,"urn:cite:hmt:vaimg.VA097RN-0269@0.599,0.4207,0.119,0.0173",urn:cite:hmt:msA.97r
urn:cite:hmt:scholia.4917,urn:cts:greekLit:tlg5026.msAint.hmt:7.2026,"urn:cite:hmt:vaimg.VA097RN-0269@0.1083,0.4546,0.0433,0.0188",urn:cite:hmt:msA.97r
urn:cite:hmt:scholia.4918,urn:cts:greekLit:tlg5026.msAint.hmt:7.2027,"urn:cite:hmt:vaimg.VA097RN-0269@0.1092,0.5517,0.0467,0.015",urn:cite:hmt:msA.97r
urn:cite:hmt:scholia.4919,urn:cts:greekLit:tlg5026.msAext.hmt:7.2025,"urn:cite:hmt:vaimg.VA097RN-0269@0.8167,0.6932,0.0575,0.0194",urn:cite:hmt:msA.97r
urn:cite:hmt:scholia.4920,urn:cts:greekLit:tlg5026.msAil.hmt:7.2040,"urn:cite:hmt:vaimg.VA097VN-0600@0.7175,0.4045,0.0492,0.0081",urn:cite:hmt:msA.97r
urn:cite:hmt:scholia.4921,urn:cts:greekLit:tlg5026.msAil.hmt:7.2042,"urn:cite:hmt:vaimg.VA097VN-0600@0.5242,0.4277,0.0308,0.0094",urn:cite:hmt:msA.97v
urn:cite:hmt:scholia.4922,urn:cts:greekLit:tlg5026.msA.hmt:7.2028,"urn:cite:hmt:vaimg.VA097VN-0600@0.19,0.1221,0.6658,0.0438",urn:cite:hmt:msA.97v
urn:cite:hmt:scholia.4923,urn:cts:greekLit:tlg5026.msA.hmt:7.2029,"urn:cite:hmt:vaimg.VA097VN-0600@0.1958,0.3801,0.2208,0.1409",urn:cite:hmt:msA.97v
urn:cite:hmt:scholia.4924,urn:cts:greekLit:tlg5026.msA.hmt:7.2030,"urn:cite:hmt:vaimg.VA097VN-0600@0.1925,0.5241,0.2175,0.042",urn:cite:hmt:msA.97v
urn:cite:hmt:scholia.4925,urn:cts:greekLit:tlg5026.msA.hmt:7.2031,"urn:cite:hmt:vaimg.VA097VN-0600@0.1942,0.5673,0.2392,0.134",urn:cite:hmt:msA.97v
urn:cite:hmt:scholia.4926,urn:cts:greekLit:tlg5026.msA.hmt:7.2032,"urn:cite:hmt:vaimg.VA097VN-0600@0.1958,0.7032,0.25,0.0357",urn:cite:hmt:msA.97v
urn:cite:hmt:scholia.4927,urn:cts:greekLit:tlg5026.msA.hmt:7.2033,"urn:cite:hmt:vaimg.VA097VN-0600@0.2025,0.7176,0.6817,0.0495",urn:cite:hmt:msA.97v
urn:cite:hmt:scholia.4928,urn:cts:greekLit:tlg5026.msAim.hmt:7.2034,"urn:cite:hmt:vaimg.VA097VN-0600@0.4,0.2567,0.0617,0.0426",urn:cite:hmt:msA.97v
urn:cite:hmt:scholia.4929,urn:cts:greekLit:tlg5026.msAim.hmt:7.2035,"urn:cite:hmt:vaimg.VA097VN-0600@0.4033,0.3181,0.0558,0.0238",urn:cite:hmt:msA.97v
urn:cite:hmt:scholia.4930,urn:cts:greekLit:tlg5026.msAim.hmt:7.2036,"urn:cite:hmt:vaimg.VA097VN-0600@0.4167,0.4126,0.0442,0.0363",urn:cite:hmt:msA.97v
urn:cite:hmt:scholia.4931,urn:cts:greekLit:tlg5026.msAim.hmt:7.2037,"urn:cite:hmt:vaimg.VA097VN-0600@0.4158,0.5842,0.0592,0.0326",urn:cite:hmt:msA.97v
urn:cite:hmt:scholia.4932,urn:cts:greekLit:tlg5026.msAint.hmt:7.2038,"urn:cite:hmt:vaimg.VA097VN-0600@0.8742,0.345,0.0342,0.0332",urn:cite:hmt:msA.97v
urn:cite:hmt:scholia.4933,urn:cts:greekLit:tlg5026.msAint.hmt:7.2039,"urn:cite:hmt:vaimg.VA097VN-0600@0.835,0.6111,0.0583,0.02",urn:cite:hmt:msA.97v
urn:cite:hmt:scholia.4934,urn:cts:greekLit:tlg5026.msA.hmt:7.2043,"urn:cite:hmt:vaimg.VA098RN-0270@0.1683,0.1121,0.6183,0.0288",urn:cite:hmt:msA.98r
urn:cite:hmt:scholia.4935,urn:cts:greekLit:tlg5026.msA.hmt:7.2044,"urn:cite:hmt:vaimg.VA098RN-0270@0.6167,0.3532,0.1842,0.0645",urn:cite:hmt:msA.98r
urn:cite:hmt:scholia.4936,urn:cts:greekLit:tlg5026.msA.hmt:7.2045,"urn:cite:hmt:vaimg.VA098RN-0270@0.6183,0.4189,0.165,0.042",urn:cite:hmt:msA.98r
urn:cite:hmt:scholia.4937,urn:cts:greekLit:tlg5026.msA.hmt:7.2046,"urn:cite:hmt:vaimg.VA098RN-0270@0.635,0.4953,0.2067,0.0413",urn:cite:hmt:msA.98r
urn:cite:hmt:scholia.4938,urn:cts:greekLit:tlg5026.msAim.hmt:7.2047,"urn:cite:hmt:vaimg.VA098RN-0270@0.5975,0.2336,0.0617,0.0382",urn:cite:hmt:msA.98r
urn:cite:hmt:scholia.4939,urn:cts:greekLit:tlg5026.msAim.hmt:7.2048,"urn:cite:hmt:vaimg.VA098RN-0270@0.6133,0.5272,0.0592,0.0169",urn:cite:hmt:msA.98r
urn:cite:hmt:scholia.4940,urn:cts:greekLit:tlg5026.msAint.hmt:7.2050,"urn:cite:hmt:vaimg.VA098RN-0270@0.1108,0.3544,0.0592,0.0357",urn:cite:hmt:msA.98r
urn:cite:hmt:scholia.4941,urn:cts:greekLit:tlg5026.msAext.hmt:7.2049,"urn:cite:hmt:vaimg.VA098RN-0270@0.8725,0.5059,0.0208,0.0225",urn:cite:hmt:msA.98r
urn:cite:hmt:scholia.4942,urn:cts:greekLit:tlg5026.msA.hmt:7.3000,"urn:cite:hmt:vaimg.VA098VN-0601@0.1942,0.4058,0.2217,0.1465",urn:cite:hmt:msA.98r,urn:cite:hmt:msA.98v
urn:cite:hmt:scholia.4943,urn:cts:greekLit:tlg5026.msA.hmt:7.3001,"urn:cite:hmt:vaimg.VA098VN-0601@0.1883,0.5485,0.22,0.0576",urn:cite:hmt:msA.98v
urn:cite:hmt:scholia.4944,urn:cts:greekLit:tlg5026.msAim.hmt:7.3002,"urn:cite:hmt:vaimg.VA098VN-0601@0.41,0.4615,0.07,0.0626",urn:cite:hmt:msA.98v
urn:cite:hmt:scholia.4945,urn:cts:greekLit:tlg5026.msAim.hmt:7.3003,"urn:cite:hmt:vaimg.VA098VN-0601@0.4067,0.5717,0.07,0.0626",urn:cite:hmt:msA.98v
urn:cite:hmt:scholia.4946,urn:cts:greekLit:tlg5026.msAint.hmt:7.3004,"urn:cite:hmt:vaimg.VA098VN-0601@0.8517,0.4415,0.0483,0.0407",urn:cite:hmt:msA.98v
urn:cite:hmt:scholia.4947,urn:cts:greekLit:tlg5026.msAint.hmt:7.3005,"urn:cite:hmt:vaimg.VA098VN-0601@0.8558,0.6249,0.0408,0.0326",urn:cite:hmt:msA.98v
urn:cite:hmt:scholia.4948,urn:cts:greekLit:tlg5026.msA.hmt:7.4004,"urn:cite:hmt:vaimg.VA098VN-0601@0.1692,0.2254,0.2523,0.0413",urn:cite:hmt:msA.98v
urn:cite:hmt:scholia.4949,urn:cts:greekLit:tlg5026.msA:hmt:7.4005,"urn:cite:hmt:vaimg.VA098VN-0601@0.1522,0.3148,0.2653,0.0421",urn:cite:hmt:msA.98v
urn:cite:hmt:scholia.4950,urn:cts:greekLit:tlg5026.msAint.hmt:7.3012,"urn:cite:hmt:vaimg.VA099RN-0271@0.104,0.2735,0.075,0.0646",urn:cite:hmt:msA.99r
urn:cite:hmt:scholia.4951,urn:cts:greekLit:tlg5026.msAint.hmt:7.3013,"urn:cite:hmt:vaimg.VA099RN-0271@0.098,0.3599,0.077,0.0308",urn:cite:hmt:msA.99r
urn:cite:hmt:scholia.4952,urn:cts:greekLit:tlg5026.msAint.hmt:7.3014,"urn:cite:hmt:vaimg.VA099RN-0271@0.104,0.4448,0.074,0.0721",urn:cite:hmt:msA.99r
urn:cite:hmt:scholia.4953,urn:cts:greekLit:tlg5026.msAint.hmt:7.3015,"urn:cite:hmt:vaimg.VA099RN-0271@0.101,0.583,0.072,0.0458",urn:cite:hmt:msA.99r
urn:cite:hmt:scholia.4954,urn:cts:greekLit:tlg5026.msAint.hmt:7.3016,"urn:cite:hmt:vaimg.VA099RN-0271@0.108,0.6206,0.069,0.0248",urn:cite:hmt:msA.99r
urn:cite:hmt:scholia.4955,urn:cts:greekLit:tlg5026.msAint.hmt:7.3017,"urn:cite:hmt:vaimg.VA099RN-0271@0.098,0.6431,0.083,0.0383",urn:cite:hmt:msA.99r
urn:cite:hmt:scholia.4956,urn:cts:greekLit:tlg5026.msAil.hmt:7.3018,"urn:cite:hmt:vaimg.VA099RN-0271@0.2092,0.2937,0.1033,0.0131",urn:cite:hmt:msA.99r
urn:cite:hmt:scholia.4957,urn:cts:greekLit:tlg5026.msAil.hmt:7.3019,"urn:cite:hmt:vaimg.VA099RN-0271@0.3758,0.2899,0.0608,0.0257",urn:cite:hmt:msA.99r
urn:cite:hmt:scholia.4958,urn:cts:greekLit:tlg5026.msAil.hmt:7.3020,"urn:cite:hmt:vaimg.VA099RN-0271@0.4742,0.2937,0.0725,0.0213",urn:cite:hmt:msA.99r
urn:cite:hmt:scholia.4959,urn:cts:greekLit:tlg5026.msAil.hmt:7.3021,"urn:cite:hmt:vaimg.VA099RN-0271@0.4133,0.6418,0.075,0.0138",urn:cite:hmt:msA.99r
urn:cite:hmt:scholia.4960,urn:cts:greekLit:tlg5026.msAim.hmt:7.3022,"urn:cite:hmt:vaimg.VA099RN-0271@0.5742,0.3569,0.0475,0.0282",urn:cite:hmt:msA.99r
urn:cite:hmt:scholia.4961,urn:cts:greekLit:tlg5026.msA.hmt:7.3023,"urn:cite:hmt:vaimg.VA099RN-0271@0.6117,0.2398,0.2017,0.0376",urn:cite:hmt:msA.99r
urn:cite:hmt:scholia.4962,urn:cts:greekLit:tlg5026.msA.hmt:7.3024,"urn:cite:hmt:vaimg.VA099RN-0271@0.62,0.2736,0.1933,0.0532",urn:cite:hmt:msA.99r
urn:cite:hmt:scholia.4963,urn:cts:greekLit:tlg5026.msA.hmt:7.3025,"urn:cite:hmt:vaimg.VA099RN-0271@0.6183,0.3225,0.195,0.0288",urn:cite:hmt:msA.99r
urn:cite:hmt:scholia.4964,urn:cts:greekLit:tlg5026.msA.hmt:7.3053,"urn:cite:hmt:vaimg.VA099RN-0271@0.6117,0.3431,0.195,0.0488",urn:cite:hmt:msA.99r
urn:cite:hmt:scholia.4965,urn:cts:greekLit:tlg5026.msA.hmt:7.3026,"urn:cite:hmt:vaimg.VA099RN-0271@0.63,0.541,0.1833,0.0739",urn:cite:hmt:msA.99r
urn:cite:hmt:scholia.4966,urn:cts:greekLit:tlg5026.msA.hmt:7.3027,"urn:cite:hmt:vaimg.VA099RN-0271@0.6275,0.6111,0.1842,0.0382",urn:cite:hmt:msA.99r
urn:cite:hmt:scholia.4967,urn:cts:greekLit:tlg5026.msA.hmt:7.3028,"urn:cite:hmt:vaimg.VA099RN-0271@0.63,0.6425,0.1742,0.0557",urn:cite:hmt:msA.99r
urn:cite:hmt:scholia.4968,urn:cts:greekLit:tlg5026.msA.hmt:7.3029,"urn:cite:hmt:vaimg.VA099RN-0271@0.15,0.6888,0.6575,0.0488",urn:cite:hmt:msA.99r
urn:cite:hmt:scholia.4969,urn:cts:greekLit:tlg5026.msA.hmt:7.3030,"urn:cite:hmt:vaimg.VA099RN-0271@0.3575,0.7201,0.3275,0.0188",urn:cite:hmt:msA.99r
urn:cite:hmt:scholia.4970,urn:cts:greekLit:tlg5026.msA.hmt:7.3031,"urn:cite:hmt:vaimg.VA099RN-0271@0.1658,0.7326,0.4575,0.0319",urn:cite:hmt:msA.99r
urn:cite:hmt:scholia.4971,urn:cts:greekLit:tlg5026.msAext.hmt:7.3032,"urn:cite:hmt:vaimg.VA099RN-0271@0.8433,0.6406,0.0642,0.0351",urn:cite:hmt:msA.99r
urn:cite:hmt:scholia.4972,urn:cts:greekLit:tlg5026.msAext.hmt:7.3036,"urn:cite:hmt:vaimg.VA099RN-0271@0.8463,0.5296,0.03,0.0225",urn:cite:hmt:msA.99r
urn:cite:hmt:scholia.4973,urn:cts:greekLit:tlg5026.msA.hmt:7.3035,"urn:cite:hmt:vaimg.VA099VN-0602@0.185,0.129,0.7117,0.0326",urn:cite:hmt:msA.99v
urn:cite:hmt:scholia.4974,urn:cts:greekLit:tlg5026.msA.hmt:7.3037,"urn:cite:hmt:vaimg.VA099VN-0602@0.1933,0.1553,0.6942,0.0213",urn:cite:hmt:msA.99v
urn:cite:hmt:scholia.4975,urn:cts:greekLit:tlg5026.msAil.hmt:7.3038,"urn:cite:hmt:vaimg.VA099VN-0602@0.7575,0.273,0.0642,0.0113",urn:cite:hmt:msA.99v
urn:cite:hmt:scholia.4976,urn:cts:greekLit:tlg5026.msAil.hmt:7.3039,"urn:cite:hmt:vaimg.VA099VN-0602@0.6767,0.2937,0.0675,0.0119",urn:cite:hmt:msA.99v
urn:cite:hmt:scholia.4977,urn:cts:greekLit:tlg5026.msAim.hmt:7.3040,"urn:cite:hmt:vaimg.VA099VN-0602@0.385,0.3406,0.0783,0.0576",urn:cite:hmt:msA.99v
urn:cite:hmt:scholia.4978,urn:cts:greekLit:tlg5026.msAil.hmt:7.3041,"urn:cite:hmt:vaimg.VA099VN-0602@0.6517,0.35,0.0775,0.0119",urn:cite:hmt:msA.99v
urn:cite:hmt:scholia.4979,urn:cts:greekLit:tlg5026.msA.hmt:7.3042,"urn:cite:hmt:vaimg.VA099VN-0602@0.1958,0.4715,0.2067,0.0639",urn:cite:hmt:msA.99v
urn:cite:hmt:scholia.4980,urn:cts:greekLit:tlg5026.msAil.hmt:7.3043,"urn:cite:hmt:vaimg.VA099VN-0602@0.4925,0.4847,0.0533,0.0113",urn:cite:hmt:msA.99v
urn:cite:hmt:scholia.4981,urn:cts:greekLit:tlg5026.msA.hmt:7.3044,"urn:cite:hmt:vaimg.VA099VN-0602@0.1992,0.5366,0.2008,0.0438",urn:cite:hmt:msA.99v
urn:cite:hmt:scholia.4982,urn:cts:greekLit:tlg5026.msA.hmt:7.3045,"urn:cite:hmt:vaimg.VA099VN-0602@0.2025,0.5798,0.2033,0.0451",urn:cite:hmt:msA.99v
urn:cite:hmt:scholia.4983,urn:cts:greekLit:tlg5026.msA.hmt:7.3046,"urn:cite:hmt:vaimg.VA099VN-0602@0.1992,0.6268,0.2133,0.0789",urn:cite:hmt:msA.99v
urn:cite:hmt:scholia.4984,urn:cts:greekLit:tlg5026.msAim.hmt:7.3047,"urn:cite:hmt:vaimg.VA099VN-0602@0.4,0.6393,0.0533,0.0263",urn:cite:hmt:msA.99v
urn:cite:hmt:scholia.4985,urn:cts:greekLit:tlg5026.msAim.hmt:7.3048,"urn:cite:hmt:vaimg.VA099VN-0602@0.4017,0.6625,0.055,0.0313",urn:cite:hmt:msA.99v
urn:cite:hmt:scholia.4986,urn:cts:greekLit:tlg5026.msAint.hmt:7.3049,"urn:cite:hmt:vaimg.VA099VN-0602@0.855,0.65,0.0525,0.0269",urn:cite:hmt:msA.99v
urn:cite:hmt:scholia.4987,urn:cts:greekLit:tlg5026.msA.hmt:7.3006,"urn:cite:hmt:vaimg.VA100RN-0272@0.175,0.1089,0.6367,0.0526",urn:cite:hmt:msA.100r
urn:cite:hmt:scholia.4988,urn:cts:greekLit:tlg5026.msAint.hmt:7.3007,"urn:cite:hmt:vaimg.VA100RN-0272@0.103,0.3974,0.07,0.0293",urn:cite:hmt:msA.100r
urn:cite:hmt:scholia.4989,urn:cts:greekLit:tlg5026.msAint.hmt:7.3008,"urn:cite:hmt:vaimg.VA100RN-0272@0.103,0.5845,0.065,0.0533",urn:cite:hmt:msA.100r
urn:cite:hmt:scholia.4990,urn:cts:greekLit:tlg5026.msA.hmt:7.3009,"urn:cite:hmt:vaimg.VA100RN-0272@0.598,0.3599,0.226,0.0639",urn:cite:hmt:msA.100r
urn:cite:hmt:scholia.4991,urn:cts:greekLit:tlg5026.msA.hmt:7.3010,"urn:cite:hmt:vaimg.VA100RN-0272@0.595,0.4207,0.252,0.3028",urn:cite:hmt:msA.100r
urn:cite:hmt:scholia.4992,urn:cts:greekLit:tlg5026.msA.hmt:7.3011,"urn:cite:hmt:vaimg.VA100RN-0272@0.1667,0.7188,0.4142,0.0207",urn:cite:hmt:msA.100r
urn:cite:hmt:scholia.4993,urn:cts:greekLit:tlg5026.msA.hmt:7.3033,"urn:cite:hmt:vaimg.VA100RN-0272@0.1675,0.7182,0.6575,0.0526",urn:cite:hmt:msA.100r
urn:cite:hmt:scholia.4994,urn:cts:greekLit:tlg5026.msA.hmt:7.3034,"urn:cite:hmt:vaimg.VA100RN-0272@0.1833,0.7545,0.6117,0.0388",urn:cite:hmt:msA.100r
urn:cite:hmt:scholia.4995,urn:cts:greekLit:tlg5026.msA.hmt:7.3050,"urn:cite:hmt:vaimg.VA100VN-0603@0.164,0.133,0.705,0.0338",urn:cite:hmt:msA.100v
urn:cite:hmt:scholia.4996,urn:cts:greekLit:tlg5026.msA.hmt:7.3051,"urn:cite:hmt:vaimg.VA100VN-0603@0.193,0.1578,0.52,0.027",urn:cite:hmt:msA.100v
