URN, CtsUrn, Comments, VisualEvidence, FolioUrn
urn:cite:hmt:scholia.4736,urn:cts:greekLit:tlg5026.msAext.hmt:4.840,"urn:cite:hmt:vaimg.VA057RN-0058@0.80747973,0.62005533,0.05361091,0.04771784",urn:cite:hmt:msA.57r
urn:cite:hmt:scholia.4737,urn:cts:greekLit:tlg5026.msAext.hmt:4.841,"urn:cite:hmt:vaimg.VA057RN-0058@0.78850405,0.68907331,0.05342668,0.01396957",urn:cite:hmt:msA.57r
urn:cite:hmt:scholia.4738,urn:cts:greekLit:tlg5026.msAext.hmt:4.865,"urn:cite:hmt:vaimg.VA059RN-0060@0.79900516,0.51673582,0.04753132,0.01106501",urn:cite:hmt:msA.59r
urn:cite:hmt:scholia.4739,urn:cts:greekLit:tlg5026.msAext.hmt:4.870,"urn:cite:hmt:vaimg.VA059VN-0561@0.10980103,0.28049793,0.06448047,0.01715076",urn:cite:hmt:msA.59v
urn:cite:hmt:scholia.4740,urn:cts:greekLit:tlg5026.msAext.hmt:4.871,"urn:cite:hmt:vaimg.VA059VN-0561@0.12748710,0.49446750,0.08179808,0.01645920",urn:cite:hmt:msA.59v
urn:cite:hmt:scholia.4741,urn:cts:greekLit:tlg5026.msAext.hmt:4.886,"urn:cite:hmt:vaimg.VA061VN-0563@0.14240973,0.32406639,0.04753132,0.01341632",urn:cite:hmt:msA.61v
urn:cite:hmt:scholia.4742,urn:cts:greekLit:tlg5026.msA.hmt:7.2,"urn:cite:hmt:vaimg.VA091RN-0263@0.174,0.1202,0.5792,0.0205",urn:cite:hmt:msA.91r
urn:cite:hmt:scholia.4743,urn:cts:greekLit:tlg5026.msA.hmt:7.3,"urn:cite:hmt:vaimg.VA091RN-0263@0.1746,0.1319,0.5556,0.0173",urn:cite:hmt:msA.91r
urn:cite:hmt:scholia.4744,urn:cts:greekLit:tlg5026.msA.hmt:7.4,"urn:cite:hmt:vaimg.VA091RN-0263@0.1759,0.1454,0.6287,0.028",urn:cite:hmt:msA.91r
urn:cite:hmt:scholia.4745,urn:cts:greekLit:tlg5026.msA.hmt:7.5,"urn:cite:hmt:vaimg.VA091RN-0263@0.1734,0.1557,0.6312,0.028",urn:cite:hmt:msA.91r
urn:cite:hmt:scholia.4746,urn:cts:greekLit:tlg5026.msA.hmt:7.6,"urn:cite:hmt:vaimg.VA091RN-0263@0.1764,0.1664,0.6489,0.1239",urn:cite:hmt:msA.91r
urn:cite:hmt:scholia.4747,urn:cts:greekLit:tlg5026.msA.hmt:7.7,"urn:cite:hmt:vaimg.VA091RN-0263@0.6071,0.2872,0.1964,0.1327",urn:cite:hmt:msA.91r
urn:cite:hmt:scholia.4748,urn:cts:greekLit:tlg5026.msA.hmt:7.8,"urn:cite:hmt:vaimg.VA091RN-0263@0.6,0.4128,0.1963,0.0926",urn:cite:hmt:msA.91r
urn:cite:hmt:scholia.4749,urn:cts:greekLit:tlg5026.msA.hmt:7.9,"urn:cite:hmt:vaimg.VA091RN-0263@0.6056,0.4988,0.1989,0.1147",urn:cite:hmt:msA.91r
urn:cite:hmt:scholia.4750,urn:cts:greekLit:tlg5026.msA.hmt:7.10,"urn:cite:hmt:vaimg.VA091RN-0263@0.1598,0.7077,0.6323,0.0415",urn:cite:hmt:msA.91r
urn:cite:hmt:scholia.4751,urn:cts:greekLit:tlg5026.msA.hmt:7.11,"urn:cite:hmt:vaimg.VA091RN-0263@0.176,0.7317,0.616,0.0507",urn:cite:hmt:msA.91r
urn:cite:hmt:scholia.4752,urn:cts:greekLit:tlg5026.msAim.hmt:7.12,"urn:cite:hmt:vaimg.VA091RN-0263@0.5808,0.338,0.0343,0.0432",urn:cite:hmt:msA.91r
urn:cite:hmt:scholia.4753,urn:cts:greekLit:tlg5026.msAim.hmt:7.13,"urn:cite:hmt:vaimg.VA091RN-0263@0.5313,0.4154,0.0767,0.0391",urn:cite:hmt:msA.91r
urn:cite:hmt:scholia.4754,urn:cts:greekLit:tlg5026.msAint.hmt:7.14,"urn:cite:hmt:vaimg.VA091RN-0263@0.1038,0.2889,0.0747,0.0299",urn:cite:hmt:msA.91r
urn:cite:hmt:scholia.4755,urn:cts:greekLit:tlg5026.msAint.hmt:7.15,"urn:cite:hmt:vaimg.VA091RN-0263@0.1059,0.3143,0.0688,0.0259",urn:cite:hmt:msA.91r
urn:cite:hmt:scholia.4756,urn:cts:greekLit:tlg5026.msAint.hmt:7.16,"urn:cite:hmt:vaimg.VA091RN-0263@0.1109,0.337,0.064,0.0372",urn:cite:hmt:msA.91r
urn:cite:hmt:scholia.4757,urn:cts:greekLit:tlg5026.msAint.hmt:7.17,"urn:cite:hmt:vaimg.VA091RN-0263@0.0969,0.3725,0.0778,0.0435",urn:cite:hmt:msA.91r
urn:cite:hmt:scholia.4758,urn:cts:greekLit:tlg5026.msAint.hmt:7.18,"urn:cite:hmt:vaimg.VA091RN-0263@0.1,0.4292,0.0735,0.0268",urn:cite:hmt:msA.91r
urn:cite:hmt:scholia.4759,urn:cts:greekLit:tlg5026.msAint.hmt:7.19,"urn:cite:hmt:vaimg.VA091RN-0263@0.1044,0.5055,0.0684,0.0249",urn:cite:hmt:msA.91r
urn:cite:hmt:scholia.4760,urn:cts:greekLit:tlg5026.msAint.hmt:7.20,"urn:cite:hmt:vaimg.VA091RN-0263@0.0982,0.5829,0.0797,0.0271",urn:cite:hmt:msA.91r
urn:cite:hmt:scholia.4761,urn:cts:greekLit:tlg5026.msAil.hmt:7.21,"urn:cite:hmt:vaimg.VA091RN-0263@0.492,0.49,0.1233,0.0438",urn:cite:hmt:msA.91r
urn:cite:hmt:scholia.4762,urn:cts:greekLit:tlg5026.msAext.hmt:7.22,"urn:cite:hmt:vaimg.VA091RN-0263@0.8085,0.3195,0.067,0.0317",urn:cite:hmt:msA.91r
urn:cite:hmt:scholia.4763,urn:cts:greekLit:tlg5026.msAext.hmt:7.23,"urn:cite:hmt:vaimg.VA091RN-0263@0.8607,0.3003,0.0508,0.0128",urn:cite:hmt:msA.91r
urn:cite:hmt:scholia.4764,urn:cts:greekLit:tlg5026.msA.hmt:7.1,"urn:cite:hmt:vaimg.VA091RN-0263@0.1573,0.1038,0.6442,0.0229",urn:cite:hmt:msA.91r
urn:cite:hmt:scholia.4765,urn:cts:greekLit:tlg5026.msA.hmt:7.101,"urn:cite:hmt:vaimg.VA091VN-0594@0.1856,0.116,0.6994,0.0364",urn:cite:hmt:msA.91v
urn:cite:hmt:scholia.4766,urn:cts:greekLit:tlg5026.msA.hmt:7.102,"urn:cite:hmt:vaimg.VA091VN-0594@0.482,0.1357,0.3467,0.016",urn:cite:hmt:msA.91v
urn:cite:hmt:scholia.4767,urn:cts:greekLit:tlg5026.msA.hmt:7.103,"urn:cite:hmt:vaimg.VA091VN-0594@0.1893,0.1497,0.7061,0.0235",urn:cite:hmt:msA.91v
urn:cite:hmt:scholia.4768,urn:cts:greekLit:tlg5026.msA.hmt:7.104,"urn:cite:hmt:vaimg.VA091VN-0594@0.1868,0.4791,0.2188,0.0643",urn:cite:hmt:msA.91v
urn:cite:hmt:scholia.4769,urn:cts:greekLit:tlg5026.msA.hmt:7.105,"urn:cite:hmt:vaimg.VA091VN-0594@0.1975,0.5412,0.2061,0.0497",urn:cite:hmt:msA.91v
urn:cite:hmt:scholia.4770,urn:cts:greekLit:tlg5026.msA.hmt:7.106,"urn:cite:hmt:vaimg.VA091VN-0594@0.1954,0.5872,0.705,0.2533",urn:cite:hmt:msA.91v
urn:cite:hmt:scholia.4771,urn:cts:greekLit:tlg5026.msAim.hmt:7.107,"urn:cite:hmt:vaimg.VA091VN-0594@0.3971,0.3332,0.0625,0.0315",urn:cite:hmt:msA.91v
urn:cite:hmt:scholia.4772,urn:cts:greekLit:tlg5026.msAim.hmt:7.108,"urn:cite:hmt:vaimg.VA091VN-0594@0.3973,0.3617,0.0637,0.0363",urn:cite:hmt:msA.91v
urn:cite:hmt:scholia.4773,urn:cts:greekLit:tlg5026.msAim.hmt:7.109,"urn:cite:hmt:vaimg.VA091VN-0594@0.4014,0.5149,0.0623,0.0456",urn:cite:hmt:msA.91v
urn:cite:hmt:scholia.4774,urn:cts:greekLit:tlg5026.msAim.hmt:7.110,"urn:cite:hmt:vaimg.VA091VN-0594@0.4036,0.6145,0.066,0.0276",urn:cite:hmt:msA.91v
urn:cite:hmt:scholia.4775,urn:cts:greekLit:tlg5026.msA.hmt:7.201,"urn:cite:hmt:vaimg.VA092RN-0264@0.1699,0.1091,0.6419,0.0325",urn:cite:hmt:msA.92r
urn:cite:hmt:scholia.4776,urn:cts:greekLit:tlg5026.msA.hmt:7.202,"urn:cite:hmt:vaimg.VA092RN-0264@0.2217,0.1267,0.3463,0.0195",urn:cite:hmt:msA.92r
urn:cite:hmt:scholia.4777,urn:cts:greekLit:tlg5026.msA.hmt:7.203,"urn:cite:hmt:vaimg.VA092RN-0264@0.1829,0.1367,0.6273,0.0368",urn:cite:hmt:msA.92r
urn:cite:hmt:scholia.4778,urn:cts:greekLit:tlg5026.msA.hmt:7.204,"urn:cite:hmt:vaimg.VA092RN-0264@0.5828,0.4612,0.2149,0.1448",urn:cite:hmt:msA.92r
urn:cite:hmt:scholia.4779,urn:cts:greekLit:tlg5026.msA.hmt:7.205,"urn:cite:hmt:vaimg.VA092RN-0264@0.5861,0.6136,0.2164,0.0648",urn:cite:hmt:msA.92r
urn:cite:hmt:scholia.4780,urn:cts:greekLit:tlg5026.msA.hmt:7.206,"urn:cite:hmt:vaimg.VA092RN-0264@0.5903,0.6796,0.204,0.0499",urn:cite:hmt:msA.92r
urn:cite:hmt:scholia.4781,urn:cts:greekLit:tlg5026.msA.hmt:7.207,"urn:cite:hmt:vaimg.VA092RN-0264@0.1488,0.7178,0.6303,0.0285",urn:cite:hmt:msA.92r
urn:cite:hmt:scholia.4782,urn:cts:greekLit:tlg5026.msA.hmt:7.208,"urn:cite:hmt:vaimg.VA092RN-0264@0.1533,0.7349,0.6315,0.031",urn:cite:hmt:msA.92r
urn:cite:hmt:scholia.4783,urn:cts:greekLit:tlg5026.msAim.hmt:7.209,"urn:cite:hmt:vaimg.VA092RN-0264@0.5475,0.4358,0.0958,0.0332",urn:cite:hmt:msA.92r
urn:cite:hmt:scholia.4784,urn:cts:greekLit:tlg5026.msAint.hmt:7.211,"urn:cite:hmt:vaimg.VA092RN-0264@0.0967,0.4684,0.0767,0.0557",urn:cite:hmt:msA.92r
urn:cite:hmt:scholia.4785,urn:cts:greekLit:tlg5026.msAint.hmt:7.212,"urn:cite:hmt:vaimg.VA092RN-0264@0.0892,0.5748,0.0767,0.0463",urn:cite:hmt:msA.92r
urn:cite:hmt:scholia.4786,urn:cts:greekLit:tlg5026.msAint.hmt:7.213,"urn:cite:hmt:vaimg.VA092RN-0264@0.0842,0.6575,0.075,0.0438",urn:cite:hmt:msA.92r
urn:cite:hmt:scholia.4787,urn:cts:greekLit:tlg5026.msAim.hmt:7.210,"urn:cite:hmt:vaimg.VA092RN-0264@0.26,0.6938,0.2283,0.0313",urn:cite:hmt:msA.92r
urn:cite:hmt:scholia.4788,urn:cts:greekLit:tlg5026.msA.hmt:7.301,"urn:cite:hmt:vaimg.VA092VN-0595@0.1825,0.1287,0.5499,0.0252",urn:cite:hmt:msA.92v
urn:cite:hmt:scholia.4789,urn:cts:greekLit:tlg5026.msA.hmt:7.302,"urn:cite:hmt:vaimg.VA092VN-0595@0.1934,0.1504,0.4225,0.0158",urn:cite:hmt:msA.92v
urn:cite:hmt:scholia.4790,urn:cts:greekLit:tlg5026.msA.hmt:7.303,"urn:cite:hmt:vaimg.VA092VN-0595@0.196,0.1415,0.6539,0.0443",urn:cite:hmt:msA.92v
urn:cite:hmt:scholia.4791,urn:cts:greekLit:tlg5026.msA.hmt:7.304,"urn:cite:hmt:vaimg.VA092VN-0595@0.193,0.1732,0.47,0.0328",urn:cite:hmt:msA.92v
urn:cite:hmt:scholia.4792,urn:cts:greekLit:tlg5026.msA.hmt:7.305,"urn:cite:hmt:vaimg.VA092VN-0595@0.1978,0.1709,0.6609,0.0402",urn:cite:hmt:msA.92v
urn:cite:hmt:scholia.4793,urn:cts:greekLit:tlg5026.msA.hmt:7.306,"urn:cite:hmt:vaimg.VA092VN-0595@0.183,0.1751,0.696,0.5838",urn:cite:hmt:msA.92v
urn:cite:hmt:scholia.4794,urn:cts:greekLit:tlg5026.msA.hmt:7.307,"urn:cite:hmt:vaimg.VA092VN-0595@0.2051,0.7241,0.6926,0.0475",urn:cite:hmt:msA.92v
urn:cite:hmt:scholia.4795,urn:cts:greekLit:tlg5026.msA.hmt:7.308,"urn:cite:hmt:vaimg.VA092VN-0595@0.2036,0.7382,0.6976,0.0908",urn:cite:hmt:msA.92v
urn:cite:hmt:scholia.4796,urn:cts:greekLit:tlg5026.msA.hmt:7.309,"urn:cite:hmt:vaimg.VA092VN-0595@0.1963,0.7912,0.6563,0.0398",urn:cite:hmt:msA.92v
urn:cite:hmt:scholia.4797,urn:cts:greekLit:tlg5026.msA.hmt:7.310,"urn:cite:hmt:vaimg.VA092VN-0595@0.1922,0.8062,0.6976,0.0729",urn:cite:hmt:msA.92v
urn:cite:hmt:scholia.4798,urn:cts:greekLit:tlg5026.msAim.hmt:7.311,"urn:cite:hmt:vaimg.VA092VN-0595@0.397,0.3148,0.06,0.0766",urn:cite:hmt:msA.92v
urn:cite:hmt:scholia.4799,urn:cts:greekLit:tlg5026.msAim.hmt:7.312,"urn:cite:hmt:vaimg.VA092VN-0595@0.405,0.4891,0.062,0.0481",urn:cite:hmt:msA.92v
urn:cite:hmt:scholia.4800,urn:cts:greekLit:tlg5026.msAim.hmt:7.313,"urn:cite:hmt:vaimg.VA092VN-0595@0.416,0.6003,0.063,0.0391",urn:cite:hmt:msA.92v
urn:cite:hmt:scholia.4801,urn:cts:greekLit:tlg5026.msAim.hmt:7.314,"urn:cite:hmt:vaimg.VA092VN-0595@0.413,0.6364,0.067,0.0781",urn:cite:hmt:msA.92v
urn:cite:hmt:scholia.4802,urn:cts:greekLit:tlg5026.msAint.hmt:7.315,"urn:cite:hmt:vaimg.VA092VN-0595@0.832,0.3479,0.056,0.0361",urn:cite:hmt:msA.92v
urn:cite:hmt:scholia.4803,urn:cts:greekLit:tlg5026.msAint.hmt:7.316,"urn:cite:hmt:vaimg.VA092VN-0595@0.853,0.4711,0.047,0.0368",urn:cite:hmt:msA.92v
urn:cite:hmt:scholia.4804,urn:cts:greekLit:tlg5026.msAil.hmt:7.317,"urn:cite:hmt:vaimg.VA092VN-0595@0.465,0.4884,0.112,0.0428",urn:cite:hmt:msA.92v
urn:cite:hmt:scholia.4805,urn:cts:greekLit:tlg5026.msAext.hmt:7.318,"urn:cite:hmt:vaimg.VA092VN-0595@0.109,0.5642,0.055,0.0353",urn:cite:hmt:msA.92v
urn:cite:hmt:scholia.4806,urn:cts:greekLit:tlg5026.msAext.hmt:7.319,"urn:cite:hmt:vaimg.VA092VN-0595@0.108,0.6033,0.071,0.0316",urn:cite:hmt:msA.92v
urn:cite:hmt:scholia.4807,urn:cts:greekLit:tlg5026.msA.hmt:7.401,"urn:cite:hmt:vaimg.VA093RN-0265@0.173,0.1046,0.5783,0.03",urn:cite:hmt:msA.93r
urn:cite:hmt:scholia.4808,urn:cts:greekLit:tlg5026.msA.hmt:7.402,"urn:cite:hmt:vaimg.VA093RN-0265@0.1863,0.1181,0.5783,0.0295",urn:cite:hmt:msA.93r
urn:cite:hmt:scholia.4809,urn:cts:greekLit:tlg5026.msA.hmt:7.403,"urn:cite:hmt:vaimg.VA093RN-0265@0.5979,0.2942,0.205,0.0588",urn:cite:hmt:msA.93r
urn:cite:hmt:scholia.4810,urn:cts:greekLit:tlg5026.msA.hmt:7.404,"urn:cite:hmt:vaimg.VA093RN-0265@0.612,0.3472,0.1973,0.0691",urn:cite:hmt:msA.93r
urn:cite:hmt:scholia.4811,urn:cts:greekLit:tlg5026.msA.hmt:7.405,"urn:cite:hmt:vaimg.VA093RN-0265@0.6063,0.4123,0.2017,0.0896",urn:cite:hmt:msA.93r
urn:cite:hmt:scholia.4812,urn:cts:greekLit:tlg5026.msA.hmt:7.406,"urn:cite:hmt:vaimg.VA093RN-0265@0.6004,0.4988,0.2072,0.0511",urn:cite:hmt:msA.93r
urn:cite:hmt:scholia.4813,urn:cts:greekLit:tlg5026.msA.hmt:7.407,"urn:cite:hmt:vaimg.VA093RN-0265@0.6021,0.5419,0.1997,0.0889",urn:cite:hmt:msA.93r
urn:cite:hmt:scholia.4814,urn:cts:greekLit:tlg5026.msAim.hmt:7.408,"urn:cite:hmt:vaimg.VA093RN-0265@0.5667,0.258,0.0933,0.0376",urn:cite:hmt:msA.93r
urn:cite:hmt:scholia.4815,urn:cts:greekLit:tlg5026.msAim.hmt:7.409,"urn:cite:hmt:vaimg.VA093RN-0265@0.5771,0.4691,0.036,0.0365",urn:cite:hmt:msA.93r
urn:cite:hmt:scholia.4816,urn:cts:greekLit:tlg5026.msAim.hmt:7.410,"urn:cite:hmt:vaimg.VA093RN-0265@0.5703,0.5134,0.0371,0.0462",urn:cite:hmt:msA.93r
urn:cite:hmt:scholia.4817,urn:cts:greekLit:tlg5026.msAint.hmt:7.411,"urn:cite:hmt:vaimg.VA093RN-0265@0.1126,0.3733,0.0707,0.0374",urn:cite:hmt:msA.93r
urn:cite:hmt:scholia.4818,urn:cts:greekLit:tlg5026.msAint.hmt:7.412,"urn:cite:hmt:vaimg.VA093RN-0265@0.1109,0.4058,0.073,0.0331",urn:cite:hmt:msA.93r
urn:cite:hmt:scholia.4819,urn:cts:greekLit:tlg5026.msAint.hmt:7.413,"urn:cite:hmt:vaimg.VA093RN-0265@0.1154,0.4477,0.0647,0.0432",urn:cite:hmt:msA.93r
urn:cite:hmt:scholia.4820,urn:cts:greekLit:tlg5026.msAint.hmt:7.414,"urn:cite:hmt:vaimg.VA093RN-0265@0.108,0.5109,0.0718,0.038",urn:cite:hmt:msA.93r
urn:cite:hmt:scholia.4821,urn:cts:greekLit:tlg5026.msAint.hmt:7.415,"urn:cite:hmt:vaimg.VA093RN-0265@0.1074,0.5461,0.0678,0.0281",urn:cite:hmt:msA.93r
urn:cite:hmt:scholia.4822,urn:cts:greekLit:tlg5026.msAim.hmt:7.4001,"urn:cite:hmt:vaimg.VA093RN-0265@0.1421,0.2757,0.045,0.0225",urn:cite:hmt:msA.93r
urn:cite:hmt:scholia.4823,urn:cts:greekLit:tlg5026.msA.hmt:7.1000,"urn:cite:hmt:vaimg.VA093VN-0596@0.1892,0.1196,0.6533,0.0526",urn:cite:hmt:msA.93v
urn:cite:hmt:scholia.4824,urn:cts:greekLit:tlg5026.msA.hmt:7.1001,"urn:cite:hmt:vaimg.VA093VN-0596@0.4492,0.1497,0.3117,0.0163",urn:cite:hmt:msA.93v
urn:cite:hmt:scholia.4825,urn:cts:greekLit:tlg5026.msA.hmt:7.1002,"urn:cite:hmt:vaimg.VA093VN-0596@0.1867,0.1597,0.66,0.0332",urn:cite:hmt:msA.93v
urn:cite:hmt:scholia.4826,urn:cts:greekLit:tlg5026.msA.hmt:7.1003,"urn:cite:hmt:vaimg.VA093VN-0596@0.1958,0.1716,0.645,0.0344",urn:cite:hmt:msA.93v
urn:cite:hmt:scholia.4827,urn:cts:greekLit:tlg5026.msA.hmt:7.1004,"urn:cite:hmt:vaimg.VA093VN-0596@0.1992,0.1879,0.65,0.0344",urn:cite:hmt:msA.93v
urn:cite:hmt:scholia.4828,urn:cts:greekLit:tlg5026.msA.hmt:7.1005,"urn:cite:hmt:vaimg.VA093VN-0596@0.19,0.2185,0.2092,0.0401",urn:cite:hmt:msA.93v
urn:cite:hmt:scholia.4829,urn:cts:greekLit:tlg5026.msA.hmt:7.1006,"urn:cite:hmt:vaimg.VA093VN-0596@0.1883,0.2517,0.2142,0.0495",urn:cite:hmt:msA.93v
urn:cite:hmt:scholia.4830,urn:cts:greekLit:tlg5026.msA.hmt:7.1007,"urn:cite:hmt:vaimg.VA093VN-0596@0.1875,0.2962,0.2233,0.1434",urn:cite:hmt:msA.93v
urn:cite:hmt:scholia.4831,urn:cts:greekLit:tlg5026.msA.hmt:7.1008,"urn:cite:hmt:vaimg.VA093VN-0596@0.1933,0.4364,0.2175,0.0639",urn:cite:hmt:msA.93v
urn:cite:hmt:scholia.4832,urn:cts:greekLit:tlg5026.msA.hmt:7.1009,"urn:cite:hmt:vaimg.VA093VN-0596@0.1975,0.4953,0.2092,0.0914",urn:cite:hmt:msA.93v
urn:cite:hmt:scholia.4833,urn:cts:greekLit:tlg5026.msA.hmt:7.1010,"urn:cite:hmt:vaimg.VA093VN-0596@0.1933,0.5811,0.2058,0.0676",urn:cite:hmt:msA.93v
urn:cite:hmt:scholia.4834,urn:cts:greekLit:tlg5026.msA.hmt:7.1011,"urn:cite:hmt:vaimg.VA093VN-0596@0.19,0.6281,0.2283,0.0539",urn:cite:hmt:msA.93v
urn:cite:hmt:scholia.4835,urn:cts:greekLit:tlg5026.msA.hmt:7.1012,"urn:cite:hmt:vaimg.VA093VN-0596@0.1992,0.727,0.67,0.0457",urn:cite:hmt:msA.93v
urn:cite:hmt:scholia.4836,urn:cts:greekLit:tlg5026.msAim.hmt:7.1013,"urn:cite:hmt:vaimg.VA093VN-0596@0.4042,0.4346,0.0642,0.0207",urn:cite:hmt:msA.93v
urn:cite:hmt:scholia.4837,urn:cts:greekLit:tlg5026.msAim.hmt:7.1014,"urn:cite:hmt:vaimg.VA093VN-0596@0.4158,0.6205,0.0567,0.0457",urn:cite:hmt:msA.93v
urn:cite:hmt:scholia.4838,urn:cts:greekLit:tlg5026.msAint.hmt:7.1015,"urn:cite:hmt:vaimg.VA093VN-0596@0.8225,0.5661,0.0467,0.0081",urn:cite:hmt:msA.93v
urn:cite:hmt:scholia.4839,urn:cts:greekLit:tlg5026.msAint.hmt:7.1016,"urn:cite:hmt:vaimg.VA093VN-0596@0.85,0.645,0.05,0.0401",urn:cite:hmt:msA.93v
urn:cite:hmt:scholia.4840,urn:cts:greekLit:tlg5026.msAext.hmt:7.1066,"urn:cite:hmt:vaimg.VA093VN-0596@0.1017,0.3676,0.025,0.0163",urn:cite:hmt:msA.93v
urn:cite:hmt:scholia.4841,urn:cts:greekLit:tlg5026.msA.hmt:7.1017,"urn:cite:hmt:vaimg.VA094RN-0266@0.1842,0.1052,0.6225,0.0257",urn:cite:hmt:msA.94r
urn:cite:hmt:scholia.4842,urn:cts:greekLit:tlg5026.msA.hmt:7.1018,"urn:cite:hmt:vaimg.VA094RN-0266@0.175,0.1202,0.6308,0.0276",urn:cite:hmt:msA.94r
urn:cite:hmt:scholia.4843,urn:cts:greekLit:tlg5026.msA.hmt:7.1019,"urn:cite:hmt:vaimg.VA094RN-0266@0.2617,0.1334,0.555,0.0263",urn:cite:hmt:msA.94r
urn:cite:hmt:scholia.4844,urn:cts:greekLit:tlg5026.msA.hmt:7.1020,"urn:cite:hmt:vaimg.VA094RN-0266@0.19,0.1503,0.6183,0.0388",urn:cite:hmt:msA.94r
urn:cite:hmt:scholia.4845,urn:cts:greekLit:tlg5026.msA.hmt:7.1021,"urn:cite:hmt:vaimg.VA094RN-0266@0.6158,0.397,0.205,0.0676",urn:cite:hmt:msA.94r
urn:cite:hmt:scholia.4846,urn:cts:greekLit:tlg5026.msA.hmt:7.1022,"urn:cite:hmt:vaimg.VA094RN-0266@0.6142,0.4634,0.2067,0.0501",urn:cite:hmt:msA.94r
urn:cite:hmt:scholia.4847,urn:cts:greekLit:tlg5026.msA.hmt:7.1023,"urn:cite:hmt:vaimg.VA094RN-0266@0.6117,0.5097,0.21,0.047",urn:cite:hmt:msA.94r
urn:cite:hmt:scholia.4848,urn:cts:greekLit:tlg5026.msA.hmt:7.1024,"urn:cite:hmt:vaimg.VA094RN-0266@0.6133,0.551,0.2058,0.0845",urn:cite:hmt:msA.94r
urn:cite:hmt:scholia.4849,urn:cts:greekLit:tlg5026.msA.hmt:7.1025,"urn:cite:hmt:vaimg.VA094RN-0266@0.6067,0.6387,0.1925,0.0852",urn:cite:hmt:msA.94r
urn:cite:hmt:scholia.4850,urn:cts:greekLit:tlg5026.msA.hmt:7.1026,"urn:cite:hmt:vaimg.VA094RN-0266@0.1542,0.7145,0.6375,0.1146",urn:cite:hmt:msA.94r
urn:cite:hmt:scholia.4851,urn:cts:greekLit:tlg5026.msAim.hmt:7.1027,"urn:cite:hmt:vaimg.VA094RN-0266@0.5742,0.6224,0.0442,0.0338",urn:cite:hmt:msA.94r
urn:cite:hmt:scholia.4852,urn:cts:greekLit:tlg5026.msAim.hmt:7.1028,"urn:cite:hmt:vaimg.VA094RN-0266@0.5767,0.68,0.0325,0.0363",urn:cite:hmt:msA.94r
urn:cite:hmt:scholia.4853,urn:cts:greekLit:tlg5026.msAint.hmt:7.1029,"urn:cite:hmt:vaimg.VA094RN-0266@0.11,0.5235,0.0692,0.0551",urn:cite:hmt:msA.94r
urn:cite:hmt:scholia.4854,urn:cts:greekLit:tlg5026.msAint.hmt:7.1030,"urn:cite:hmt:vaimg.VA094RN-0266@0.1142,0.6068,0.0625,0.0457",urn:cite:hmt:msA.94r
urn:cite:hmt:scholia.4855,urn:cts:greekLit:tlg5026.msAint.hmt:7.1031,"urn:cite:hmt:vaimg.VA094RN-0266@0.1192,0.6763,0.0433,0.042",urn:cite:hmt:msA.94r
urn:cite:hmt:scholia.4856,urn:cts:greekLit:tlg5026.msAil.hmt:7.1032,"urn:cite:hmt:vaimg.VA094RN-0266@0.4117,0.603,0.1825,0.0113",urn:cite:hmt:msA.94r
urn:cite:hmt:scholia.4857,urn:cts:greekLit:tlg5026.msA.hmt:7.1033,"urn:cite:hmt:vaimg.VA094VN-0597@0.1792,0.124,0.6725,0.0657",urn:cite:hmt:msA.94r
urn:cite:hmt:scholia.4858,urn:cts:greekLit:tlg5026.msA.hmt:7.1034,"urn:cite:hmt:vaimg.VA094VN-0597@0.1875,0.3845,0.2125,0.047",urn:cite:hmt:msA.94v
urn:cite:hmt:scholia.4859,urn:cts:greekLit:tlg5026.msA.hmt:7.1035,"urn:cite:hmt:vaimg.VA094VN-0597@0.1775,0.422,0.23,0.0689",urn:cite:hmt:msA.94v
urn:cite:hmt:scholia.4860,urn:cts:greekLit:tlg5026.msA.hmt:7.1036,"urn:cite:hmt:vaimg.VA094VN-0597@0.1792,0.4897,0.2325,0.0639",urn:cite:hmt:msA.94v
urn:cite:hmt:scholia.4861,urn:cts:greekLit:tlg5026.msA.hmt:7.1037,"urn:cite:hmt:vaimg.VA094VN-0597@0.2025,0.7232,0.6683,0.0382",urn:cite:hmt:msA.94v
urn:cite:hmt:scholia.4862,urn:cts:greekLit:tlg5026.msA.hmt:7.1038,"urn:cite:hmt:vaimg.VA094VN-0597@0.2067,0.7383,0.6692,0.0438",urn:cite:hmt:msA.94v
urn:cite:hmt:scholia.4863,urn:cts:greekLit:tlg5026.msA.hmt:7.1039,"urn:cite:hmt:vaimg.VA094VN-0597@0.2075,0.7539,0.665,0.0808",urn:cite:hmt:msA.94v
urn:cite:hmt:scholia.4864,urn:cts:greekLit:tlg5026.msAim.hmt:7.1040,"urn:cite:hmt:vaimg.VA094VN-0597@0.3892,0.248,0.0675,0.0369",urn:cite:hmt:msA.94v
urn:cite:hmt:scholia.4865,urn:cts:greekLit:tlg5026.msAim.hmt:7.1041,"urn:cite:hmt:vaimg.VA094VN-0597@0.3967,0.3469,0.0567,0.0557",urn:cite:hmt:msA.94v
urn:cite:hmt:scholia.4866,urn:cts:greekLit:tlg5026.msAim.hmt:7.1042,"urn:cite:hmt:vaimg.VA094VN-0597@0.3967,0.4214,0.055,0.0488",urn:cite:hmt:msA.94v
