OccurrrenceUrn	Sequence	CriticalSign	TextPassage
urn:cite:hmt:venAsign.1316	1316	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:10.326
urn:cite:hmt:venAsign.1317	1317	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:10.330
urn:cite:hmt:venAsign.1318	1318	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:10.332
urn:cite:hmt:venAsign.1319	1319	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:10.335
urn:cite:hmt:venAsign.1320	1320	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:10.338
urn:cite:hmt:venAsign.1321	1321	urn:cite:hmt:critsigns.asterisk	urn:cts:greekLit:tlg0012.tlg001.msA:10.343
urn:cite:hmt:venAsign.1322	1322	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:10.347
urn:cite:hmt:venAsign.1323	1323	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:10.351
urn:cite:hmt:venAsign.1324	1324	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:10.353
urn:cite:hmt:venAsign.1325	1325	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:10.354
urn:cite:hmt:venAsign.1326	1326	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:10.356
urn:cite:hmt:venAsign.1327	1327	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:10.361
urn:cite:hmt:venAsign.1328	1328	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:10.372
urn:cite:hmt:venAsign.1329	1329	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:10.375
urn:cite:hmt:venAsign.1330	1330	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:10.378
urn:cite:hmt:venAsign.1331	1331	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:10.381
urn:cite:hmt:venAsign.1332	1332	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:10.383
urn:cite:hmt:venAsign.1333	1333	urn:cite:hmt:critsigns.asterisk	urn:cts:greekLit:tlg0012.tlg001.msA:10.387
urn:cite:hmt:venAsign.1334	1334	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:10.387
urn:cite:hmt:venAsign.1335	1335	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:10.397
urn:cite:hmt:venAsign.1336	1336	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:10.398
urn:cite:hmt:venAsign.1337	1337	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:10.398
urn:cite:hmt:venAsign.1338	1338	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:10.399
urn:cite:hmt:venAsign.1339	1339	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:10.408
urn:cite:hmt:venAsign.1340	1340	
urn:cite:hmt:venAsign.1341	1341	
urn:cite:hmt:venAsign.1342	1342	urn:cite:hmt:critsigns.asterisk	urn:cts:greekLit:tlg0012.tlg001.msA:10.409
urn:cite:hmt:venAsign.1343	1343	
urn:cite:hmt:venAsign.1344	1344	urn:cite:hmt:critsigns.asterisk	urn:cts:greekLit:tlg0012.tlg001.msA:10.410
urn:cite:hmt:venAsign.1345	1345	urn:cite:hmt:critsigns.asterisk	urn:cts:greekLit:tlg0012.tlg001.msA:10.411
urn:cite:hmt:venAsign.1346	1346	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:10.409
urn:cite:hmt:venAsign.1347	1347	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:10.410
urn:cite:hmt:venAsign.1348	1348	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:10.411
urn:cite:hmt:venAsign.1349	1349	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:10.428
urn:cite:hmt:venAsign.1350	1350	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:10.430
urn:cite:hmt:venAsign.1351	1351	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:10.445
urn:cite:hmt:venAsign.1352	1352	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:10.447
urn:cite:hmt:venAsign.1353	1353	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:10.458
urn:cite:hmt:venAsign.1354	1354	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:10.461
urn:cite:hmt:venAsign.1355	1355	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:10.466
urn:cite:hmt:venAsign.1356	1356	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:10.469
urn:cite:hmt:venAsign.1357	1357	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:10.470
urn:cite:hmt:venAsign.1358	1358	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:10.473
urn:cite:hmt:venAsign.1359	1359	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:10.475
urn:cite:hmt:venAsign.1360	1360	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:10.476
urn:cite:hmt:venAsign.1361	1361	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:10.478
urn:cite:hmt:venAsign.1362	1362	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:10.480
urn:cite:hmt:venAsign.1363	1363	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:10.485
urn:cite:hmt:venAsign.1364	1364	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:10.486
urn:cite:hmt:venAsign.1365	1365	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:10.488
urn:cite:hmt:venAsign.1366	1366	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:10.490
urn:cite:hmt:venAsign.1367	1367	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:10.495
urn:cite:hmt:venAsign.1368	1368	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:10.497
urn:cite:hmt:venAsign.1369	1369	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:10.505
urn:cite:hmt:venAsign.1370	1370	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:10.515
urn:cite:hmt:venAsign.1371	1371	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:10.520
urn:cite:hmt:venAsign.1372	1372	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:10.528
urn:cite:hmt:venAsign.1373	1373	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:10.545
urn:cite:hmt:venAsign.1374	1374	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:10.546
urn:cite:hmt:venAsign.1375	1375	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:10.559
urn:cite:hmt:venAsign.1376	1376	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:10.561
urn:cite:hmt:venAsign.1377	1377	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:10.570
urn:cite:hmt:venAsign.1378	1378	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:10.571
urn:cite:hmt:venAsign.1379	1379	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:10.573
urn:cite:hmt:venAsign.1380	1380	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:10.574
urn:cite:hmt:venAsign.1381	1381	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:10.578
urn:cite:hmt:venAsign.1382	1382	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:10.579
urn:cite:hmt:venAsign.1383	1383	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.4
urn:cite:hmt:venAsign.1384	1384	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.11
urn:cite:hmt:venAsign.1385	1385	urn:cite:hmt:critsigns.asterisk	urn:cts:greekLit:tlg0012.tlg001.msA:11.13
urn:cite:hmt:venAsign.1386	1386	urn:cite:hmt:critsigns.asterisk	urn:cts:greekLit:tlg0012.tlg001.msA:11.14
urn:cite:hmt:venAsign.1387	1387	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:11.13
urn:cite:hmt:venAsign.1388	1388	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:11.14
urn:cite:hmt:venAsign.1389	1389	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.17
urn:cite:hmt:venAsign.1390	1390	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.21
urn:cite:hmt:venAsign.1391	1391	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.22
urn:cite:hmt:venAsign.1392	1392	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.27
urn:cite:hmt:venAsign.1393	1393	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.30
urn:cite:hmt:venAsign.1394	1394	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.32
urn:cite:hmt:venAsign.1395	1395	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.41
urn:cite:hmt:venAsign.1396	1396	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.43
urn:cite:hmt:venAsign.1397	1397	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.44
urn:cite:hmt:venAsign.1398	1398	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.45
urn:cite:hmt:venAsign.1399	1399	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.46
urn:cite:hmt:venAsign.1400	1400	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.49
urn:cite:hmt:venAsign.1401	1401	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.51
urn:cite:hmt:venAsign.1402	1402	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.52
urn:cite:hmt:venAsign.1403	1403	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.54
urn:cite:hmt:venAsign.1404	1404	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.55
urn:cite:hmt:venAsign.1405	1405	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.56
urn:cite:hmt:venAsign.1406	1406	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.62
urn:cite:hmt:venAsign.1407	1407	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.65
urn:cite:hmt:venAsign.1408	1408	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.68
urn:cite:hmt:venAsign.1409	1409	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.71
urn:cite:hmt:venAsign.1410	1410	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.72
urn:cite:hmt:venAsign.1411	1411	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.75
urn:cite:hmt:venAsign.1412	1412	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:11.78
urn:cite:hmt:venAsign.1413	1413	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:11.79
urn:cite:hmt:venAsign.1414	1414	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:11.80
urn:cite:hmt:venAsign.1415	1415	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:11.81
urn:cite:hmt:venAsign.1416	1416	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:11.82
urn:cite:hmt:venAsign.1417	1417	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:11.83
urn:cite:hmt:venAsign.1418	1418	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.86
urn:cite:hmt:venAsign.1419	1419	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.93
urn:cite:hmt:venAsign.1420	1420	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.94
urn:cite:hmt:venAsign.1421	1421	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.96
urn:cite:hmt:venAsign.1422	1422	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.97
urn:cite:hmt:venAsign.1423	1423	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.100
urn:cite:hmt:venAsign.1424	1424	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.101
urn:cite:hmt:venAsign.1425	1425	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:11.104
urn:cite:hmt:venAsign.1426	1426	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.106
urn:cite:hmt:venAsign.1427	1427	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.109
urn:cite:hmt:venAsign.1428	1428	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.111
urn:cite:hmt:venAsign.1429	1429	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.116
urn:cite:hmt:venAsign.1430	1430	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.121
urn:cite:hmt:venAsign.1431	1431	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.124
urn:cite:hmt:venAsign.1432	1432	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.128
urn:cite:hmt:venAsign.1433	1433	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.130
urn:cite:hmt:venAsign.1434	1434	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.140
urn:cite:hmt:venAsign.1435	1435	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:11.142
urn:cite:hmt:venAsign.1436	1436	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.144
urn:cite:hmt:venAsign.1437	1437	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.147
urn:cite:hmt:venAsign.1438	1438	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.155
urn:cite:hmt:venAsign.1439	1439	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.163
urn:cite:hmt:venAsign.1440	1440	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.166
urn:cite:hmt:venAsign.1441	1441	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.173
urn:cite:hmt:venAsign.1442	1442	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.178
urn:cite:hmt:venAsign.1443	1443	urn:cite:hmt:critsigns.asterisk	urn:cts:greekLit:tlg0012.tlg001.msA:11.179
urn:cite:hmt:venAsign.1444	1444	urn:cite:hmt:critsigns.asterisk	urn:cts:greekLit:tlg0012.tlg001.msA:11.180
urn:cite:hmt:venAsign.1445	1445	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:11.179
urn:cite:hmt:venAsign.1446	1446	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:11.180
urn:cite:hmt:venAsign.1447	1447	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.183
urn:cite:hmt:venAsign.1448	1448	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.191
urn:cite:hmt:venAsign.1449	1449	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.192
urn:cite:hmt:venAsign.1450	1450	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.196
urn:cite:hmt:venAsign.1451	1451	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.217
urn:cite:hmt:venAsign.1452	1452	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.221
urn:cite:hmt:venAsign.1453	1453	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.226
urn:cite:hmt:venAsign.1454	1454	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.234
urn:cite:hmt:venAsign.1455	1455	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.244
urn:cite:hmt:venAsign.1456	1456	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.252
urn:cite:hmt:venAsign.1457	1457	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.262
urn:cite:hmt:venAsign.1458	1458	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.266
urn:cite:hmt:venAsign.1459	1459	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.270
urn:cite:hmt:venAsign.1460	1460	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.281
urn:cite:hmt:venAsign.1461	1461	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.297
urn:cite:hmt:venAsign.1462	1462	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.302
urn:cite:hmt:venAsign.1463	1463	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.306
urn:cite:hmt:venAsign.1464	1464	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.307
urn:cite:hmt:venAsign.1465	1465	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.314
urn:cite:hmt:venAsign.1466	1466	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.319
urn:cite:hmt:venAsign.1467	1467	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.326
urn:cite:hmt:venAsign.1468	1468	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.328
urn:cite:hmt:venAsign.1469	1469	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.333
urn:cite:hmt:venAsign.1470	1470	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.350
urn:cite:hmt:venAsign.1471	1471	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.354
urn:cite:hmt:venAsign.1472	1472	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.355
urn:cite:hmt:venAsign.1473	1473	urn:cite:hmt:critsigns.asterisk	urn:cts:greekLit:tlg0012.tlg001.msA:11.356
urn:cite:hmt:venAsign.1474	1474	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:11.356
urn:cite:hmt:venAsign.1475	1475	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.364
urn:cite:hmt:venAsign.1476	1476	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:11.368
urn:cite:hmt:venAsign.1477	1477	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.376
urn:cite:hmt:venAsign.1478	1478	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.385
urn:cite:hmt:venAsign.1479	1479	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.387
urn:cite:hmt:venAsign.1480	1480	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.390
urn:cite:hmt:venAsign.1481	1481	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.402
urn:cite:hmt:venAsign.1482	1482	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.404
urn:cite:hmt:venAsign.1483	1483	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.405
urn:cite:hmt:venAsign.1484	1484	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.409
urn:cite:hmt:venAsign.1485	1485	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:11.413
urn:cite:hmt:venAsign.1486	1486	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.422
urn:cite:hmt:venAsign.1487	1487	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.424
urn:cite:hmt:venAsign.1488	1488	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.430
urn:cite:hmt:venAsign.1489	1489	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.432
urn:cite:hmt:venAsign.1490	1490	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.456
urn:cite:hmt:venAsign.1491	1491	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:11.458
urn:cite:hmt:venAsign.1492	1492	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.462
urn:cite:hmt:venAsign.1493	1493	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:11.480
urn:cite:hmt:venAsign.1494	1494	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.492
urn:cite:hmt:venAsign.1495	1495	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.494
urn:cite:hmt:venAsign.1496	1496	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.502
urn:cite:hmt:venAsign.1497	1497	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.506
urn:cite:hmt:venAsign.1498	1498	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:11.515
urn:cite:hmt:venAsign.1499	1499	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.523
urn:cite:hmt:venAsign.1500	1500	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:11.528
urn:cite:hmt:venAsign.1501	1501	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.544
urn:cite:hmt:venAsign.1502	1502	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.545
urn:cite:hmt:venAsign.1503	1503	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:11.548
urn:cite:hmt:venAsign.1504	1504	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.557
urn:cite:hmt:venAsign.1505	1505	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.559
urn:cite:hmt:venAsign.1506	1506	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.562
urn:cite:hmt:venAsign.1507	1507	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.568
urn:cite:hmt:venAsign.1508	1508	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.572
urn:cite:hmt:venAsign.1509	1509	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.574
urn:cite:hmt:venAsign.1510	1510	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.583
urn:cite:hmt:venAsign.1511	1511	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.589
urn:cite:hmt:venAsign.1512	1512	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.600
urn:cite:hmt:venAsign.1513	1513	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.601
urn:cite:hmt:venAsign.1514	1514	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.604
urn:cite:hmt:venAsign.1515	1515	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.606
urn:cite:hmt:venAsign.1516	1516	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.612
urn:cite:hmt:venAsign.1517	1517	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.620
urn:cite:hmt:venAsign.1518	1518	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.621
urn:cite:hmt:venAsign.1519	1519	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.622
urn:cite:hmt:venAsign.1520	1520	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.630
urn:cite:hmt:venAsign.1521	1521	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.632
