OccurrrenceUrn	Sequence	CriticalSign	TextPassage
urn:cite:hmt:venAsign.2390	2390	urn:cite:hmt:critsigns.asterisk	urn:cts:greekLit:tlg0012.tlg001.msA:20.196
urn:cite:hmt:venAsign.2391	2391	urn:cite:hmt:critsigns.asterisk	urn:cts:greekLit:tlg0012.tlg001.msA:20.197
urn:cite:hmt:venAsign.2392	2392	urn:cite:hmt:critsigns.asterisk	urn:cts:greekLit:tlg0012.tlg001.msA:20.198
urn:cite:hmt:venAsign.2393	2393	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:20.195
urn:cite:hmt:venAsign.2394	2394	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:20.196
urn:cite:hmt:venAsign.2395	2395	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:20.197
urn:cite:hmt:venAsign.2396	2396	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:20.198
urn:cite:hmt:venAsign.2397	2397	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:20.205
urn:cite:hmt:venAsign.2398	2398	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:20.206
urn:cite:hmt:venAsign.2399	2399	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:20.207
urn:cite:hmt:venAsign.2400	2400	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:20.208
urn:cite:hmt:venAsign.2401	2401	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:20.209
urn:cite:hmt:venAsign.2402	2402	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:20.213
urn:cite:hmt:venAsign.2403	2403	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:20.216
urn:cite:hmt:venAsign.2404	2404	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:20.223
urn:cite:hmt:venAsign.2405	2405	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:20.224
urn:cite:hmt:venAsign.2406	2406	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:20.229
urn:cite:hmt:venAsign.2407	2407	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:20.233
urn:cite:hmt:venAsign.2408	2408	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:20.234
urn:cite:hmt:venAsign.2409	2409	urn:cite:hmt:critsigns.asterisk	urn:cts:greekLit:tlg0012.tlg001.msA:20.235
urn:cite:hmt:venAsign.2410	2410	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:20.251
urn:cite:hmt:venAsign.2411	2411	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:20.252
urn:cite:hmt:venAsign.2412	2412	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:20.253
urn:cite:hmt:venAsign.2413	2413	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:20.254
urn:cite:hmt:venAsign.2414	2414	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:20.255
urn:cite:hmt:venAsign.2415	2415	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:20.260
urn:cite:hmt:venAsign.2416	2416	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:20.261
urn:cite:hmt:venAsign.2417	2417	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:20.263
urn:cite:hmt:venAsign.2418	2418	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:20.266
urn:cite:hmt:venAsign.2419	2419	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:20.269
urn:cite:hmt:venAsign.2420	2420	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:20.270
urn:cite:hmt:venAsign.2421	2421	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:20.271
urn:cite:hmt:venAsign.2422	2422	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:20.272
urn:cite:hmt:venAsign.2423	2423	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:20.273
urn:cite:hmt:venAsign.2424	2424	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:20.279
urn:cite:hmt:venAsign.2425	2425	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:20.283
urn:cite:hmt:venAsign.2426	2426	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:20.290
urn:cite:hmt:venAsign.2427	2427	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:20.293
urn:cite:hmt:venAsign.2428	2428	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:20.298
urn:cite:hmt:venAsign.2429	2429	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:20.299
urn:cite:hmt:venAsign.2430	2430	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:20.311
urn:cite:hmt:venAsign.2431	2431	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:20.322
urn:cite:hmt:venAsign.2432	2432	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:20.323
urn:cite:hmt:venAsign.2433	2433	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:20.324
urn:cite:hmt:venAsign.2434	2434	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:20.346
urn:cite:hmt:venAsign.2435	2435	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:20.362
urn:cite:hmt:venAsign.2436	2436	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:20.372
urn:cite:hmt:venAsign.2437	2437	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:20.375
urn:cite:hmt:venAsign.2438	2438	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:20.378
urn:cite:hmt:venAsign.2439	2439	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:20.385
urn:cite:hmt:venAsign.2440	2440	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:20.387
urn:cite:hmt:venAsign.2441	2441	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:20.388
urn:cite:hmt:venAsign.2442	2442	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:20.389
urn:cite:hmt:venAsign.2443	2443	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:20.404
urn:cite:hmt:venAsign.2444	2444	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:20.415
urn:cite:hmt:venAsign.2445	2445	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:20.440
urn:cite:hmt:venAsign.2446	2446	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:20.451
urn:cite:hmt:venAsign.2447	2447	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:20.454
urn:cite:hmt:venAsign.2448	2448	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:20.462
urn:cite:hmt:venAsign.2449	2449	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:20.464
urn:cite:hmt:venAsign.2450	2450	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:20.467
urn:cite:hmt:venAsign.2451	2451	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:20.478
urn:cite:hmt:venAsign.2452	2452	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:20.484
urn:cite:hmt:venAsign.2453	2453	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:21.2
urn:cite:hmt:venAsign.2454	2454	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.4
urn:cite:hmt:venAsign.2455	2455	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.17
urn:cite:hmt:venAsign.2456	2456	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.31
urn:cite:hmt:venAsign.2457	2457	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.33
urn:cite:hmt:venAsign.2458	2458	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.36
urn:cite:hmt:venAsign.2459	2459	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.37
urn:cite:hmt:venAsign.2460	2460	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.40
urn:cite:hmt:venAsign.2461	2461	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.67
urn:cite:hmt:venAsign.2462	2462	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.75
urn:cite:hmt:venAsign.2463	2463	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.83
urn:cite:hmt:venAsign.2464	2464	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.86
urn:cite:hmt:venAsign.2465	2465	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:21.95
urn:cite:hmt:venAsign.2466	2466	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.111
urn:cite:hmt:venAsign.2467	2467	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.125
urn:cite:hmt:venAsign.2468	2468	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.126
urn:cite:hmt:venAsign.2469	2469	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.127
urn:cite:hmt:venAsign.2470	2470	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.128
urn:cite:hmt:venAsign.2471	2471	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:21.130
urn:cite:hmt:venAsign.2472	2472	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:21.131
urn:cite:hmt:venAsign.2473	2473	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:21.132
urn:cite:hmt:venAsign.2474	2474	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:21.133
urn:cite:hmt:venAsign.2475	2475	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:21.134
urn:cite:hmt:venAsign.2476	2476	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:21.135
urn:cite:hmt:venAsign.2477	2477	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.146
urn:cite:hmt:venAsign.2478	2478	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.155
urn:cite:hmt:venAsign.2479	2479	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.165
urn:cite:hmt:venAsign.2480	2480	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.166
urn:cite:hmt:venAsign.2481	2481	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:21.169
urn:cite:hmt:venAsign.2482	2482	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.172
urn:cite:hmt:venAsign.2483	2483	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.173
urn:cite:hmt:venAsign.2484	2484	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.183
urn:cite:hmt:venAsign.2485	2485	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.185
urn:cite:hmt:venAsign.2486	2486	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.187
urn:cite:hmt:venAsign.2487	2487	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:21.195
urn:cite:hmt:venAsign.2488	2488	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.200
urn:cite:hmt:venAsign.2489	2489	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.218
urn:cite:hmt:venAsign.2490	2490	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.220
urn:cite:hmt:venAsign.2491	2491	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.232
urn:cite:hmt:venAsign.2492	2492	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.246
urn:cite:hmt:venAsign.2493	2493	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.247
urn:cite:hmt:venAsign.2494	2494	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.249
urn:cite:hmt:venAsign.2495	2495	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.252
urn:cite:hmt:venAsign.2496	2496	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.255
urn:cite:hmt:venAsign.2497	2497	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.281
urn:cite:hmt:venAsign.2498	2498	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.282
urn:cite:hmt:venAsign.2499	2499	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.283
urn:cite:hmt:venAsign.2500	2500	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.287
urn:cite:hmt:venAsign.2501	2501	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:21.290
urn:cite:hmt:venAsign.2502	2502	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.296
urn:cite:hmt:venAsign.2503	2503	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.317
urn:cite:hmt:venAsign.2504	2504	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.319
urn:cite:hmt:venAsign.2505	2505	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.320
urn:cite:hmt:venAsign.2506	2506	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.323
urn:cite:hmt:venAsign.2507	2507	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:21.331
urn:cite:hmt:venAsign.2508	2508	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:21.335
urn:cite:hmt:venAsign.2509	2509	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.337
urn:cite:hmt:venAsign.2510	2510	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.344
urn:cite:hmt:venAsign.2511	2511	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.345
urn:cite:hmt:venAsign.2512	2512	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.349
urn:cite:hmt:venAsign.2513	2513	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.362
urn:cite:hmt:venAsign.2514	2514	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.366
urn:cite:hmt:venAsign.2515	2515	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.388
urn:cite:hmt:venAsign.2516	2516	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.394
urn:cite:hmt:venAsign.2517	2517	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.397
urn:cite:hmt:venAsign.2518	2518	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.401
urn:cite:hmt:venAsign.2519	2519	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.416
urn:cite:hmt:venAsign.2520	2520	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.421
urn:cite:hmt:venAsign.2521	2521	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.424
urn:cite:hmt:venAsign.2522	2522	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.430
urn:cite:hmt:venAsign.2523	2523	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.444
urn:cite:hmt:venAsign.2524	2524	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.446
urn:cite:hmt:venAsign.2525	2525	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.455
urn:cite:hmt:venAsign.2526	2526	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:21.471
urn:cite:hmt:venAsign.2527	2527	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:21.475
urn:cite:hmt:venAsign.2528	2528	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:21.476
urn:cite:hmt:venAsign.2529	2529	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:21.477
urn:cite:hmt:venAsign.2530	2530	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.479
urn:cite:hmt:venAsign.2531	2531	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.485
urn:cite:hmt:venAsign.2532	2532	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.487
urn:cite:hmt:venAsign.2533	2533	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.495
urn:cite:hmt:venAsign.2534	2534	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.501
urn:cite:hmt:venAsign.2535	2535	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.511
urn:cite:hmt:venAsign.2536	2536	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.515
urn:cite:hmt:venAsign.2537	2537	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.519
urn:cite:hmt:venAsign.2538	2538	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.524
urn:cite:hmt:venAsign.2539	2539	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.526
urn:cite:hmt:venAsign.2540	2540	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.538
urn:cite:hmt:venAsign.2541	2541	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.541
urn:cite:hmt:venAsign.2542	2542	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.542
urn:cite:hmt:venAsign.2543	2543	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.544
urn:cite:hmt:venAsign.2544	2544	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.550
urn:cite:hmt:venAsign.2545	2545	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:21.554
urn:cite:hmt:venAsign.2546	2546	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:21.570
urn:cite:hmt:venAsign.2547	2547	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.575
urn:cite:hmt:venAsign.2548	2548	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.576
urn:cite:hmt:venAsign.2549	2549	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.602
urn:cite:hmt:venAsign.2550	2550	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:21.606
urn:cite:hmt:venAsign.2551	2551	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:22.6
urn:cite:hmt:venAsign.2552	2552	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:22.11
urn:cite:hmt:venAsign.2553	2553	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:22.23
urn:cite:hmt:venAsign.2554	2554	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:22.26
urn:cite:hmt:venAsign.2555	2555	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:22.27
urn:cite:hmt:venAsign.2556	2556	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:22.29
urn:cite:hmt:venAsign.2557	2557	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:22.31
urn:cite:hmt:venAsign.2558	2558	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:22.40
urn:cite:hmt:venAsign.2559	2559	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:22.41
urn:cite:hmt:venAsign.2560	2560	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:22.49
urn:cite:hmt:venAsign.2561	2561	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:22.51
urn:cite:hmt:venAsign.2562	2562	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:22.55
urn:cite:hmt:venAsign.2563	2563	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:22.66
urn:cite:hmt:venAsign.2564	2564	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:22.67
urn:cite:hmt:venAsign.2565	2565	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:22.68
urn:cite:hmt:venAsign.2566	2566	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:22.80
urn:cite:hmt:venAsign.2567	2567	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:22.84
urn:cite:hmt:venAsign.2568	2568	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:22.85
urn:cite:hmt:venAsign.2569	2569	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:22.88
urn:cite:hmt:venAsign.2570	2570	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:22.91
urn:cite:hmt:venAsign.2571	2571	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:22.93
urn:cite:hmt:venAsign.2572	2572	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:22.110
urn:cite:hmt:venAsign.2573	2573	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:22.117
urn:cite:hmt:venAsign.2574	2574	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:22.123
urn:cite:hmt:venAsign.2575	2575	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:22.124
urn:cite:hmt:venAsign.2576	2576	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:22.128
urn:cite:hmt:venAsign.2577	2577	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:22.132
urn:cite:hmt:venAsign.2578	2578	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:22.141
urn:cite:hmt:venAsign.2579	2579	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:22.143
urn:cite:hmt:venAsign.2580	2580	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:22.148
urn:cite:hmt:venAsign.2581	2581	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:22.151
urn:cite:hmt:venAsign.2582	2582	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:22.152
urn:cite:hmt:venAsign.2583	2583	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:22.158
urn:cite:hmt:venAsign.2584	2584	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:22.161
urn:cite:hmt:venAsign.2585	2585	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:22.164
urn:cite:hmt:venAsign.2586	2586	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:22.170
urn:cite:hmt:venAsign.2587	2587	urn:cite:hmt:critsigns.asterisk	urn:cts:greekLit:tlg0012.tlg001.msA:22.183
urn:cite:hmt:venAsign.2588	2588	urn:cite:hmt:critsigns.asterisk	urn:cts:greekLit:tlg0012.tlg001.msA:22.184
urn:cite:hmt:venAsign.2589	2589	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:22.190
urn:cite:hmt:venAsign.2590	2590	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:22.194
urn:cite:hmt:venAsign.2591	2591	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:22.197
urn:cite:hmt:venAsign.2592	2592	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:22.199
urn:cite:hmt:venAsign.2593	2593	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:22.200
