OccurrrenceUrn.v1	TextPassage
urn:cite:hmt:venAsign.1513.v1	urn:cts:greekLit:tlg0012.tlg001.msA:11.601
urn:cite:hmt:venAsign.1514.v1	urn:cts:greekLit:tlg0012.tlg001.msA:11.604
urn:cite:hmt:venAsign.1515.v1	urn:cts:greekLit:tlg0012.tlg001.msA:11.606
urn:cite:hmt:venAsign.1516.v1	urn:cts:greekLit:tlg0012.tlg001.msA:11.612
urn:cite:hmt:venAsign.1517.v1	urn:cts:greekLit:tlg0012.tlg001.msA:11.620
urn:cite:hmt:venAsign.1518.v1	urn:cts:greekLit:tlg0012.tlg001.msA:11.621
urn:cite:hmt:venAsign.1519.v1	urn:cts:greekLit:tlg0012.tlg001.msA:11.622
urn:cite:hmt:venAsign.1520.v1	urn:cts:greekLit:tlg0012.tlg001.msA:11.630
urn:cite:hmt:venAsign.1521.v1	urn:cts:greekLit:tlg0012.tlg001.msA:11.632
urn:cite:hmt:venAsign.1522.v1	urn:cts:greekLit:tlg0012.tlg001.msA:11.635
urn:cite:hmt:venAsign.1523.v1	urn:cts:greekLit:tlg0012.tlg001.msA:11.636
urn:cite:hmt:venAsign.1524.v1	urn:cts:greekLit:tlg0012.tlg001.msA:11.650
urn:cite:hmt:venAsign.1525.v1	urn:cts:greekLit:tlg0012.tlg001.msA:11.659
urn:cite:hmt:venAsign.1526.v1	urn:cts:greekLit:tlg0012.tlg001.msA:11.667
urn:cite:hmt:venAsign.1527.v1	urn:cts:greekLit:tlg0012.tlg001.msA:11.683
urn:cite:hmt:venAsign.1528.v1	urn:cts:greekLit:tlg0012.tlg001.msA:11.688
urn:cite:hmt:venAsign.1529.v1	urn:cts:greekLit:tlg0012.tlg001.msA:11.689
urn:cite:hmt:venAsign.1530.v1	urn:cts:greekLit:tlg0012.tlg001.msA:11.692
urn:cite:hmt:venAsign.1531.v1	urn:cts:greekLit:tlg0012.tlg001.msA:11.694
urn:cite:hmt:venAsign.1532.v1	urn:cts:greekLit:tlg0012.tlg001.msA:11.697
urn:cite:hmt:venAsign.1533.v1	urn:cts:greekLit:tlg0012.tlg001.msA:11.699
urn:cite:hmt:venAsign.1534.v1	urn:cts:greekLit:tlg0012.tlg001.msA:11.705
urn:cite:hmt:venAsign.1535.v1	urn:cts:greekLit:tlg0012.tlg001.msA:11.705
urn:cite:hmt:venAsign.1536.v1	urn:cts:greekLit:tlg0012.tlg001.msA:11.709
urn:cite:hmt:venAsign.1537.v1	urn:cts:greekLit:tlg0012.tlg001.msA:11.711
urn:cite:hmt:venAsign.1538.v1	urn:cts:greekLit:tlg0012.tlg001.msA:11.730
urn:cite:hmt:venAsign.1539.v1	urn:cts:greekLit:tlg0012.tlg001.msA:11.734
urn:cite:hmt:venAsign.1540.v1	urn:cts:greekLit:tlg0012.tlg001.msA:11.735
urn:cite:hmt:venAsign.1541.v1	urn:cts:greekLit:tlg0012.tlg001.msA:11.737
urn:cite:hmt:venAsign.1542.v1	urn:cts:greekLit:tlg0012.tlg001.msA:11.747
urn:cite:hmt:venAsign.1543.v1	urn:cts:greekLit:tlg0012.tlg001.msA:11.750
urn:cite:hmt:venAsign.1544.v1	urn:cts:greekLit:tlg0012.tlg001.msA:11.751
urn:cite:hmt:venAsign.1545.v1	urn:cts:greekLit:tlg0012.tlg001.msA:11.752
urn:cite:hmt:venAsign.1546.v1	urn:cts:greekLit:tlg0012.tlg001.msA:11.754
urn:cite:hmt:venAsign.1547.v1	urn:cts:greekLit:tlg0012.tlg001.msA:11.759
urn:cite:hmt:venAsign.1548.v1	urn:cts:greekLit:tlg0012.tlg001.msA:11.767
urn:cite:hmt:venAsign.1549.v1	urn:cts:greekLit:tlg0012.tlg001.msA:11.768
urn:cite:hmt:venAsign.1550.v1	urn:cts:greekLit:tlg0012.tlg001.msA:11.769
urn:cite:hmt:venAsign.1551.v1	urn:cts:greekLit:tlg0012.tlg001.msA:11.770
urn:cite:hmt:venAsign.1552.v1	urn:cts:greekLit:tlg0012.tlg001.msA:11.771
urn:cite:hmt:venAsign.1553.v1	urn:cts:greekLit:tlg0012.tlg001.msA:11.772
urn:cite:hmt:venAsign.1554.v1	urn:cts:greekLit:tlg0012.tlg001.msA:11.773
urn:cite:hmt:venAsign.1555.v1	urn:cts:greekLit:tlg0012.tlg001.msA:11.774
urn:cite:hmt:venAsign.1556.v1	urn:cts:greekLit:tlg0012.tlg001.msA:11.775
urn:cite:hmt:venAsign.1557.v1	urn:cts:greekLit:tlg0012.tlg001.msA:11.776
urn:cite:hmt:venAsign.1558.v1	urn:cts:greekLit:tlg0012.tlg001.msA:11.777
urn:cite:hmt:venAsign.1559.v1	urn:cts:greekLit:tlg0012.tlg001.msA:11.778
urn:cite:hmt:venAsign.1560.v1	urn:cts:greekLit:tlg0012.tlg001.msA:11.779
urn:cite:hmt:venAsign.1561.v1	urn:cts:greekLit:tlg0012.tlg001.msA:11.780
urn:cite:hmt:venAsign.1562.v1	urn:cts:greekLit:tlg0012.tlg001.msA:11.781
urn:cite:hmt:venAsign.1563.v1	urn:cts:greekLit:tlg0012.tlg001.msA:11.782
urn:cite:hmt:venAsign.1564.v1	urn:cts:greekLit:tlg0012.tlg001.msA:11.782
urn:cite:hmt:venAsign.1565.v1	urn:cts:greekLit:tlg0012.tlg001.msA:11.783
urn:cite:hmt:venAsign.1566.v1	urn:cts:greekLit:tlg0012.tlg001.msA:11.784
urn:cite:hmt:venAsign.1567.v1	urn:cts:greekLit:tlg0012.tlg001.msA:11.785
urn:cite:hmt:venAsign.1568.v1	urn:cts:greekLit:tlg0012.tlg001.msA:11.786
urn:cite:hmt:venAsign.1569.v1	urn:cts:greekLit:tlg0012.tlg001.msA:11.794
urn:cite:hmt:venAsign.1570.v1	urn:cts:greekLit:tlg0012.tlg001.msA:11.795
urn:cite:hmt:venAsign.1571.v1	urn:cts:greekLit:tlg0012.tlg001.msA:11.802
urn:cite:hmt:venAsign.1572.v1	urn:cts:greekLit:tlg0012.tlg001.msA:11.803
urn:cite:hmt:venAsign.1573.v1	urn:cts:greekLit:tlg0012.tlg001.msA:11.807
urn:cite:hmt:venAsign.1574.v1	urn:cts:greekLit:tlg0012.tlg001.msA:11.817
urn:cite:hmt:venAsign.1575.v1	urn:cts:greekLit:tlg0012.tlg001.msA:11.824
urn:cite:hmt:venAsign.1576.v1	urn:cts:greekLit:tlg0012.tlg001.msA:11.832
urn:cite:hmt:venAsign.1577.v1	urn:cts:greekLit:tlg0012.tlg001.msA:11.834
urn:cite:hmt:venAsign.1578.v1	urn:cts:greekLit:tlg0012.tlg001.msA:11.841
urn:cite:hmt:venAsign.1579.v1	urn:cts:greekLit:tlg0012.tlg001.msA:11.844
urn:cite:hmt:venAsign.1580.v1	urn:cts:greekLit:tlg0012.tlg001.msA:12.17
urn:cite:hmt:venAsign.1581.v1	urn:cts:greekLit:tlg0012.tlg001.msA:12.22
urn:cite:hmt:venAsign.1582.v1	urn:cts:greekLit:tlg0012.tlg001.msA:12.34
urn:cite:hmt:venAsign.1583.v1	urn:cts:greekLit:tlg0012.tlg001.msA:12.36
urn:cite:hmt:venAsign.1584.v1	urn:cts:greekLit:tlg0012.tlg001.msA:12.46
urn:cite:hmt:venAsign.1585.v1	urn:cts:greekLit:tlg0012.tlg001.msA:12.56
urn:cite:hmt:venAsign.1586.v1	urn:cts:greekLit:tlg0012.tlg001.msA:12.66
urn:cite:hmt:venAsign.1587.v1	urn:cts:greekLit:tlg0012.tlg001.msA:12.77
urn:cite:hmt:venAsign.1588.v1	urn:cts:greekLit:tlg0012.tlg001.msA:12.93
urn:cite:hmt:venAsign.1589.v1	urn:cts:greekLit:tlg0012.tlg001.msA:12.96
urn:cite:hmt:venAsign.1590.v1	urn:cts:greekLit:tlg0012.tlg001.msA:12.97
urn:cite:hmt:venAsign.1591.v1	urn:cts:greekLit:tlg0012.tlg001.msA:12.105
urn:cite:hmt:venAsign.1592.v1	urn:cts:greekLit:tlg0012.tlg001.msA:12.107
urn:cite:hmt:venAsign.1593.v1	urn:cts:greekLit:tlg0012.tlg001.msA:12.115
urn:cite:hmt:venAsign.1594.v1	urn:cts:greekLit:tlg0012.tlg001.msA:12.118
urn:cite:hmt:venAsign.1595.v1	urn:cts:greekLit:tlg0012.tlg001.msA:12.120
urn:cite:hmt:venAsign.1596.v1	urn:cts:greekLit:tlg0012.tlg001.msA:12.121
urn:cite:hmt:venAsign.1597.v1	urn:cts:greekLit:tlg0012.tlg001.msA:12.137
urn:cite:hmt:venAsign.1598.v1	urn:cts:greekLit:tlg0012.tlg001.msA:12.139
urn:cite:hmt:venAsign.1599.v1	urn:cts:greekLit:tlg0012.tlg001.msA:12.140
urn:cite:hmt:venAsign.1600.v1	urn:cts:greekLit:tlg0012.tlg001.msA:12.144
urn:cite:hmt:venAsign.1601.v1	urn:cts:greekLit:tlg0012.tlg001.msA:12.155
urn:cite:hmt:venAsign.1602.v1	urn:cts:greekLit:tlg0012.tlg001.msA:12.159
urn:cite:hmt:venAsign.1603.v1	urn:cts:greekLit:tlg0012.tlg001.msA:12.175
urn:cite:hmt:venAsign.1604.v1	urn:cts:greekLit:tlg0012.tlg001.msA:12.176
urn:cite:hmt:venAsign.1605.v1	urn:cts:greekLit:tlg0012.tlg001.msA:12.177
urn:cite:hmt:venAsign.1606.v1	urn:cts:greekLit:tlg0012.tlg001.msA:12.178
urn:cite:hmt:venAsign.1607.v1	urn:cts:greekLit:tlg0012.tlg001.msA:12.179
urn:cite:hmt:venAsign.1608.v1	urn:cts:greekLit:tlg0012.tlg001.msA:12.180
urn:cite:hmt:venAsign.1609.v1	urn:cts:greekLit:tlg0012.tlg001.msA:12.193
urn:cite:hmt:venAsign.1610.v1	urn:cts:greekLit:tlg0012.tlg001.msA:12.201
urn:cite:hmt:venAsign.1611.v1	urn:cts:greekLit:tlg0012.tlg001.msA:12.207
urn:cite:hmt:venAsign.1612.v1	urn:cts:greekLit:tlg0012.tlg001.msA:12.210
urn:cite:hmt:venAsign.1613.v1	urn:cts:greekLit:tlg0012.tlg001.msA:12.211
urn:cite:hmt:venAsign.1614.v1	urn:cts:greekLit:tlg0012.tlg001.msA:12.213
urn:cite:hmt:venAsign.1615.v1	urn:cts:greekLit:tlg0012.tlg001.msA:12.216
urn:cite:hmt:venAsign.1616.v1	urn:cts:greekLit:tlg0012.tlg001.msA:12.228
urn:cite:hmt:venAsign.1617.v1	urn:cts:greekLit:tlg0012.tlg001.msA:12.230
urn:cite:hmt:venAsign.1618.v1	urn:cts:greekLit:tlg0012.tlg001.msA:12.239
urn:cite:hmt:venAsign.1619.v1	urn:cts:greekLit:tlg0012.tlg001.msA:12.253
urn:cite:hmt:venAsign.1620.v1	urn:cts:greekLit:tlg0012.tlg001.msA:12.254
urn:cite:hmt:venAsign.1621.v1	urn:cts:greekLit:tlg0012.tlg001.msA:12.258
urn:cite:hmt:venAsign.1622.v1	urn:cts:greekLit:tlg0012.tlg001.msA:12.261
urn:cite:hmt:venAsign.1623.v1	urn:cts:greekLit:tlg0012.tlg001.msA:12.280
urn:cite:hmt:venAsign.1624.v1	urn:cts:greekLit:tlg0012.tlg001.msA:12.285
urn:cite:hmt:venAsign.1625.v1	urn:cts:greekLit:tlg0012.tlg001.msA:12.291
urn:cite:hmt:venAsign.1626.v1	urn:cts:greekLit:tlg0012.tlg001.msA:12.301
urn:cite:hmt:venAsign.1627.v1	urn:cts:greekLit:tlg0012.tlg001.msA:12.303
urn:cite:hmt:venAsign.1628.v1	urn:cts:greekLit:tlg0012.tlg001.msA:12.328
urn:cite:hmt:venAsign.1629.v1	urn:cts:greekLit:tlg0012.tlg001.msA:12.329
urn:cite:hmt:venAsign.1630.v1	urn:cts:greekLit:tlg0012.tlg001.msA:12.335
urn:cite:hmt:venAsign.1631.v1	urn:cts:greekLit:tlg0012.tlg001.msA:12.336
urn:cite:hmt:venAsign.1632.v1	urn:cts:greekLit:tlg0012.tlg001.msA:12.346
urn:cite:hmt:venAsign.1633.v1	urn:cts:greekLit:tlg0012.tlg001.msA:12.348
urn:cite:hmt:venAsign.1634.v1	urn:cts:greekLit:tlg0012.tlg001.msA:12.349
urn:cite:hmt:venAsign.1635.v1	urn:cts:greekLit:tlg0012.tlg001.msA:12.350
urn:cite:hmt:venAsign.1636.v1	urn:cts:greekLit:tlg0012.tlg001.msA:12.359
urn:cite:hmt:venAsign.1637.v1	urn:cts:greekLit:tlg0012.tlg001.msA:12.363
urn:cite:hmt:venAsign.1638.v1	urn:cts:greekLit:tlg0012.tlg001.msA:12.365
urn:cite:hmt:venAsign.1639.v1	urn:cts:greekLit:tlg0012.tlg001.msA:12.366
urn:cite:hmt:venAsign.1640.v1	urn:cts:greekLit:tlg0012.tlg001.msA:12.368
urn:cite:hmt:venAsign.1641.v1	urn:cts:greekLit:tlg0012.tlg001.msA:12.371
urn:cite:hmt:venAsign.1642.v1	urn:cts:greekLit:tlg0012.tlg001.msA:12.375
urn:cite:hmt:venAsign.1643.v1	urn:cts:greekLit:tlg0012.tlg001.msA:12.394
urn:cite:hmt:venAsign.1644.v1	urn:cts:greekLit:tlg0012.tlg001.msA:12.400
urn:cite:hmt:venAsign.1645.v1	urn:cts:greekLit:tlg0012.tlg001.msA:12.401
urn:cite:hmt:venAsign.1646.v1	urn:cts:greekLit:tlg0012.tlg001.msA:12.416
urn:cite:hmt:venAsign.1647.v1	urn:cts:greekLit:tlg0012.tlg001.msA:12.426
urn:cite:hmt:venAsign.1648.v1	urn:cts:greekLit:tlg0012.tlg001.msA:12.431
urn:cite:hmt:venAsign.1649.v1	urn:cts:greekLit:tlg0012.tlg001.msA:12.442
urn:cite:hmt:venAsign.1650.v1	urn:cts:greekLit:tlg0012.tlg001.msA:12.444
urn:cite:hmt:venAsign.1651.v1	urn:cts:greekLit:tlg0012.tlg001.msA:12.450
urn:cite:hmt:venAsign.1652.v1	urn:cts:greekLit:tlg0012.tlg001.msA:12.455
urn:cite:hmt:venAsign.1653.v1	urn:cts:greekLit:tlg0012.tlg001.msA:12.456
urn:cite:hmt:venAsign.1654.v1	urn:cts:greekLit:tlg0012.tlg001.msA:12.458
urn:cite:hmt:venAsign.1655.v1	urn:cts:greekLit:tlg0012.tlg001.msA:12.463
urn:cite:hmt:venAsign.1656.v1	urn:cts:greekLit:tlg0012.tlg001.msA:12.468
urn:cite:hmt:venAsign.1657.v1	urn:cts:greekLit:tlg0012.tlg001.msA:12.469
urn:cite:hmt:venAsign.1658.v1	urn:cts:greekLit:tlg0012.tlg001.msA:12.470
urn:cite:hmt:venAsign.1659.v1	urn:cts:greekLit:tlg0012.tlg001.msA:13.1
urn:cite:hmt:venAsign.1660.v1	urn:cts:greekLit:tlg0012.tlg001.msA:13.1
urn:cite:hmt:venAsign.1661.v1	urn:cts:greekLit:tlg0012.tlg001.msA:13.10
urn:cite:hmt:venAsign.1662.v1	urn:cts:greekLit:tlg0012.tlg001.msA:13.11
urn:cite:hmt:venAsign.1663.v1	urn:cts:greekLit:tlg0012.tlg001.msA:13.12
urn:cite:hmt:venAsign.1664.v1	urn:cts:greekLit:tlg0012.tlg001.msA:13.16
urn:cite:hmt:venAsign.1665.v1	urn:cts:greekLit:tlg0012.tlg001.msA:13.21
urn:cite:hmt:venAsign.1666.v1	urn:cts:greekLit:tlg0012.tlg001.msA:13.25
urn:cite:hmt:venAsign.1667.v1	urn:cts:greekLit:tlg0012.tlg001.msA:13.28
urn:cite:hmt:venAsign.1668.v1	urn:cts:greekLit:tlg0012.tlg001.msA:13.29
urn:cite:hmt:venAsign.1669.v1	urn:cts:greekLit:tlg0012.tlg001.msA:13.41
urn:cite:hmt:venAsign.1670.v1	urn:cts:greekLit:tlg0012.tlg001.msA:13.45
urn:cite:hmt:venAsign.1671.v1	urn:cts:greekLit:tlg0012.tlg001.msA:13.49
urn:cite:hmt:venAsign.1672.v1	urn:cts:greekLit:tlg0012.tlg001.msA:13.60
urn:cite:hmt:venAsign.1673.v1	urn:cts:greekLit:tlg0012.tlg001.msA:13.61
urn:cite:hmt:venAsign.1674.v1	urn:cts:greekLit:tlg0012.tlg001.msA:13.64
urn:cite:hmt:venAsign.1675.v1	urn:cts:greekLit:tlg0012.tlg001.msA:13.66
urn:cite:hmt:venAsign.1676.v1	urn:cts:greekLit:tlg0012.tlg001.msA:13.68
urn:cite:hmt:venAsign.1677.v1	urn:cts:greekLit:tlg0012.tlg001.msA:13.82
urn:cite:hmt:venAsign.1678.v1	urn:cts:greekLit:tlg0012.tlg001.msA:13.85
urn:cite:hmt:venAsign.1679.v1	urn:cts:greekLit:tlg0012.tlg001.msA:13.103
urn:cite:hmt:venAsign.1680.v1	urn:cts:greekLit:tlg0012.tlg001.msA:13.110
urn:cite:hmt:venAsign.1681.v1	urn:cts:greekLit:tlg0012.tlg001.msA:13.115
urn:cite:hmt:venAsign.1682.v1	urn:cts:greekLit:tlg0012.tlg001.msA:13.127
urn:cite:hmt:venAsign.1683.v1	urn:cts:greekLit:tlg0012.tlg001.msA:13.147
urn:cite:hmt:venAsign.1684.v1	urn:cts:greekLit:tlg0012.tlg001.msA:13.148
urn:cite:hmt:venAsign.1685.v1	urn:cts:greekLit:tlg0012.tlg001.msA:13.159
urn:cite:hmt:venAsign.1686.v1	urn:cts:greekLit:tlg0012.tlg001.msA:13.165
urn:cite:hmt:venAsign.1687.v1	urn:cts:greekLit:tlg0012.tlg001.msA:13.166
urn:cite:hmt:venAsign.1688.v1	urn:cts:greekLit:tlg0012.tlg001.msA:13.172
urn:cite:hmt:venAsign.1689.v1	urn:cts:greekLit:tlg0012.tlg001.msA:13.197
urn:cite:hmt:venAsign.1690.v1	urn:cts:greekLit:tlg0012.tlg001.msA:13.203
urn:cite:hmt:venAsign.1691.v1	urn:cts:greekLit:tlg0012.tlg001.msA:13.213
urn:cite:hmt:venAsign.1692.v1	urn:cts:greekLit:tlg0012.tlg001.msA:13.217
urn:cite:hmt:venAsign.1693.v1	urn:cts:greekLit:tlg0012.tlg001.msA:13.222
urn:cite:hmt:venAsign.1694.v1	urn:cts:greekLit:tlg0012.tlg001.msA:13.223
urn:cite:hmt:venAsign.1695.v1	urn:cts:greekLit:tlg0012.tlg001.msA:13.226
urn:cite:hmt:venAsign.1696.v1	urn:cts:greekLit:tlg0012.tlg001.msA:13.236
urn:cite:hmt:venAsign.1697.v1	urn:cts:greekLit:tlg0012.tlg001.msA:13.252
urn:cite:hmt:venAsign.1698.v1	urn:cts:greekLit:tlg0012.tlg001.msA:13.257
urn:cite:hmt:venAsign.1699.v1	urn:cts:greekLit:tlg0012.tlg001.msA:13.275
urn:cite:hmt:venAsign.1700.v1	urn:cts:greekLit:tlg0012.tlg001.msA:13.276
urn:cite:hmt:venAsign.1701.v1	urn:cts:greekLit:tlg0012.tlg001.msA:13.287
urn:cite:hmt:venAsign.1702.v1	urn:cts:greekLit:tlg0012.tlg001.msA:13.288
urn:cite:hmt:venAsign.1703.v1	urn:cts:greekLit:tlg0012.tlg001.msA:13.292
urn:cite:hmt:venAsign.1704.v1	urn:cts:greekLit:tlg0012.tlg001.msA:13.295
urn:cite:hmt:venAsign.1705.v1	urn:cts:greekLit:tlg0012.tlg001.msA:13.299
urn:cite:hmt:venAsign.1706.v1	urn:cts:greekLit:tlg0012.tlg001.msA:13.306
urn:cite:hmt:venAsign.1707.v1	urn:cts:greekLit:tlg0012.tlg001.msA:13.315
urn:cite:hmt:venAsign.1708.v1	urn:cts:greekLit:tlg0012.tlg001.msA:13.317
urn:cite:hmt:venAsign.1709.v1	urn:cts:greekLit:tlg0012.tlg001.msA:13.326
urn:cite:hmt:venAsign.1710.v1	urn:cts:greekLit:tlg0012.tlg001.msA:13.327
urn:cite:hmt:venAsign.1711.v1	urn:cts:greekLit:tlg0012.tlg001.msA:13.343
urn:cite:hmt:venAsign.1712.v1	urn:cts:greekLit:tlg0012.tlg001.msA:13.344
urn:cite:hmt:venAsign.1713.v1	urn:cts:greekLit:tlg0012.tlg001.msA:13.346
urn:cite:hmt:venAsign.1714.v1	urn:cts:greekLit:tlg0012.tlg001.msA:13.350
urn:cite:hmt:venAsign.1715.v1	urn:cts:greekLit:tlg0012.tlg001.msA:13.359
urn:cite:hmt:venAsign.1716.v1	urn:cts:greekLit:tlg0012.tlg001.msA:13.365
urn:cite:hmt:venAsign.1717.v1	urn:cts:greekLit:tlg0012.tlg001.msA:13.366
urn:cite:hmt:venAsign.1718.v1	urn:cts:greekLit:tlg0012.tlg001.msA:13.372
urn:cite:hmt:venAsign.1719.v1	urn:cts:greekLit:tlg0012.tlg001.msA:13.382
urn:cite:hmt:venAsign.1720.v1	urn:cts:greekLit:tlg0012.tlg001.msA:13.403
urn:cite:hmt:venAsign.1721.v1	urn:cts:greekLit:tlg0012.tlg001.msA:13.408
urn:cite:hmt:venAsign.1722.v1	urn:cts:greekLit:tlg0012.tlg001.msA:13.415
urn:cite:hmt:venAsign.1723.v1	urn:cts:greekLit:tlg0012.tlg001.msA:13.420
urn:cite:hmt:venAsign.1724.v1	urn:cts:greekLit:tlg0012.tlg001.msA:13.423
urn:cite:hmt:venAsign.1725.v1	urn:cts:greekLit:tlg0012.tlg001.msA:13.426
urn:cite:hmt:venAsign.1726.v1	urn:cts:greekLit:tlg0012.tlg001.msA:13.439
urn:cite:hmt:venAsign.1727.v1	urn:cts:greekLit:tlg0012.tlg001.msA:13.456
urn:cite:hmt:venAsign.1728.v1	urn:cts:greekLit:tlg0012.tlg001.msA:13.470
urn:cite:hmt:venAsign.1729.v1	urn:cts:greekLit:tlg0012.tlg001.msA:13.471
urn:cite:hmt:venAsign.1730.v1	urn:cts:greekLit:tlg0012.tlg001.msA:13.474
urn:cite:hmt:venAsign.1731.v1	urn:cts:greekLit:tlg0012.tlg001.msA:13.493
urn:cite:hmt:venAsign.1732.v1	urn:cts:greekLit:tlg0012.tlg001.msA:13.496
urn:cite:hmt:venAsign.1733.v1	urn:cts:greekLit:tlg0012.tlg001.msA:13.502
urn:cite:hmt:venAsign.1734.v1	urn:cts:greekLit:tlg0012.tlg001.msA:13.515
urn:cite:hmt:venAsign.1735.v1	urn:cts:greekLit:tlg0012.tlg001.msA:13.546
urn:cite:hmt:venAsign.1736.v1	urn:cts:greekLit:tlg0012.tlg001.msA:13.548
urn:cite:hmt:venAsign.1737.v1	urn:cts:greekLit:tlg0012.tlg001.msA:13.557
urn:cite:hmt:venAsign.1738.v1	urn:cts:greekLit:tlg0012.tlg001.msA:13.563
urn:cite:hmt:venAsign.1739.v1	urn:cts:greekLit:tlg0012.tlg001.msA:13.564
urn:cite:hmt:venAsign.1740.v1	urn:cts:greekLit:tlg0012.tlg001.msA:13.575
urn:cite:hmt:venAsign.1741.v1	urn:cts:greekLit:tlg0012.tlg001.msA:13.584
urn:cite:hmt:venAsign.1742.v1	urn:cts:greekLit:tlg0012.tlg001.msA:13.610
urn:cite:hmt:venAsign.1743.v1	urn:cts:greekLit:tlg0012.tlg001.msA:13.625
urn:cite:hmt:venAsign.1744.v1	urn:cts:greekLit:tlg0012.tlg001.msA:13.626
urn:cite:hmt:venAsign.1745.v1	urn:cts:greekLit:tlg0012.tlg001.msA:13.627
urn:cite:hmt:venAsign.1746.v1	urn:cts:greekLit:tlg0012.tlg001.msA:13.629
urn:cite:hmt:venAsign.1747.v1	urn:cts:greekLit:tlg0012.tlg001.msA:13.643
urn:cite:hmt:venAsign.1748.v1	urn:cts:greekLit:tlg0012.tlg001.msA:13.649
urn:cite:hmt:venAsign.1749.v1	urn:cts:greekLit:tlg0012.tlg001.msA:13.657
urn:cite:hmt:venAsign.1750.v1	urn:cts:greekLit:tlg0012.tlg001.msA:13.658
urn:cite:hmt:venAsign.1751.v1	urn:cts:greekLit:tlg0012.tlg001.msA:13.659
urn:cite:hmt:venAsign.1752.v1	urn:cts:greekLit:tlg0012.tlg001.msA:13.663
urn:cite:hmt:venAsign.1753.v1	urn:cts:greekLit:tlg0012.tlg001.msA:13.681
urn:cite:hmt:venAsign.1754.v1	urn:cts:greekLit:tlg0012.tlg001.msA:13.687
urn:cite:hmt:venAsign.1755.v1	urn:cts:greekLit:tlg0012.tlg001.msA:13.692
urn:cite:hmt:venAsign.1756.v1	urn:cts:greekLit:tlg0012.tlg001.msA:13.694
urn:cite:hmt:venAsign.1757.v1	urn:cts:greekLit:tlg0012.tlg001.msA:13.697
urn:cite:hmt:venAsign.1758.v1	urn:cts:greekLit:tlg0012.tlg001.msA:13.707
urn:cite:hmt:venAsign.1759.v1	urn:cts:greekLit:tlg0012.tlg001.msA:13.724
urn:cite:hmt:venAsign.1760.v1	urn:cts:greekLit:tlg0012.tlg001.msA:13.725
urn:cite:hmt:venAsign.1761.v1	urn:cts:greekLit:tlg0012.tlg001.msA:13.734
urn:cite:hmt:venAsign.1762.v1	urn:cts:greekLit:tlg0012.tlg001.msA:13.736
urn:cite:hmt:venAsign.1763.v1	urn:cts:greekLit:tlg0012.tlg001.msA:13.740
urn:cite:hmt:venAsign.1764.v1	urn:cts:greekLit:tlg0012.tlg001.msA:13.745
urn:cite:hmt:venAsign.1765.v1	urn:cts:greekLit:tlg0012.tlg001.msA:13.754
urn:cite:hmt:venAsign.1766.v1	urn:cts:greekLit:tlg0012.tlg001.msA:13.761
urn:cite:hmt:venAsign.1767.v1	urn:cts:greekLit:tlg0012.tlg001.msA:13.764
urn:cite:hmt:venAsign.1768.v1	urn:cts:greekLit:tlg0012.tlg001.msA:13.765
urn:cite:hmt:venAsign.1769.v1	urn:cts:greekLit:tlg0012.tlg001.msA:13.773
urn:cite:hmt:venAsign.1770.v1	urn:cts:greekLit:tlg0012.tlg001.msA:13.777
urn:cite:hmt:venAsign.1771.v1	urn:cts:greekLit:tlg0012.tlg001.msA:13.782
urn:cite:hmt:venAsign.1772.v1	urn:cts:greekLit:tlg0012.tlg001.msA:13.793
urn:cite:hmt:venAsign.1773.v1	urn:cts:greekLit:tlg0012.tlg001.msA:13.820
urn:cite:hmt:venAsign.1774.v1	urn:cts:greekLit:tlg0012.tlg001.msA:14.7
urn:cite:hmt:venAsign.1775.v1	urn:cts:greekLit:tlg0012.tlg001.msA:14.8
urn:cite:hmt:venAsign.1776.v1	urn:cts:greekLit:tlg0012.tlg001.msA:14.13
urn:cite:hmt:venAsign.1777.v1	urn:cts:greekLit:tlg0012.tlg001.msA:14.16
urn:cite:hmt:venAsign.1778.v1	urn:cts:greekLit:tlg0012.tlg001.msA:14.25
urn:cite:hmt:venAsign.1779.v1	urn:cts:greekLit:tlg0012.tlg001.msA:14.28
urn:cite:hmt:venAsign.1780.v1	urn:cts:greekLit:tlg0012.tlg001.msA:14.35
urn:cite:hmt:venAsign.1781.v1	urn:cts:greekLit:tlg0012.tlg001.msA:14.37
urn:cite:hmt:venAsign.1782.v1	urn:cts:greekLit:tlg0012.tlg001.msA:14.40
urn:cite:hmt:venAsign.1783.v1	urn:cts:greekLit:tlg0012.tlg001.msA:14.45
urn:cite:hmt:venAsign.1784.v1	urn:cts:greekLit:tlg0012.tlg001.msA:14.58
urn:cite:hmt:venAsign.1785.v1	urn:cts:greekLit:tlg0012.tlg001.msA:14.63
urn:cite:hmt:venAsign.1786.v1	urn:cts:greekLit:tlg0012.tlg001.msA:14.69
urn:cite:hmt:venAsign.1787.v1	urn:cts:greekLit:tlg0012.tlg001.msA:14.78
urn:cite:hmt:venAsign.1788.v1	urn:cts:greekLit:tlg0012.tlg001.msA:14.84
urn:cite:hmt:venAsign.1789.v1	urn:cts:greekLit:tlg0012.tlg001.msA:14.95
urn:cite:hmt:venAsign.1790.v1	urn:cts:greekLit:tlg0012.tlg001.msA:14.95
urn:cite:hmt:venAsign.1791.v1	urn:cts:greekLit:tlg0012.tlg001.msA:14.114
