OccurrrenceUrn.v1	TextPassage
urn:cite:hmt:venAsign.973.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.70
urn:cite:hmt:venAsign.974.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.73
urn:cite:hmt:venAsign.975.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.74
urn:cite:hmt:venAsign.976.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.89
urn:cite:hmt:venAsign.977.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.93
urn:cite:hmt:venAsign.978.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.97
urn:cite:hmt:venAsign.979.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.99
urn:cite:hmt:venAsign.980.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.106
urn:cite:hmt:venAsign.981.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.107
urn:cite:hmt:venAsign.982.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.108
urn:cite:hmt:venAsign.983.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.109
urn:cite:hmt:venAsign.984.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.114
urn:cite:hmt:venAsign.985.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.124
urn:cite:hmt:venAsign.986.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.125
urn:cite:hmt:venAsign.987.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.128
urn:cite:hmt:venAsign.988.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.130
urn:cite:hmt:venAsign.989.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.131
urn:cite:hmt:venAsign.990.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.139
urn:cite:hmt:venAsign.991.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.149
urn:cite:hmt:venAsign.992.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.150
urn:cite:hmt:venAsign.993.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.163
urn:cite:hmt:venAsign.994.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.164
urn:cite:hmt:venAsign.995.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.165
urn:cite:hmt:venAsign.996.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.166
urn:cite:hmt:venAsign.997.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.168
urn:cite:hmt:venAsign.998.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.185
urn:cite:hmt:venAsign.999.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.186
urn:cite:hmt:venAsign.1000.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.189
urn:cite:hmt:venAsign.1001.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.193
urn:cite:hmt:venAsign.1002.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.199
urn:cite:hmt:venAsign.1003.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.206
urn:cite:hmt:venAsign.1004.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.207
urn:cite:hmt:venAsign.1005.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.209
urn:cite:hmt:venAsign.1006.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.221
urn:cite:hmt:venAsign.1007.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.230
urn:cite:hmt:venAsign.1008.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.231
urn:cite:hmt:venAsign.1009.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.233
urn:cite:hmt:venAsign.1010.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.235
urn:cite:hmt:venAsign.1011.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.239
urn:cite:hmt:venAsign.1012.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.250
urn:cite:hmt:venAsign.1013.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.257
urn:cite:hmt:venAsign.1014.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.266
urn:cite:hmt:venAsign.1015.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.270
urn:cite:hmt:venAsign.1016.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.276
urn:cite:hmt:venAsign.1017.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.284
urn:cite:hmt:venAsign.1018.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.290
urn:cite:hmt:venAsign.1019.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.293
urn:cite:hmt:venAsign.1020.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.299
urn:cite:hmt:venAsign.1021.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.301
urn:cite:hmt:venAsign.1022.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.303
urn:cite:hmt:venAsign.1023.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.306
urn:cite:hmt:venAsign.1024.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.307
urn:cite:hmt:venAsign.1025.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.308
urn:cite:hmt:venAsign.1026.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.312
urn:cite:hmt:venAsign.1027.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.313
urn:cite:hmt:venAsign.1028.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.316
urn:cite:hmt:venAsign.1029.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.317
urn:cite:hmt:venAsign.1030.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.321
urn:cite:hmt:venAsign.1031.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.322
urn:cite:hmt:venAsign.1032.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.325
urn:cite:hmt:venAsign.1033.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.328
urn:cite:hmt:venAsign.1034.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.331
urn:cite:hmt:venAsign.1035.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.340
urn:cite:hmt:venAsign.1036.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.349
urn:cite:hmt:venAsign.1037.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.361
urn:cite:hmt:venAsign.1038.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.368
urn:cite:hmt:venAsign.1039.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.371
urn:cite:hmt:venAsign.1040.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.372
urn:cite:hmt:venAsign.1041.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.373
urn:cite:hmt:venAsign.1042.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.377
urn:cite:hmt:venAsign.1043.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.378
urn:cite:hmt:venAsign.1044.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.385
urn:cite:hmt:venAsign.1045.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.386
urn:cite:hmt:venAsign.1046.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.387
urn:cite:hmt:venAsign.1047.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.390
urn:cite:hmt:venAsign.1048.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.391
urn:cite:hmt:venAsign.1049.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.393
urn:cite:hmt:venAsign.1050.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.399
urn:cite:hmt:venAsign.1051.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.406
urn:cite:hmt:venAsign.1052.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.407
urn:cite:hmt:venAsign.1053.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.408
urn:cite:hmt:venAsign.1054.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.411
urn:cite:hmt:venAsign.1055.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.420
urn:cite:hmt:venAsign.1056.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.421
urn:cite:hmt:venAsign.1057.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.422
urn:cite:hmt:venAsign.1058.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.423
urn:cite:hmt:venAsign.1059.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.424
urn:cite:hmt:venAsign.1060.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.428
urn:cite:hmt:venAsign.1061.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.435
urn:cite:hmt:venAsign.1062.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.439
urn:cite:hmt:venAsign.1063.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.441
urn:cite:hmt:venAsign.1064.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.443
urn:cite:hmt:venAsign.1065.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.444
urn:cite:hmt:venAsign.1066.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.448
urn:cite:hmt:venAsign.1067.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.455
urn:cite:hmt:venAsign.1068.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.459
urn:cite:hmt:venAsign.1069.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.463
urn:cite:hmt:venAsign.1070.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.464
urn:cite:hmt:venAsign.1071.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.465
urn:cite:hmt:venAsign.1072.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.475
urn:cite:hmt:venAsign.1073.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.476
urn:cite:hmt:venAsign.1074.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.485
urn:cite:hmt:venAsign.1075.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.488
urn:cite:hmt:venAsign.1076.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.491
urn:cite:hmt:venAsign.1077.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.493
urn:cite:hmt:venAsign.1078.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.494
urn:cite:hmt:venAsign.1079.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.495
urn:cite:hmt:venAsign.1080.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.499
urn:cite:hmt:venAsign.1081.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.501
urn:cite:hmt:venAsign.1082.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.503
urn:cite:hmt:venAsign.1083.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.505
urn:cite:hmt:venAsign.1084.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.512
urn:cite:hmt:venAsign.1085.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.513
urn:cite:hmt:venAsign.1086.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.517
urn:cite:hmt:venAsign.1087.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.519
urn:cite:hmt:venAsign.1088.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.521
urn:cite:hmt:venAsign.1089.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.524
urn:cite:hmt:venAsign.1090.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.525
urn:cite:hmt:venAsign.1091.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.526
urn:cite:hmt:venAsign.1092.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.528
urn:cite:hmt:venAsign.1093.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.532
urn:cite:hmt:venAsign.1094.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.535
urn:cite:hmt:venAsign.1095.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.536
urn:cite:hmt:venAsign.1096.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.537
urn:cite:hmt:venAsign.1097.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.555
urn:cite:hmt:venAsign.1098.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.557
urn:cite:hmt:venAsign.1099.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.558
urn:cite:hmt:venAsign.1100.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.557
urn:cite:hmt:venAsign.1101.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.558
urn:cite:hmt:venAsign.1102.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.560
urn:cite:hmt:venAsign.1103.v1	urn:cts:greekLit:tlg0012.tlg001.msA:8.562
urn:cite:hmt:venAsign.1104.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.2
urn:cite:hmt:venAsign.1105.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.3
urn:cite:hmt:venAsign.1106.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.9
urn:cite:hmt:venAsign.1107.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.12
urn:cite:hmt:venAsign.1108.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.14
urn:cite:hmt:venAsign.1109.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.16
urn:cite:hmt:venAsign.1110.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.17
urn:cite:hmt:venAsign.1111.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.18
urn:cite:hmt:venAsign.1112.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.19
urn:cite:hmt:venAsign.1113.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.23
urn:cite:hmt:venAsign.1114.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.24
urn:cite:hmt:venAsign.1115.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.25
urn:cite:hmt:venAsign.1116.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.23
urn:cite:hmt:venAsign.1117.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.24
urn:cite:hmt:venAsign.1118.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.25
urn:cite:hmt:venAsign.1119.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.29
urn:cite:hmt:venAsign.1120.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.30
urn:cite:hmt:venAsign.1121.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.31
urn:cite:hmt:venAsign.1122.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.34
urn:cite:hmt:venAsign.1123.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.43
urn:cite:hmt:venAsign.1124.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.44
urn:cite:hmt:venAsign.1125.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.47
urn:cite:hmt:venAsign.1126.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.53
urn:cite:hmt:venAsign.1127.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.56
urn:cite:hmt:venAsign.1128.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.57
urn:cite:hmt:venAsign.1129.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.67
urn:cite:hmt:venAsign.1130.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.71
urn:cite:hmt:venAsign.1131.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.77
urn:cite:hmt:venAsign.1132.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.99
urn:cite:hmt:venAsign.1133.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.116
urn:cite:hmt:venAsign.1134.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.119
urn:cite:hmt:venAsign.1135.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.128
urn:cite:hmt:venAsign.1136.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.131
urn:cite:hmt:venAsign.1137.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.133
urn:cite:hmt:venAsign.1138.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.137
urn:cite:hmt:venAsign.1139.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.140
urn:cite:hmt:venAsign.1140.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.141
urn:cite:hmt:venAsign.1141.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.145
urn:cite:hmt:venAsign.1142.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.146
urn:cite:hmt:venAsign.1143.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.147
urn:cite:hmt:venAsign.1144.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.148
urn:cite:hmt:venAsign.1145.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.153
urn:cite:hmt:venAsign.1146.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.156
urn:cite:hmt:venAsign.1147.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.160
urn:cite:hmt:venAsign.1148.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.165
urn:cite:hmt:venAsign.1149.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.168
urn:cite:hmt:venAsign.1150.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.169
urn:cite:hmt:venAsign.1151.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.170
urn:cite:hmt:venAsign.1152.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.171
urn:cite:hmt:venAsign.1153.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.180
urn:cite:hmt:venAsign.1154.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.182
urn:cite:hmt:venAsign.1155.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.188
urn:cite:hmt:venAsign.1156.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.190
urn:cite:hmt:venAsign.1157.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.192
urn:cite:hmt:venAsign.1158.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.197
urn:cite:hmt:venAsign.1159.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.206
urn:cite:hmt:venAsign.1160.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.209
urn:cite:hmt:venAsign.1161.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.212
urn:cite:hmt:venAsign.1162.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.219
urn:cite:hmt:venAsign.1163.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.222
urn:cite:hmt:venAsign.1164.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.224
urn:cite:hmt:venAsign.1165.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.225
urn:cite:hmt:venAsign.1166.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.236
urn:cite:hmt:venAsign.1167.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.241
urn:cite:hmt:venAsign.1168.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.242
urn:cite:hmt:venAsign.1169.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.246
urn:cite:hmt:venAsign.1170.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.254
urn:cite:hmt:venAsign.1171.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.261
urn:cite:hmt:venAsign.1172.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.262
urn:cite:hmt:venAsign.1173.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.271
urn:cite:hmt:venAsign.1174.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.297
urn:cite:hmt:venAsign.1175.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.313
urn:cite:hmt:venAsign.1176.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.325
urn:cite:hmt:venAsign.1177.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.327
urn:cite:hmt:venAsign.1178.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.338
urn:cite:hmt:venAsign.1179.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.347
urn:cite:hmt:venAsign.1180.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.354
urn:cite:hmt:venAsign.1181.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.364
urn:cite:hmt:venAsign.1182.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.367
urn:cite:hmt:venAsign.1183.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.378
urn:cite:hmt:venAsign.1184.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.383
urn:cite:hmt:venAsign.1185.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.385
urn:cite:hmt:venAsign.1186.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.392
urn:cite:hmt:venAsign.1187.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.395
urn:cite:hmt:venAsign.1188.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.401
urn:cite:hmt:venAsign.1189.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.404
urn:cite:hmt:venAsign.1190.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.405
urn:cite:hmt:venAsign.1191.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.416
urn:cite:hmt:venAsign.1192.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.419
urn:cite:hmt:venAsign.1193.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.446
urn:cite:hmt:venAsign.1194.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.447
urn:cite:hmt:venAsign.1195.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.455
urn:cite:hmt:venAsign.1196.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.456
urn:cite:hmt:venAsign.1197.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.457
urn:cite:hmt:venAsign.1198.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.473
urn:cite:hmt:venAsign.1199.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.475
urn:cite:hmt:venAsign.1200.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.478
urn:cite:hmt:venAsign.1201.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.481
urn:cite:hmt:venAsign.1202.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.505
urn:cite:hmt:venAsign.1203.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.506
urn:cite:hmt:venAsign.1204.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.509
urn:cite:hmt:venAsign.1205.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.520
urn:cite:hmt:venAsign.1206.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.527
urn:cite:hmt:venAsign.1207.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.528
urn:cite:hmt:venAsign.1208.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.531
urn:cite:hmt:venAsign.1209.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.537
urn:cite:hmt:venAsign.1210.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.540
urn:cite:hmt:venAsign.1211.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.541
urn:cite:hmt:venAsign.1212.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.542
urn:cite:hmt:venAsign.1213.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.546
urn:cite:hmt:venAsign.1214.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.554
urn:cite:hmt:venAsign.1215.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.562
urn:cite:hmt:venAsign.1216.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.567
urn:cite:hmt:venAsign.1217.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.568
urn:cite:hmt:venAsign.1218.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.569
urn:cite:hmt:venAsign.1219.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.571
urn:cite:hmt:venAsign.1220.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.575
urn:cite:hmt:venAsign.1221.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.578
urn:cite:hmt:venAsign.1222.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.586
urn:cite:hmt:venAsign.1223.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.593
urn:cite:hmt:venAsign.1224.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.594
urn:cite:hmt:venAsign.1225.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.598
urn:cite:hmt:venAsign.1226.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.605
urn:cite:hmt:venAsign.1227.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.607
urn:cite:hmt:venAsign.1228.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.612
urn:cite:hmt:venAsign.1229.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.616
urn:cite:hmt:venAsign.1230.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.619
urn:cite:hmt:venAsign.1231.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.621
urn:cite:hmt:venAsign.1232.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.622
urn:cite:hmt:venAsign.1233.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.625
urn:cite:hmt:venAsign.1234.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.632
urn:cite:hmt:venAsign.1235.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.638
urn:cite:hmt:venAsign.1236.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.641
urn:cite:hmt:venAsign.1237.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.653
urn:cite:hmt:venAsign.1238.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.656
urn:cite:hmt:venAsign.1239.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.657
urn:cite:hmt:venAsign.1240.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.664
urn:cite:hmt:venAsign.1241.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.668
urn:cite:hmt:venAsign.1242.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.680
urn:cite:hmt:venAsign.1243.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.682
urn:cite:hmt:venAsign.1244.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.685
urn:cite:hmt:venAsign.1245.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.686
urn:cite:hmt:venAsign.1246.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.688
urn:cite:hmt:venAsign.1247.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.689
urn:cite:hmt:venAsign.1248.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.690
urn:cite:hmt:venAsign.1249.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.691
urn:cite:hmt:venAsign.1250.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.692
urn:cite:hmt:venAsign.1251.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.694
urn:cite:hmt:venAsign.1252.v1	urn:cts:greekLit:tlg0012.tlg001.msA:9.694
