Passage	Sign
urn:cts:greekLit:tlg0012.tlg001.msA:2.612	urn:cite:hmt:critsigns.dotteddiple
urn:cts:greekLit:tlg0012.tlg001.msA:2.613	urn:cite:hmt:critsigns.dotteddiple
urn:cts:greekLit:tlg0012.tlg001.msA:2.614	urn:cite:hmt:critsigns.dotteddiple
urn:cts:greekLit:tlg0012.tlg001.msA:2.616	urn:cite:hmt:critsigns.dotteddiple
urn:cts:greekLit:tlg0012.tlg001.msA:2.621	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:2.625	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:2.626	urn:cite:hmt:critsigns.dotteddiple
urn:cts:greekLit:tlg0012.tlg001.msA:2.629	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:2.631	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:2.634	urn:cite:hmt:critsigns.dotteddiple
urn:cts:greekLit:tlg0012.tlg001.msA:2.641	urn:cite:hmt:critsigns.dotteddiple
urn:cts:greekLit:tlg0012.tlg001.msA:2.642	urn:cite:hmt:critsigns.dotteddiple
urn:cts:greekLit:tlg0012.tlg001.msA:2.649	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:2.658	urn:cite:hmt:critsigns.dotteddiple
urn:cts:greekLit:tlg0012.tlg001.msA:2.659	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:2.667	urn:cite:hmt:critsigns.dotteddiple
urn:cts:greekLit:tlg0012.tlg001.msA:2.668	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:2.669	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:2.670	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:2.673	urn:cite:hmt:critsigns.dotteddiple
urn:cts:greekLit:tlg0012.tlg001.msA:2.674	urn:cite:hmt:critsigns.dotteddiple
urn:cts:greekLit:tlg0012.tlg001.msA:2.675	urn:cite:hmt:critsigns.dotteddiple
urn:cts:greekLit:tlg0012.tlg001.msA:2.681	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:2.684	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:2.689	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:2.690	urn:cite:hmt:critsigns.dotteddiple
urn:cts:greekLit:tlg0012.tlg001.msA:2.694	urn:cite:hmt:critsigns.dotteddiple
urn:cts:greekLit:tlg0012.tlg001.msA:2.696	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:2.697	urn:cite:hmt:critsigns.dotteddiple
urn:cts:greekLit:tlg0012.tlg001.msA:2.701	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:2.718	urn:cite:hmt:critsigns.dotteddiple
urn:cts:greekLit:tlg0012.tlg001.msA:2.722	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:2.724	urn:cite:hmt:critsigns.dotteddiple
urn:cts:greekLit:tlg0012.tlg001.msA:2.725	urn:cite:hmt:critsigns.dotteddiple
urn:cts:greekLit:tlg0012.tlg001.msA:2.727	urn:cite:hmt:critsigns.dotteddiple
urn:cts:greekLit:tlg0012.tlg001.msA:2.730	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:2.741	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:2.742	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:2.745	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:2.763	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:2.767	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:2.791	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:2.792	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:2.793	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:2.794	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:2.795	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:2.801	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:2.802	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:2.807	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:2.809	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:2.819	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:2.820	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:2.827	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:2.837	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:2.838	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:2.839	urn:cite:hmt:critsigns.dotteddiple
urn:cts:greekLit:tlg0012.tlg001.msA:2.850	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:2.851	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:2.852	urn:cite:hmt:critsigns.dotteddiple
urn:cts:greekLit:tlg0012.tlg001.msA:2.856	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:2.860	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:2.861	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:2.863	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:2.867	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:2.871	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:2.872	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:2.874	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:2.875	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:3.3	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:3.4	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:3.5	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:3.6	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:3.10	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:3.11	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:3.13	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:3.18	urn:cite:hmt:critsigns.dotteddiple
urn:cts:greekLit:tlg0012.tlg001.msA:3.19	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:3.20	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:3.25	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:3.28	urn:cite:hmt:critsigns.dotteddiple
urn:cts:greekLit:tlg0012.tlg001.msA:3.31	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:3.36	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:3.44	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:3.48	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:3.49	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:3.54	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:3.56	urn:cite:hmt:critsigns.dotteddiple
urn:cts:greekLit:tlg0012.tlg001.msA:3.65	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:3.71	urn:cite:hmt:critsigns.dotteddiple
urn:cts:greekLit:tlg0012.tlg001.msA:3.74	urn:cite:hmt:critsigns.dotteddiple
urn:cts:greekLit:tlg0012.tlg001.msA:3.80	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:3.82	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:3.83	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:3.92	urn:cite:hmt:critsigns.dotteddiple
urn:cts:greekLit:tlg0012.tlg001.msA:3.99	urn:cite:hmt:critsigns.dotteddiple
urn:cts:greekLit:tlg0012.tlg001.msA:3.100	urn:cite:hmt:critsigns.dotteddiple
urn:cts:greekLit:tlg0012.tlg001.msA:3.103	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:3.104	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:3.105	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:3.108	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:3.109	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:3.110	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:3.122	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:3.126	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:3.138	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:3.144	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:3.144	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:3.152	urn:cite:hmt:critsigns.dotteddiple
urn:cts:greekLit:tlg0012.tlg001.msA:3.155	urn:cite:hmt:critsigns.dotteddiple
urn:cts:greekLit:tlg0012.tlg001.msA:3.163	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:3.184	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:3.205	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:3.206	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:3.207	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:3.211	urn:cite:hmt:critsigns.dotteddiple
urn:cts:greekLit:tlg0012.tlg001.msA:3.219	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:3.224	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:3.230	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:3.244	urn:cite:hmt:critsigns.dotteddiple
urn:cts:greekLit:tlg0012.tlg001.msA:3.250	urn:cite:hmt:critsigns.dotteddiple
urn:cts:greekLit:tlg0012.tlg001.msA:3.257	urn:cite:hmt:critsigns.asteriskos
urn:cts:greekLit:tlg0012.tlg001.msA:3.261	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:3.263	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:3.270	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:3.271	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:3.273	urn:cite:hmt:critsigns.dotteddiple
urn:cts:greekLit:tlg0012.tlg001.msA:3.276	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:3.277	urn:cite:hmt:critsigns.dotteddiple
urn:cts:greekLit:tlg0012.tlg001.msA:3.278	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:3.279	urn:cite:hmt:critsigns.dotteddiple
urn:cts:greekLit:tlg0012.tlg001.msA:3.280	urn:cite:hmt:critsigns.dotteddiple
urn:cts:greekLit:tlg0012.tlg001.msA:3.286	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:3.297	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:3.305	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:3.325	urn:cite:hmt:critsigns.dotteddiple
urn:cts:greekLit:tlg0012.tlg001.msA:3.333	urn:cite:hmt:critsigns.dotteddiple
urn:cts:greekLit:tlg0012.tlg001.msA:3.334	urn:cite:hmt:critsigns.dotteddiple
urn:cts:greekLit:tlg0012.tlg001.msA:3.335	urn:cite:hmt:critsigns.dotteddiple
urn:cts:greekLit:tlg0012.tlg001.msA:3.339	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:3.352	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:3.354	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:3.361	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:3.364	urn:cite:hmt:critsigns.dotteddiple
urn:cts:greekLit:tlg0012.tlg001.msA:3.368	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:3.380	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:3.391	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:3.392	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:3.395	urn:cite:hmt:critsigns.dotteddiple
urn:cts:greekLit:tlg0012.tlg001.msA:3.396	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:3.397	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:3.398	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:3.399	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:3.400	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:3.401	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:3.402	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:3.403	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:3.404	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:3.405	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:3.406	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:3.407	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:3.408	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:3.409	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:3.410	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:3.411	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:3.412	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:3.413	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:3.414	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:3.415	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:3.416	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:3.417	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:3.418	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:3.423	
urn:cts:greekLit:tlg0012.tlg001.msA:3.424	urn:cite:hmt:critsigns.dotteddiple
urn:cts:greekLit:tlg0012.tlg001.msA:3.425	urn:cite:hmt:critsigns.dotteddiple
urn:cts:greekLit:tlg0012.tlg001.msA:3.426	urn:cite:hmt:critsigns.dotteddiple
urn:cts:greekLit:tlg0012.tlg001.msA:3.432	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:3.433	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:3.434	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:3.435	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:3.436	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:3.445	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:3.459	urn:cite:hmt:critsigns.dotteddiple
urn:cts:greekLit:tlg0012.tlg001.msA:3.460	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:4.2	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:4.3	urn:cite:hmt:critsigns.dotteddiple
urn:cts:greekLit:tlg0012.tlg001.msA:4.4	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:4.21	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:4.22	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:4.45	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:4.46	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:4.52	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:4.55	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:4.56	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:4.59	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:4.60	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:4.64	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:4.71	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:4.74	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:4.88	urn:cite:hmt:critsigns.dotteddiple
urn:cts:greekLit:tlg0012.tlg001.msA:4.89	urn:cite:hmt:critsigns.dotteddiple
urn:cts:greekLit:tlg0012.tlg001.msA:4.100	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:4.101	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:4.102	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:4.108	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:4.117	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:4.123	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:4.133	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:4.135	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:4.138	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:4.139	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:4.140	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:4.141	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:4.154	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:4.157	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:4.159	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:4.161	urn:cite:hmt:critsigns.dotteddiple
urn:cts:greekLit:tlg0012.tlg001.msA:4.164	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:4.167	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:4.171	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:4.174	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:4.176	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:4.182	urn:cite:hmt:critsigns.dotteddiple
urn:cts:greekLit:tlg0012.tlg001.msA:4.187	urn:cite:hmt:critsigns.dotteddiple
urn:cts:greekLit:tlg0012.tlg001.msA:4.191	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:4.195	urn:cite:hmt:critsigns.asteriskos
urn:cts:greekLit:tlg0012.tlg001.msA:4.195	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:4.196	urn:cite:hmt:critsigns.asteriskos
urn:cts:greekLit:tlg0012.tlg001.msA:4.197	urn:cite:hmt:critsigns.asteriskos
urn:cts:greekLit:tlg0012.tlg001.msA:4.197	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:4.205	urn:cite:hmt:critsigns.asteriskos
urn:cts:greekLit:tlg0012.tlg001.msA:4.206	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:4.208	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:4.216	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:4.226	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:4.228	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:4.232	urn:cite:hmt:critsigns.dotteddiple
urn:cts:greekLit:tlg0012.tlg001.msA:4.243	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:4.244	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:4.246	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:4.251	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:4.262	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:4.273	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:4.277	urn:cite:hmt:critsigns.dotteddiple
urn:cts:greekLit:tlg0012.tlg001.msA:4.282	urn:cite:hmt:critsigns.dotteddiple
urn:cts:greekLit:tlg0012.tlg001.msA:4.295	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:4.302	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:4.307	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:4.315	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:4.320	urn:cite:hmt:critsigns.obelos※
urn:cts:greekLit:tlg0012.tlg001.msA:4.325	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:4.331	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:4.339	urn:cite:hmt:critsigns.dotteddiple
urn:cts:greekLit:tlg0012.tlg001.msA:4.343	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:4.345	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:4.346	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:4.354	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:4.357	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:4.377	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:4.384	urn:cite:hmt:critsigns.dotteddiple
urn:cts:greekLit:tlg0012.tlg001.msA:4.390	urn:cite:hmt:critsigns.asteriskos
urn:cts:greekLit:tlg0012.tlg001.msA:4.407	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:4.408	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:4.409	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:4.412	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:4.416	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:4.429	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:4.439	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:4.440	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:4.448	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:4.451	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:4.456	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:4.457	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:4.458	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:4.463	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:4.478	urn:cite:hmt:critsigns.dotteddiple
urn:cts:greekLit:tlg0012.tlg001.msA:4.487	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:4.491	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:4.500	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:4.502	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:4.513	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:4.521	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:4.527	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:4.535	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:4.539	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:4.540	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:5.5	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:5.6	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:5.14	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:5.17	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:5.21	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:5.28	urn:cite:hmt:critsigns.diple
