Passage	Sign
urn:cts:greekLit:tlg0012.tlg001.msA:11.545	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:11.548	urn:cite:hmt:critsigns.dotteddiple
urn:cts:greekLit:tlg0012.tlg001.msA:11.557	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:11.559	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:11.562	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:11.568	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:11.572	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:11.574	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:11.583	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:11.589	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:11.600	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:11.601	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:11.604	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:11.606	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:11.612	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:11.620	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:11.621	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:11.622	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:11.630	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:11.632	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:11.635	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:11.636	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:11.650	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:11.659	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:11.667	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:11.683	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:11.688	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:11.689	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:11.692	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:11.694	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:11.697	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:11.699	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:11.705	urn:cite:hmt:critsigns.asteriskos
urn:cts:greekLit:tlg0012.tlg001.msA:11.705	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:11.709	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:11.711	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:11.730	urn:cite:hmt:critsigns.dotteddiple
urn:cts:greekLit:tlg0012.tlg001.msA:11.734	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:11.735	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:11.737	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:11.747	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:11.750	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:11.751	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:11.752	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:11.754	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:11.759	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:11.767	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:11.768	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:11.769	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:11.770	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:11.771	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:11.772	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:11.773	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:11.774	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:11.775	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:11.776	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:11.777	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:11.778	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:11.779	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:11.780	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:11.781	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:11.782	
urn:cts:greekLit:tlg0012.tlg001.msA:11.783	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:11.784	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:11.785	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:11.786	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:11.794	urn:cite:hmt:critsigns.dotteddiple
urn:cts:greekLit:tlg0012.tlg001.msA:11.795	urn:cite:hmt:critsigns.dotteddiple
urn:cts:greekLit:tlg0012.tlg001.msA:11.802	urn:cite:hmt:critsigns.obelos※
urn:cts:greekLit:tlg0012.tlg001.msA:11.803	urn:cite:hmt:critsigns.obelos※
urn:cts:greekLit:tlg0012.tlg001.msA:11.807	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:11.817	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:11.824	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:11.832	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:11.834	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:11.841	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:11.844	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:12.17	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:12.22	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:12.34	urn:cite:hmt:critsigns.dotteddiple
urn:cts:greekLit:tlg0012.tlg001.msA:12.36	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:12.46	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:12.56	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:12.66	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:12.77	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:12.93	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:12.96	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:12.97	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:12.105	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:12.107	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:12.115	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:12.118	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:12.120	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:12.121	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:12.137	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:12.139	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:12.140	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:12.144	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:12.155	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:12.159	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:12.175	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:12.176	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:12.177	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:12.178	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:12.179	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:12.180	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:12.193	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:12.201	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:12.207	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:12.210	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:12.211	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:12.213	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:12.216	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:12.228	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:12.230	urn:cite:hmt:critsigns.dotteddiple
urn:cts:greekLit:tlg0012.tlg001.msA:12.239	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:12.253	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:12.254	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:12.258	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:12.261	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:12.280	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:12.285	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:12.291	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:12.301	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:12.303	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:12.328	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:12.329	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:12.335	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:12.336	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:12.346	urn:cite:hmt:critsigns.dotteddiple
urn:cts:greekLit:tlg0012.tlg001.msA:12.348	urn:cite:hmt:critsigns.dotteddiple
urn:cts:greekLit:tlg0012.tlg001.msA:12.349	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:12.350	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:12.359	urn:cite:hmt:critsigns.dotteddiple
urn:cts:greekLit:tlg0012.tlg001.msA:12.363	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:12.365	urn:cite:hmt:critsigns.dotteddiple
urn:cts:greekLit:tlg0012.tlg001.msA:12.366	urn:cite:hmt:critsigns.dotteddiple
urn:cts:greekLit:tlg0012.tlg001.msA:12.368	urn:cite:hmt:critsigns.dotteddiple
urn:cts:greekLit:tlg0012.tlg001.msA:12.371	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:12.375	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:12.394	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:12.400	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:12.401	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:12.416	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:12.426	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:12.431	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:12.442	urn:cite:hmt:critsigns.dotteddiple
urn:cts:greekLit:tlg0012.tlg001.msA:12.444	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:12.450	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:12.455	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:12.456	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:12.458	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:12.463	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:12.468	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:12.469	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:12.470	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:13.1	urn:cite:hmt:critsigns.asteriskos
urn:cts:greekLit:tlg0012.tlg001.msA:13.1	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:13.10	urn:cite:hmt:critsigns.dotteddiple
urn:cts:greekLit:tlg0012.tlg001.msA:13.11	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:13.12	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:13.16	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:13.21	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:13.25	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:13.28	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:13.29	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:13.41	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:13.45	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:13.49	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:13.60	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:13.61	urn:cite:hmt:critsigns.asteriskos
urn:cts:greekLit:tlg0012.tlg001.msA:13.64	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:13.66	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:13.68	urn:cite:hmt:critsigns.dotteddiple
urn:cts:greekLit:tlg0012.tlg001.msA:13.82	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:13.85	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:13.103	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:13.110	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:13.115	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:13.127	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:13.147	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:13.148	urn:cite:hmt:critsigns.dotteddiple
urn:cts:greekLit:tlg0012.tlg001.msA:13.159	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:13.165	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:13.166	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:13.172	urn:cite:hmt:critsigns.dotteddiple
urn:cts:greekLit:tlg0012.tlg001.msA:13.197	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:13.203	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:13.213	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:13.217	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:13.222	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:13.223	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:13.226	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:13.236	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:13.252	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:13.257	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:13.275	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:13.276	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:13.287	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:13.288	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:13.292	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:13.295	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:13.299	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:13.306	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:13.315	urn:cite:hmt:critsigns.dotteddiple
urn:cts:greekLit:tlg0012.tlg001.msA:13.317	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:13.326	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:13.327	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:13.343	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:13.344	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:13.346	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:13.350	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:13.359	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:13.365	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:13.366	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:13.372	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:13.382	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:13.403	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:13.408	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:13.415	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:13.420	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:13.423	urn:cite:hmt:critsigns.dotteddiple
urn:cts:greekLit:tlg0012.tlg001.msA:13.426	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:13.439	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:13.456	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:13.470	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:13.471	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:13.474	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:13.493	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:13.496	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:13.502	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:13.515	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:13.546	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:13.548	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:13.557	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:13.563	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:13.564	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:13.575	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:13.584	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:13.610	urn:cite:hmt:critsigns.dotteddiple
urn:cts:greekLit:tlg0012.tlg001.msA:13.625	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:13.626	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:13.627	urn:cite:hmt:critsigns.dotteddiple
urn:cts:greekLit:tlg0012.tlg001.msA:13.629	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:13.643	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:13.649	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:13.657	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:13.658	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:13.659	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:13.663	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:13.681	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:13.687	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:13.692	urn:cite:hmt:critsigns.dotteddiple
urn:cts:greekLit:tlg0012.tlg001.msA:13.694	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:13.697	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:13.707	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:13.724	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:13.725	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:13.734	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:13.736	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:13.740	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:13.745	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:13.754	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:13.761	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:13.764	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:13.765	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:13.773	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:13.777	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:13.782	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:13.793	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:13.820	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:14.7	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:14.8	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:14.13	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:14.16	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:14.25	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:14.28	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:14.35	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:14.37	urn:cite:hmt:critsigns.dotteddiple
urn:cts:greekLit:tlg0012.tlg001.msA:14.40	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:14.45	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:14.58	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:14.63	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:14.69	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:14.78	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:14.84	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:14.95	urn:cite:hmt:critsigns.asteriskos
urn:cts:greekLit:tlg0012.tlg001.msA:14.95	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:14.114	urn:cite:hmt:critsigns.obelos
urn:cts:greekLit:tlg0012.tlg001.msA:14.114	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:14.117	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:14.118	urn:cite:hmt:critsigns.dotteddiple
urn:cts:greekLit:tlg0012.tlg001.msA:14.124	urn:cite:hmt:critsigns.diple
urn:cts:greekLit:tlg0012.tlg001.msA:14.125	urn:cite:hmt:critsigns.diple
