OccurrenceUrn	Sequence	CriticalSign	TextPassage
urn:cite:hmt:venAsign.1516.v1	1516	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.612
urn:cite:hmt:venAsign.1517.v1	1517	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.620
urn:cite:hmt:venAsign.1518.v1	1518	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.621
urn:cite:hmt:venAsign.1519.v1	1519	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.622
urn:cite:hmt:venAsign.1520.v1	1520	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.630
urn:cite:hmt:venAsign.1521.v1	1521	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.632
urn:cite:hmt:venAsign.1522.v1	1522	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.635
urn:cite:hmt:venAsign.1523.v1	1523	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.636
urn:cite:hmt:venAsign.1524.v1	1524	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.650
urn:cite:hmt:venAsign.1525.v1	1525	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.659
urn:cite:hmt:venAsign.1526.v1	1526	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.667
urn:cite:hmt:venAsign.1527.v1	1527	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.683
urn:cite:hmt:venAsign.1528.v1	1528	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.688
urn:cite:hmt:venAsign.1529.v1	1529	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.689
urn:cite:hmt:venAsign.1530.v1	1530	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.692
urn:cite:hmt:venAsign.1531.v1	1531	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.694
urn:cite:hmt:venAsign.1532.v1	1532	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.697
urn:cite:hmt:venAsign.1533.v1	1533	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.699
urn:cite:hmt:venAsign.1534.v1	1534	urn:cite:hmt:critsigns.asterisk	urn:cts:greekLit:tlg0012.tlg001.msA:11.705
urn:cite:hmt:venAsign.1535.v1	1535	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:11.705
urn:cite:hmt:venAsign.1536.v1	1536	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.709
urn:cite:hmt:venAsign.1537.v1	1537	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.711
urn:cite:hmt:venAsign.1538.v1	1538	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:11.730
urn:cite:hmt:venAsign.1539.v1	1539	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.734
urn:cite:hmt:venAsign.1540.v1	1540	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.735
urn:cite:hmt:venAsign.1541.v1	1541	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.737
urn:cite:hmt:venAsign.1542.v1	1542	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.747
urn:cite:hmt:venAsign.1543.v1	1543	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.750
urn:cite:hmt:venAsign.1544.v1	1544	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.751
urn:cite:hmt:venAsign.1545.v1	1545	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.752
urn:cite:hmt:venAsign.1546.v1	1546	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.754
urn:cite:hmt:venAsign.1547.v1	1547	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.759
urn:cite:hmt:venAsign.1548.v1	1548	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:11.767
urn:cite:hmt:venAsign.1549.v1	1549	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:11.768
urn:cite:hmt:venAsign.1550.v1	1550	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:11.769
urn:cite:hmt:venAsign.1551.v1	1551	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:11.770
urn:cite:hmt:venAsign.1552.v1	1552	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:11.771
urn:cite:hmt:venAsign.1553.v1	1553	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:11.772
urn:cite:hmt:venAsign.1554.v1	1554	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:11.773
urn:cite:hmt:venAsign.1555.v1	1555	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:11.774
urn:cite:hmt:venAsign.1556.v1	1556	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:11.775
urn:cite:hmt:venAsign.1557.v1	1557	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:11.776
urn:cite:hmt:venAsign.1558.v1	1558	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:11.777
urn:cite:hmt:venAsign.1559.v1	1559	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:11.778
urn:cite:hmt:venAsign.1560.v1	1560	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:11.779
urn:cite:hmt:venAsign.1561.v1	1561	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:11.780
urn:cite:hmt:venAsign.1562.v1	1562	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:11.781
urn:cite:hmt:venAsign.1563.v1	1563	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:11.782
urn:cite:hmt:venAsign.1564.v1	1564	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:11.782
urn:cite:hmt:venAsign.1565.v1	1565	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:11.783
urn:cite:hmt:venAsign.1566.v1	1566	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:11.784
urn:cite:hmt:venAsign.1567.v1	1567	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:11.785
urn:cite:hmt:venAsign.1568.v1	1568	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.786
urn:cite:hmt:venAsign.1569.v1	1569	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:11.794
urn:cite:hmt:venAsign.1570.v1	1570	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:11.795
urn:cite:hmt:venAsign.1571.v1	1571	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:11.802
urn:cite:hmt:venAsign.1572.v1	1572	urn:cite:hmt:critsigns.asterisk	urn:cts:greekLit:tlg0012.tlg001.msA:11.803
urn:cite:hmt:venAsign.1573.v1	1573	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.807
urn:cite:hmt:venAsign.1574.v1	1574	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.817
urn:cite:hmt:venAsign.1575.v1	1575	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.824
urn:cite:hmt:venAsign.1576.v1	1576	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.832
urn:cite:hmt:venAsign.1577.v1	1577	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.834
urn:cite:hmt:venAsign.1578.v1	1578	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.841
urn:cite:hmt:venAsign.1579.v1	1579	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:11.844
urn:cite:hmt:venAsign.1580.v1	1580	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:12.17
urn:cite:hmt:venAsign.1581.v1	1581	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:12.22
urn:cite:hmt:venAsign.1582.v1	1582	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:12.34
urn:cite:hmt:venAsign.1583.v1	1583	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:12.36
urn:cite:hmt:venAsign.1584.v1	1584	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:12.46
urn:cite:hmt:venAsign.1585.v1	1585	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:12.56
urn:cite:hmt:venAsign.1586.v1	1586	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:12.66
urn:cite:hmt:venAsign.1587.v1	1587	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:12.77
urn:cite:hmt:venAsign.1588.v1	1588	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:12.93
urn:cite:hmt:venAsign.1589.v1	1589	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:12.96
urn:cite:hmt:venAsign.1590.v1	1590	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:12.97
urn:cite:hmt:venAsign.1591.v1	1591	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:12.105
urn:cite:hmt:venAsign.1592.v1	1592	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:12.107
urn:cite:hmt:venAsign.1593.v1	1593	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:12.115
urn:cite:hmt:venAsign.1594.v1	1594	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:12.118
urn:cite:hmt:venAsign.1595.v1	1595	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:12.120
urn:cite:hmt:venAsign.1596.v1	1596	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:12.121
urn:cite:hmt:venAsign.1597.v1	1597	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:12.137
urn:cite:hmt:venAsign.1598.v1	1598	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:12.139
urn:cite:hmt:venAsign.1599.v1	1599	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:12.140
urn:cite:hmt:venAsign.1600.v1	1600	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:12.144
urn:cite:hmt:venAsign.1601.v1	1601	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:12.155
urn:cite:hmt:venAsign.1602.v1	1602	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:12.159
urn:cite:hmt:venAsign.1603.v1	1603	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:12.175
urn:cite:hmt:venAsign.1604.v1	1604	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:12.176
urn:cite:hmt:venAsign.1605.v1	1605	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:12.177
urn:cite:hmt:venAsign.1606.v1	1606	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:12.178
urn:cite:hmt:venAsign.1607.v1	1607	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:12.179
urn:cite:hmt:venAsign.1608.v1	1608	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:12.180
urn:cite:hmt:venAsign.1609.v1	1609	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:12.193
urn:cite:hmt:venAsign.1610.v1	1610	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:12.201
urn:cite:hmt:venAsign.1611.v1	1611	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:12.207
urn:cite:hmt:venAsign.1612.v1	1612	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:12.210
urn:cite:hmt:venAsign.1613.v1	1613	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:12.211
urn:cite:hmt:venAsign.1614.v1	1614	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:12.213
urn:cite:hmt:venAsign.1615.v1	1615	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:12.216
urn:cite:hmt:venAsign.1616.v1	1616	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:12.228
urn:cite:hmt:venAsign.1617.v1	1617	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:12.230
urn:cite:hmt:venAsign.1618.v1	1618	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:12.239
urn:cite:hmt:venAsign.1619.v1	1619	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:12.253
urn:cite:hmt:venAsign.1620.v1	1620	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:12.254
urn:cite:hmt:venAsign.1621.v1	1621	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:12.258
urn:cite:hmt:venAsign.1622.v1	1622	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:12.261
urn:cite:hmt:venAsign.1623.v1	1623	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:12.280
urn:cite:hmt:venAsign.1624.v1	1624	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:12.285
urn:cite:hmt:venAsign.1625.v1	1625	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:12.291
urn:cite:hmt:venAsign.1626.v1	1626	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:12.301
urn:cite:hmt:venAsign.1627.v1	1627	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:12.303
urn:cite:hmt:venAsign.1628.v1	1628	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:12.328
urn:cite:hmt:venAsign.1629.v1	1629	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:12.329
urn:cite:hmt:venAsign.1630.v1	1630	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:12.335
urn:cite:hmt:venAsign.1631.v1	1631	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:12.336
urn:cite:hmt:venAsign.1632.v1	1632	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:12.346
urn:cite:hmt:venAsign.1633.v1	1633	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:12.348
urn:cite:hmt:venAsign.1634.v1	1634	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:12.349
urn:cite:hmt:venAsign.1635.v1	1635	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:12.350
urn:cite:hmt:venAsign.1636.v1	1636	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:12.359
urn:cite:hmt:venAsign.1637.v1	1637	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:12.363
urn:cite:hmt:venAsign.1638.v1	1638	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:12.365
urn:cite:hmt:venAsign.1639.v1	1639	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:12.366
urn:cite:hmt:venAsign.1640.v1	1640	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:12.368
urn:cite:hmt:venAsign.1641.v1	1641	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:12.371
urn:cite:hmt:venAsign.1642.v1	1642	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:12.375
urn:cite:hmt:venAsign.1643.v1	1643	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:12.394
urn:cite:hmt:venAsign.1644.v1	1644	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:12.400
urn:cite:hmt:venAsign.1645.v1	1645	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:12.401
urn:cite:hmt:venAsign.1646.v1	1646	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:12.416
urn:cite:hmt:venAsign.1647.v1	1647	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:12.426
urn:cite:hmt:venAsign.1648.v1	1648	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:12.431
urn:cite:hmt:venAsign.1649.v1	1649	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:12.442
urn:cite:hmt:venAsign.1650.v1	1650	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:12.444
urn:cite:hmt:venAsign.1651.v1	1651	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:12.450
urn:cite:hmt:venAsign.1652.v1	1652	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:12.455
urn:cite:hmt:venAsign.1653.v1	1653	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:12.456
urn:cite:hmt:venAsign.1654.v1	1654	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:12.458
urn:cite:hmt:venAsign.1655.v1	1655	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:12.463
urn:cite:hmt:venAsign.1656.v1	1656	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:12.468
urn:cite:hmt:venAsign.1657.v1	1657	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:12.469
urn:cite:hmt:venAsign.1658.v1	1658	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:12.470
urn:cite:hmt:venAsign.1659.v1	1659	urn:cite:hmt:critsigns.asterisk	urn:cts:greekLit:tlg0012.tlg001.msA:13.1
urn:cite:hmt:venAsign.1660.v1	1660	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:13.1
urn:cite:hmt:venAsign.1661.v1	1661	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:13.10
urn:cite:hmt:venAsign.1662.v1	1662	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:13.11
urn:cite:hmt:venAsign.1663.v1	1663	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:13.12
urn:cite:hmt:venAsign.1664.v1	1664	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:13.16
urn:cite:hmt:venAsign.1665.v1	1665	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:13.21
urn:cite:hmt:venAsign.1666.v1	1666	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:13.25
urn:cite:hmt:venAsign.1667.v1	1667	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:13.28
urn:cite:hmt:venAsign.1668.v1	1668	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:13.29
urn:cite:hmt:venAsign.1669.v1	1669	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:13.41
urn:cite:hmt:venAsign.1670.v1	1670	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:13.45
urn:cite:hmt:venAsign.1671.v1	1671	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:13.49
urn:cite:hmt:venAsign.1672.v1	1672	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:13.60
urn:cite:hmt:venAsign.1673.v1	1673	urn:cite:hmt:critsigns.asterisk	urn:cts:greekLit:tlg0012.tlg001.msA:13.61
urn:cite:hmt:venAsign.1674.v1	1674	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:13.64
urn:cite:hmt:venAsign.1675.v1	1675	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:13.66
urn:cite:hmt:venAsign.1676.v1	1676	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:13.68
urn:cite:hmt:venAsign.1677.v1	1677	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:13.82
urn:cite:hmt:venAsign.1678.v1	1678	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:13.85
urn:cite:hmt:venAsign.1679.v1	1679	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:13.103
urn:cite:hmt:venAsign.1680.v1	1680	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:13.110
urn:cite:hmt:venAsign.1681.v1	1681	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:13.115
urn:cite:hmt:venAsign.1682.v1	1682	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:13.127
urn:cite:hmt:venAsign.1683.v1	1683	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:13.147
urn:cite:hmt:venAsign.1684.v1	1684	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:13.148
urn:cite:hmt:venAsign.1685.v1	1685	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:13.159
urn:cite:hmt:venAsign.1686.v1	1686	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:13.165
urn:cite:hmt:venAsign.1687.v1	1687	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:13.166
urn:cite:hmt:venAsign.1688.v1	1688	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:13.172
urn:cite:hmt:venAsign.1689.v1	1689	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:13.197
urn:cite:hmt:venAsign.1690.v1	1690	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:13.203
urn:cite:hmt:venAsign.1691.v1	1691	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:13.213
urn:cite:hmt:venAsign.1692.v1	1692	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:13.217
urn:cite:hmt:venAsign.1693.v1	1693	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:13.222
urn:cite:hmt:venAsign.1694.v1	1694	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:13.223
urn:cite:hmt:venAsign.1695.v1	1695	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:13.226
urn:cite:hmt:venAsign.1696.v1	1696	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:13.236
urn:cite:hmt:venAsign.1697.v1	1697	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:13.252
urn:cite:hmt:venAsign.1698.v1	1698	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:13.257
urn:cite:hmt:venAsign.1699.v1	1699	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:13.275
urn:cite:hmt:venAsign.1700.v1	1700	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:13.276
urn:cite:hmt:venAsign.1701.v1	1701	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:13.287
urn:cite:hmt:venAsign.1702.v1	1702	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:13.288
urn:cite:hmt:venAsign.1703.v1	1703	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:13.292
urn:cite:hmt:venAsign.1704.v1	1704	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:13.295
urn:cite:hmt:venAsign.1705.v1	1705	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:13.299
urn:cite:hmt:venAsign.1706.v1	1706	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:13.306
urn:cite:hmt:venAsign.1707.v1	1707	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:13.315
urn:cite:hmt:venAsign.1708.v1	1708	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:13.317
urn:cite:hmt:venAsign.1709.v1	1709	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:13.326
urn:cite:hmt:venAsign.1710.v1	1710	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:13.327
