OccurrenceUrn	Sequence	CriticalSign	TextPassage
urn:cite:hmt:venAsign.1711.v1	1711	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:13.343
urn:cite:hmt:venAsign.1712.v1	1712	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:13.344
urn:cite:hmt:venAsign.1713.v1	1713	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:13.346
urn:cite:hmt:venAsign.1714.v1	1714	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:13.350
urn:cite:hmt:venAsign.1715.v1	1715	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:13.359
urn:cite:hmt:venAsign.1716.v1	1716	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:13.365
urn:cite:hmt:venAsign.1717.v1	1717	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:13.366
urn:cite:hmt:venAsign.1718.v1	1718	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:13.372
urn:cite:hmt:venAsign.1719.v1	1719	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:13.382
urn:cite:hmt:venAsign.1720.v1	1720	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:13.403
urn:cite:hmt:venAsign.1721.v1	1721	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:13.408
urn:cite:hmt:venAsign.1722.v1	1722	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:13.415
urn:cite:hmt:venAsign.1723.v1	1723	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:13.420
urn:cite:hmt:venAsign.1724.v1	1724	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:13.423
urn:cite:hmt:venAsign.1725.v1	1725	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:13.426
urn:cite:hmt:venAsign.1726.v1	1726	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:13.439
urn:cite:hmt:venAsign.1727.v1	1727	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:13.456
urn:cite:hmt:venAsign.1728.v1	1728	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:13.470
urn:cite:hmt:venAsign.1729.v1	1729	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:13.471
urn:cite:hmt:venAsign.1730.v1	1730	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:13.474
urn:cite:hmt:venAsign.1731.v1	1731	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:13.493
urn:cite:hmt:venAsign.1732.v1	1732	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:13.496
urn:cite:hmt:venAsign.1733.v1	1733	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:13.502
urn:cite:hmt:venAsign.1734.v1	1734	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:13.515
urn:cite:hmt:venAsign.1735.v1	1735	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:13.546
urn:cite:hmt:venAsign.1736.v1	1736	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:13.548
urn:cite:hmt:venAsign.1737.v1	1737	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:13.557
urn:cite:hmt:venAsign.1738.v1	1738	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:13.563
urn:cite:hmt:venAsign.1739.v1	1739	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:13.564
urn:cite:hmt:venAsign.1740.v1	1740	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:13.575
urn:cite:hmt:venAsign.1741.v1	1741	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:13.584
urn:cite:hmt:venAsign.1742.v1	1742	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:13.610
urn:cite:hmt:venAsign.1743.v1	1743	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:13.625
urn:cite:hmt:venAsign.1744.v1	1744	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:13.626
urn:cite:hmt:venAsign.1745.v1	1745	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:13.627
urn:cite:hmt:venAsign.1746.v1	1746	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:13.629
urn:cite:hmt:venAsign.1747.v1	1747	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:13.643
urn:cite:hmt:venAsign.1748.v1	1748	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:13.649
urn:cite:hmt:venAsign.1749.v1	1749	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:13.657
urn:cite:hmt:venAsign.1750.v1	1750	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:13.658
urn:cite:hmt:venAsign.1751.v1	1751	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:13.659
urn:cite:hmt:venAsign.1752.v1	1752	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:13.663
urn:cite:hmt:venAsign.1753.v1	1753	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:13.681
urn:cite:hmt:venAsign.1754.v1	1754	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:13.687
urn:cite:hmt:venAsign.1755.v1	1755	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:13.692
urn:cite:hmt:venAsign.1756.v1	1756	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:13.694
urn:cite:hmt:venAsign.1757.v1	1757	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:13.697
urn:cite:hmt:venAsign.1758.v1	1758	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:13.707
urn:cite:hmt:venAsign.1759.v1	1759	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:13.724
urn:cite:hmt:venAsign.1760.v1	1760	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:13.725
urn:cite:hmt:venAsign.1761.v1	1761	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:13.734
urn:cite:hmt:venAsign.1762.v1	1762	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:13.736
urn:cite:hmt:venAsign.1763.v1	1763	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:13.740
urn:cite:hmt:venAsign.1764.v1	1764	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:13.745
urn:cite:hmt:venAsign.1765.v1	1765	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:13.754
urn:cite:hmt:venAsign.1766.v1	1766	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:13.761
urn:cite:hmt:venAsign.1767.v1	1767	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:13.764
urn:cite:hmt:venAsign.1768.v1	1768	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:13.765
urn:cite:hmt:venAsign.1769.v1	1769	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:13.773
urn:cite:hmt:venAsign.1770.v1	1770	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:13.777
urn:cite:hmt:venAsign.1771.v1	1771	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:13.782
urn:cite:hmt:venAsign.1772.v1	1772	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:13.793
urn:cite:hmt:venAsign.1773.v1	1773	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:13.820
urn:cite:hmt:venAsign.1774.v1	1774	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:14.7
urn:cite:hmt:venAsign.1775.v1	1775	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:14.8
urn:cite:hmt:venAsign.1776.v1	1776	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:14.13
urn:cite:hmt:venAsign.1777.v1	1777	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:14.16
urn:cite:hmt:venAsign.1778.v1	1778	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:14.25
urn:cite:hmt:venAsign.1779.v1	1779	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:14.28
urn:cite:hmt:venAsign.1780.v1	1780	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:14.35
urn:cite:hmt:venAsign.1781.v1	1781	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:14.37
urn:cite:hmt:venAsign.1782.v1	1782	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:14.40
urn:cite:hmt:venAsign.1783.v1	1783	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:14.45
urn:cite:hmt:venAsign.1784.v1	1784	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:14.58
urn:cite:hmt:venAsign.1785.v1	1785	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:14.63
urn:cite:hmt:venAsign.1786.v1	1786	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:14.69
urn:cite:hmt:venAsign.1787.v1	1787	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:14.78
urn:cite:hmt:venAsign.1788.v1	1788	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:14.84
urn:cite:hmt:venAsign.1789.v1	1789	urn:cite:hmt:critsigns.asterisk	urn:cts:greekLit:tlg0012.tlg001.msA:14.95
urn:cite:hmt:venAsign.1790.v1	1790	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:14.95
urn:cite:hmt:venAsign.1791.v1	1791	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:14.114
urn:cite:hmt:venAsign.1792.v1	1792	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:14.114
urn:cite:hmt:venAsign.1793.v1	1793	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:14.117
urn:cite:hmt:venAsign.1794.v1	1794	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:14.118
urn:cite:hmt:venAsign.1795.v1	1795	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:14.124
urn:cite:hmt:venAsign.1796.v1	1796	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:14.125
urn:cite:hmt:venAsign.1797.v1	1797	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:14.128
urn:cite:hmt:venAsign.1798.v1	1798	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:14.129
urn:cite:hmt:venAsign.1799.v1	1799	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:14.135
urn:cite:hmt:venAsign.1800.v1	1800	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:14.136
urn:cite:hmt:venAsign.1801.v1	1801	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:14.147
urn:cite:hmt:venAsign.1802.v1	1802	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:14.153
urn:cite:hmt:venAsign.1803.v1	1803	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:14.154
urn:cite:hmt:venAsign.1804.v1	1804	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:14.155
urn:cite:hmt:venAsign.1805.v1	1805	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:14.162
urn:cite:hmt:venAsign.1806.v1	1806	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:14.167
urn:cite:hmt:venAsign.1807.v1	1807	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:14.168
urn:cite:hmt:venAsign.1808.v1	1808	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:14.169
urn:cite:hmt:venAsign.1809.v1	1809	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:14.170
urn:cite:hmt:venAsign.1810.v1	1810	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:14.171
urn:cite:hmt:venAsign.1811.v1	1811	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:14.172
urn:cite:hmt:venAsign.1812.v1	1812	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:14.178
urn:cite:hmt:venAsign.1813.v1	1813	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:14.180
urn:cite:hmt:venAsign.1814.v1	1814	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:14.183
urn:cite:hmt:venAsign.1815.v1	1815	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:14.196
urn:cite:hmt:venAsign.1816.v1	1816	urn:cite:hmt:critsigns.asterisk	urn:cts:greekLit:tlg0012.tlg001.msA:14.205
urn:cite:hmt:venAsign.1817.v1	1817	urn:cite:hmt:critsigns.asterisk	urn:cts:greekLit:tlg0012.tlg001.msA:14.206
urn:cite:hmt:venAsign.1818.v1	1818	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:14.206
urn:cite:hmt:venAsign.1819.v1	1819	urn:cite:hmt:critsigns.asterisk	urn:cts:greekLit:tlg0012.tlg001.msA:14.207
urn:cite:hmt:venAsign.1820.v1	1820	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:14.208
urn:cite:hmt:venAsign.1821.v1	1821	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:14.209
urn:cite:hmt:venAsign.1822.v1	1822	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:14.213
urn:cite:hmt:venAsign.1823.v1	1823	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:14.214
urn:cite:hmt:venAsign.1824.v1	1824	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:14.218
urn:cite:hmt:venAsign.1825.v1	1825	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:14.219
urn:cite:hmt:venAsign.1826.v1	1826	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:14.223
urn:cite:hmt:venAsign.1827.v1	1827	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:14.225
urn:cite:hmt:venAsign.1828.v1	1828	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:14.226
urn:cite:hmt:venAsign.1829.v1	1829	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:14.235
urn:cite:hmt:venAsign.1830.v1	1830	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:14.239
urn:cite:hmt:venAsign.1831.v1	1831	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:14.242
urn:cite:hmt:venAsign.1832.v1	1832	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:14.267
urn:cite:hmt:venAsign.1833.v1	1833	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:14.272
urn:cite:hmt:venAsign.1834.v1	1834	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:14.274
urn:cite:hmt:venAsign.1835.v1	1835	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:14.279
urn:cite:hmt:venAsign.1836.v1	1836	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:14.284
urn:cite:hmt:venAsign.1837.v1	1837	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:14.288
urn:cite:hmt:venAsign.1838.v1	1838	urn:cite:hmt:critsigns.asterisk	urn:cts:greekLit:tlg0012.tlg001.msA:14.304
urn:cite:hmt:venAsign.1839.v1	1839	urn:cite:hmt:critsigns.asterisk	urn:cts:greekLit:tlg0012.tlg001.msA:14.305
urn:cite:hmt:venAsign.1840.v1	1840	urn:cite:hmt:critsigns.asterisk	urn:cts:greekLit:tlg0012.tlg001.msA:14.306
urn:cite:hmt:venAsign.1841.v1	1841	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:14.304
urn:cite:hmt:venAsign.1842.v1	1842	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:14.305
urn:cite:hmt:venAsign.1843.v1	1843	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:14.306
urn:cite:hmt:venAsign.1844.v1	1844	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:14.315
urn:cite:hmt:venAsign.1845.v1	1845	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:14.317
urn:cite:hmt:venAsign.1846.v1	1846	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:14.318
urn:cite:hmt:venAsign.1847.v1	1847	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:14.319
urn:cite:hmt:venAsign.1848.v1	1848	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:14.320
urn:cite:hmt:venAsign.1849.v1	1849	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:14.321
urn:cite:hmt:venAsign.1850.v1	1850	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:14.322
urn:cite:hmt:venAsign.1851.v1	1851	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:14.323
urn:cite:hmt:venAsign.1852.v1	1852	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:14.324
urn:cite:hmt:venAsign.1853.v1	1853	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:14.325
urn:cite:hmt:venAsign.1854.v1	1854	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:14.326
urn:cite:hmt:venAsign.1855.v1	1855	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:14.327
urn:cite:hmt:venAsign.1856.v1	1856	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:14.338
urn:cite:hmt:venAsign.1857.v1	1857	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:14.354
urn:cite:hmt:venAsign.1858.v1	1858	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:14.366
urn:cite:hmt:venAsign.1859.v1	1859	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:14.376
urn:cite:hmt:venAsign.1860.v1	1860	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:14.377
urn:cite:hmt:venAsign.1861.v1	1861	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:14.379
urn:cite:hmt:venAsign.1862.v1	1862	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:14.382
urn:cite:hmt:venAsign.1863.v1	1863	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:14.391
urn:cite:hmt:venAsign.1864.v1	1864	urn:cite:hmt:critsigns.dotteddiple	urn:cts:greekLit:tlg0012.tlg001.msA:14.394
urn:cite:hmt:venAsign.1865.v1	1865	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:14.402
urn:cite:hmt:venAsign.1866.v1	1866	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:14.405
urn:cite:hmt:venAsign.1867.v1	1867	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:14.406
urn:cite:hmt:venAsign.1868.v1	1868	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:14.416
urn:cite:hmt:venAsign.1869.v1	1869	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:14.418
urn:cite:hmt:venAsign.1870.v1	1870	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:14.421
urn:cite:hmt:venAsign.1871.v1	1871	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:14.434
urn:cite:hmt:venAsign.1872.v1	1872	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:14.439
urn:cite:hmt:venAsign.1873.v1	1873	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:14.442
urn:cite:hmt:venAsign.1874.v1	1874	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:14.463
urn:cite:hmt:venAsign.1875.v1	1875	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:14.477
urn:cite:hmt:venAsign.1876.v1	1876	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:14.485
urn:cite:hmt:venAsign.1877.v1	1877	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:14.499
urn:cite:hmt:venAsign.1878.v1	1878	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:14.500
urn:cite:hmt:venAsign.1879.v1	1879	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:14.509
urn:cite:hmt:venAsign.1880.v1	1880	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:14.516
urn:cite:hmt:venAsign.1881.v1	1881	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:14.518
urn:cite:hmt:venAsign.1882.v1	1882	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:15.8
urn:cite:hmt:venAsign.1883.v1	1883	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:15.10
urn:cite:hmt:venAsign.1884.v1	1884	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:15.11
urn:cite:hmt:venAsign.1885.v1	1885	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:15.14
urn:cite:hmt:venAsign.1886.v1	1886	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:15.15
urn:cite:hmt:venAsign.1887.v1	1887	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:15.18
urn:cite:hmt:venAsign.1888.v1	1888	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:15.21
urn:cite:hmt:venAsign.1889.v1	1889	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:15.23
urn:cite:hmt:venAsign.1890.v1	1890	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:15.41
urn:cite:hmt:venAsign.1891.v1	1891	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:15.50
urn:cite:hmt:venAsign.1892.v1	1892	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:15.56
urn:cite:hmt:venAsign.1893.v1	1893	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:15.57
urn:cite:hmt:venAsign.1894.v1	1894	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:15.58
urn:cite:hmt:venAsign.1895.v1	1895	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:15.59
urn:cite:hmt:venAsign.1896.v1	1896	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:15.60
urn:cite:hmt:venAsign.1897.v1	1897	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:15.61
urn:cite:hmt:venAsign.1898.v1	1898	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:15.62
urn:cite:hmt:venAsign.1899.v1	1899	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:15.63
urn:cite:hmt:venAsign.1900.v1	1900	urn:cite:hmt:critsigns.diple	urn:cts:greekLit:tlg0012.tlg001.msA:15.64
urn:cite:hmt:venAsign.1901.v1	1901	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:15.64
urn:cite:hmt:venAsign.1902.v1	1902	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:15.65
urn:cite:hmt:venAsign.1903.v1	1903	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:15.66
urn:cite:hmt:venAsign.1904.v1	1904	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:15.67
urn:cite:hmt:venAsign.1905.v1	1905	urn:cite:hmt:critsigns.obelos	urn:cts:greekLit:tlg0012.tlg001.msA:15.68
