Siglum	Sequence	URN	RV	MS	CodexURN
u4	283	urn:cite:hmt:u4.142r	recto	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 142r	urn:cite:hmt:codex.u4
u4	279	urn:cite:hmt:u4.140r	recto	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 140r	urn:cite:hmt:codex.u4
u4	335	urn:cite:hmt:u4.168r	recto	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 168r	urn:cite:hmt:codex.u4
u4	122	urn:cite:hmt:u4.61v	verso	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 61v	urn:cite:hmt:codex.u4
u4	21	urn:cite:hmt:u4.11r	recto	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 11r	urn:cite:hmt:codex.u4
u4	243	urn:cite:hmt:u4.122r	recto	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 122r	urn:cite:hmt:codex.u4
u4	253	urn:cite:hmt:u4.127r	recto	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 127r	urn:cite:hmt:codex.u4
u4	197	urn:cite:hmt:u4.99r	recto	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 99r	urn:cite:hmt:codex.u4
u4	100	urn:cite:hmt:u4.50v	verso	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 50v	urn:cite:hmt:codex.u4
u4	44	urn:cite:hmt:u4.22v	verso	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 22v	urn:cite:hmt:codex.u4
u4	191	urn:cite:hmt:u4.96r	recto	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 96r	urn:cite:hmt:codex.u4
u4	268	urn:cite:hmt:u4.134v	verso	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 134v	urn:cite:hmt:codex.u4
