Sequence,PageUrn,RV,Label
90,urn:cite:hmt:u4.45v.v1,verso,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 45, verso"
91,urn:cite:hmt:u4.46r.v1,recto,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 46, recto"
92,urn:cite:hmt:u4.46v.v1,verso,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 46, verso"
93,urn:cite:hmt:u4.47r.v1,recto,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 47, recto"
94,urn:cite:hmt:u4.47v.v1,verso,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 47, verso"
95,urn:cite:hmt:u4.48r.v1,recto,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 48, recto"
96,urn:cite:hmt:u4.48v.v1,verso,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 48, verso"
97,urn:cite:hmt:u4.49r.v1,recto,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 49, recto"
98,urn:cite:hmt:u4.49v.v1,verso,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 49, verso"
99,urn:cite:hmt:u4.50r.v1,recto,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 50, recto"
100,urn:cite:hmt:u4.50v.v1,verso,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 50, verso"
101,urn:cite:hmt:u4.51r.v1,recto,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 51, recto"
102,urn:cite:hmt:u4.51v.v1,verso,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 51, verso"
103,urn:cite:hmt:u4.52r.v1,recto,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 52, recto"
104,urn:cite:hmt:u4.52v.v1,verso,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 52, verso"
105,urn:cite:hmt:u4.53r.v1,recto,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 53, recto"
106,urn:cite:hmt:u4.53v.v1,verso,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 53, verso"
107,urn:cite:hmt:u4.54r.v1,recto,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 54, recto"
108,urn:cite:hmt:u4.54v.v1,verso,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 54, verso"
109,urn:cite:hmt:u4.55r.v1,recto,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 55, recto"
110,urn:cite:hmt:u4.55v.v1,verso,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 55, verso"
111,urn:cite:hmt:u4.56r.v1,recto,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 56, recto"
112,urn:cite:hmt:u4.56v.v1,verso,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 56, verso"
113,urn:cite:hmt:u4.57r.v1,recto,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 57, recto"
114,urn:cite:hmt:u4.57v.v1,verso,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 57, verso"
115,urn:cite:hmt:u4.58r.v1,recto,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 58, recto"
116,urn:cite:hmt:u4.58v.v1,verso,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 58, verso"
117,urn:cite:hmt:u4.59r.v1,recto,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 59, recto"
118,urn:cite:hmt:u4.59v.v1,verso,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 59, verso"
119,urn:cite:hmt:u4.60r.v1,recto,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 60, recto"
120,urn:cite:hmt:u4.60v.v1,verso,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 60, verso"
121,urn:cite:hmt:u4.61r.v1,recto,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 61, recto"
122,urn:cite:hmt:u4.61v.v1,verso,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 61, verso"
123,urn:cite:hmt:u4.62r.v1,recto,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 62, recto"
124,urn:cite:hmt:u4.62v.v1,verso,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 62, verso"
125,urn:cite:hmt:u4.63r.v1,recto,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 63, recto"
126,urn:cite:hmt:u4.63v.v1,verso,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 63, verso"
127,urn:cite:hmt:u4.64r.v1,recto,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 64, recto"
128,urn:cite:hmt:u4.64v.v1,verso,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 64, verso"
129,urn:cite:hmt:u4.65r.v1,recto,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 65, recto"
130,urn:cite:hmt:u4.65v.v1,verso,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 65, verso"
131,urn:cite:hmt:u4.66r.v1,recto,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 66, recto"
132,urn:cite:hmt:u4.66v.v1,verso,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 66, verso"
133,urn:cite:hmt:u4.67r.v1,recto,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 67, recto"
134,urn:cite:hmt:u4.67v.v1,verso,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 67, verso"
135,urn:cite:hmt:u4.68r.v1,recto,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 68, recto"
136,urn:cite:hmt:u4.68v.v1,verso,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 68, verso"
137,urn:cite:hmt:u4.69r.v1,recto,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 69, recto"
138,urn:cite:hmt:u4.69v.v1,verso,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 69, verso"
139,urn:cite:hmt:u4.70r.v1,recto,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 70, recto"
140,urn:cite:hmt:u4.70v.v1,verso,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 70, verso"
141,urn:cite:hmt:u4.71r.v1,recto,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 71, recto"
142,urn:cite:hmt:u4.71v.v1,verso,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 71, verso"
143,urn:cite:hmt:u4.72r.v1,recto,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 72, recto"
144,urn:cite:hmt:u4.72v.v1,verso,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 72, verso"
145,urn:cite:hmt:u4.73r.v1,recto,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 73, recto"
146,urn:cite:hmt:u4.73v.v1,verso,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 73, verso"
147,urn:cite:hmt:u4.74r.v1,recto,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 74, recto"
148,urn:cite:hmt:u4.74v.v1,verso,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 74, verso"
149,urn:cite:hmt:u4.75r.v1,recto,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 75, recto"
150,urn:cite:hmt:u4.75v.v1,verso,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 75, verso"
151,urn:cite:hmt:u4.76r.v1,recto,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 76, recto"
152,urn:cite:hmt:u4.76v.v1,verso,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 76, verso"
153,urn:cite:hmt:u4.77r.v1,recto,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 77, recto"
154,urn:cite:hmt:u4.77v.v1,verso,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 77, verso"
155,urn:cite:hmt:u4.78r.v1,recto,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 78, recto"
156,urn:cite:hmt:u4.78v.v1,verso,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 78, verso"
157,urn:cite:hmt:u4.79r.v1,recto,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 79, recto"
158,urn:cite:hmt:u4.79v.v1,verso,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 79, verso"
159,urn:cite:hmt:u4.80r.v1,recto,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 80, recto"
160,urn:cite:hmt:u4.80v.v1,verso,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 80, verso"
161,urn:cite:hmt:u4.81r.v1,recto,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 81, recto"
162,urn:cite:hmt:u4.81v.v1,verso,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 81, verso"
163,urn:cite:hmt:u4.82r.v1,recto,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 82, recto"
164,urn:cite:hmt:u4.82v.v1,verso,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 82, verso"
165,urn:cite:hmt:u4.83r.v1,recto,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 83, recto"
166,urn:cite:hmt:u4.83v.v1,verso,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 83, verso"
167,urn:cite:hmt:u4.84r.v1,recto,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 84, recto"
168,urn:cite:hmt:u4.84v.v1,verso,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 84, verso"
169,urn:cite:hmt:u4.85r.v1,recto,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 85, recto"
170,urn:cite:hmt:u4.85v.v1,verso,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 85, verso"
171,urn:cite:hmt:u4.86r.v1,recto,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 86, recto"
172,urn:cite:hmt:u4.86v.v1,verso,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 86, verso"
173,urn:cite:hmt:u4.87r.v1,recto,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 87, recto"
174,urn:cite:hmt:u4.87v.v1,verso,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 87, verso"
175,urn:cite:hmt:u4.88r.v1,recto,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 88, recto"
176,urn:cite:hmt:u4.88v.v1,verso,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 88, verso"
177,urn:cite:hmt:u4.89r.v1,recto,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 89, recto"
178,urn:cite:hmt:u4.89v.v1,verso,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 89, verso"
179,urn:cite:hmt:u4.90r.v1,recto,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 90, recto"
180,urn:cite:hmt:u4.90v.v1,verso,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 90, verso"
181,urn:cite:hmt:u4.91r.v1,recto,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 91, recto"
182,urn:cite:hmt:u4.91v.v1,verso,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 91, verso"
183,urn:cite:hmt:u4.92r.v1,recto,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 92, recto"
184,urn:cite:hmt:u4.92v.v1,verso,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 92, verso"
185,urn:cite:hmt:u4.93r.v1,recto,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 93, recto"
186,urn:cite:hmt:u4.93v.v1,verso,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 93, verso"
187,urn:cite:hmt:u4.94r.v1,recto,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 94, recto"
188,urn:cite:hmt:u4.94v.v1,verso,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 94, verso"
189,urn:cite:hmt:u4.95r.v1,recto,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 95, recto"
190,urn:cite:hmt:u4.95v.v1,verso,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 95, verso"
191,urn:cite:hmt:u4.96r.v1,recto,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 96, recto"
192,urn:cite:hmt:u4.96v.v1,verso,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 96, verso"
193,urn:cite:hmt:u4.97r.v1,recto,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 97, recto"
194,urn:cite:hmt:u4.97v.v1,verso,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 97, verso"
195,urn:cite:hmt:u4.98r.v1,recto,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 98, recto"
196,urn:cite:hmt:u4.98v.v1,verso,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 98, verso"
197,urn:cite:hmt:u4.99r.v1,recto,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 99, recto"
198,urn:cite:hmt:u4.99v.v1,verso,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 99, verso"
199,urn:cite:hmt:u4.100r.v1,recto,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 100, recto"
200,urn:cite:hmt:u4.100v.v1,verso,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 100, verso"
201,urn:cite:hmt:u4.101r.v1,recto,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 101, recto"
202,urn:cite:hmt:u4.101v.v1,verso,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 101, verso"
203,urn:cite:hmt:u4.102r.v1,recto,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 102, recto"
204,urn:cite:hmt:u4.102v.v1,verso,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 102, verso"
205,urn:cite:hmt:u4.103r.v1,recto,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 103, recto"
206,urn:cite:hmt:u4.103v.v1,verso,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 103, verso"
207,urn:cite:hmt:u4.104r.v1,recto,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 104, recto"
208,urn:cite:hmt:u4.104v.v1,verso,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 104, verso"
209,urn:cite:hmt:u4.105r.v1,recto,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 105, recto"
210,urn:cite:hmt:u4.105v.v1,verso,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 105, verso"
211,urn:cite:hmt:u4.106r.v1,recto,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 106, recto"
212,urn:cite:hmt:u4.106v.v1,verso,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 106, verso"
213,urn:cite:hmt:u4.107r.v1,recto,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 107, recto"
214,urn:cite:hmt:u4.107v.v1,verso,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 107, verso"
215,urn:cite:hmt:u4.108r.v1,recto,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 108, recto"
216,urn:cite:hmt:u4.108v.v1,verso,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 108, verso"
217,urn:cite:hmt:u4.109r.v1,recto,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 109, recto"
218,urn:cite:hmt:u4.109v.v1,verso,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 109, verso"
219,urn:cite:hmt:u4.110r.v1,recto,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 110, recto"
220,urn:cite:hmt:u4.110v.v1,verso,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 110, verso"
221,urn:cite:hmt:u4.111r.v1,recto,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 111, recto"
222,urn:cite:hmt:u4.111v.v1,verso,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 111, verso"
223,urn:cite:hmt:u4.112r.v1,recto,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 112, recto"
224,urn:cite:hmt:u4.112v.v1,verso,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 112, verso"
225,urn:cite:hmt:u4.113r.v1,recto,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 113, recto"
226,urn:cite:hmt:u4.113v.v1,verso,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 113, verso"
227,urn:cite:hmt:u4.114r.v1,recto,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 114, recto"
228,urn:cite:hmt:u4.114v.v1,verso,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 114, verso"
229,urn:cite:hmt:u4.115r.v1,recto,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 115, recto"
230,urn:cite:hmt:u4.115v.v1,verso,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 115, verso"
231,urn:cite:hmt:u4.116r.v1,recto,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 116, recto"
232,urn:cite:hmt:u4.116v.v1,verso,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 116, verso"
233,urn:cite:hmt:u4.117r.v1,recto,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 117, recto"
234,urn:cite:hmt:u4.117v.v1,verso,"Marciana 841 (Graecus Z. 458 = Allen U4), folio 117, verso"
